"","x"
"1095",1
"1096",15
"1097",9
"1098",1
"1099",9
"1100",7
"1101",3
"1102",15
"1103",9
"1104",13
"1105",7
"1106",9
"1107",14
"1108",2
"1109",11
"1110",9
"1111",9
"1112",15
"1113",15
"1114",7
"1115",7
"1116",2
"1117",15
"1118",12
"1119",15
"1120",3
"1121",4
"1122",7
"1123",8
"1124",2
"1125",12
"1126",6
"1127",15
"1128",1
"1129",2
"1130",1
"1131",15
"1132",4
"1133",2
"1134",15
"1135",14
"1136",11
"1137",10
"1138",2
"1139",7
"1140",6
"1141",15
"1142",4
"1143",15
"1144",3
"1145",15
"1146",15
"1147",9
"1148",13
"1149",14
"1150",9
"1151",7
"1152",9
"1153",15
"1154",12
"1155",7
"1156",9
"1157",4
"1158",1
"1159",12
"1160",14
"1161",9
"1162",1
"1163",13
"1164",2
"1165",4
"1166",4
"1167",10
"1168",4
"1169",15
"1170",15
"1171",4
"1172",15
"1173",7
"1174",12
"1175",12
"1176",1
"1177",7
"1178",10
"1179",12
"1180",4
"1181",12
"1182",15
"1183",12
"1184",12
"1185",4
"1186",7
"1187",8
"1188",9
"1189",1
"1190",6
"1191",3
"1192",1
"1193",1
"1194",1
"1195",15
"1196",4
"1197",9
"1198",8
"1199",6
"1200",12
"1201",10
"1202",9
"1203",3
"1204",6
"1205",4
"1206",3
"1207",4
"1208",9
"1209",2
"1210",9
"1211",2
"1212",2
"1213",13
"1214",12
"1215",15
"1216",6
"1217",15
"1218",11
"1219",10
"1220",13
"1221",1
"1222",15
"1223",12
"1224",9
"1225",15
"1226",4
"1227",1
"1228",11
"1229",15
"1230",1
"1231",11
"1232",15
"1233",14
"1234",15
"1235",15
"1236",15
"1237",4
"1238",6
"1239",6
"1240",9
"1241",7
"1242",8
"1243",8
"1244",1
"1245",13
"1246",10
"1247",15
"1248",1
"1249",9
"1250",12
"1251",9
"1252",15
"1253",15
"1254",7
"1255",2
"1256",14
"1257",15
"1258",1
"1259",11
"1260",12
"1261",12
"1262",7
"1263",9
"1264",8
"1265",15
"1266",15
"1267",1
"1268",9
"1269",7
"1270",12
"1271",7
"1272",8
"1273",12
"1274",12
"1275",12
"1276",8
"1277",11
"1278",11
"1279",12
"1280",6
"1281",15
"1282",15
"1283",11
"1284",12
"1285",13
"1286",12
"1287",9
"1288",1
"1289",8
"1290",13
"1291",15
"1292",7
"1293",8
"1294",9
"1295",2
"1296",12
"1297",1
"1298",8
"1299",15
"1300",3
"1301",4
"1302",15
"1303",10
"1304",9
"1305",7
"1306",4
"1307",6
"1308",8
"1309",15
"1310",9
"1311",14
"1312",15
"1313",13
"1314",3
"1315",8
"1316",11
"1317",15
"1318",12
"1319",15
"1320",11
"1321",15
"1322",4
"1323",9
"1324",6
"1325",7
"1326",8
"1327",12
"1328",13
"1329",11
"1330",3
"1331",10
"1332",9
"1333",4
"1334",9
"1335",13
"1336",8
"1337",8
"1338",8
"1339",12
"1340",9
"1341",1
"1342",9
"1343",13
"1344",13
"1345",11
"1346",12
"1347",8
"1348",4
"1349",1
"1350",15
"1351",6
"1352",9
"1353",6
"1354",15
"1355",6
"1356",7
"1357",15
"1358",15
"1359",12
"1360",4
"1361",14
"1362",14
"1363",15
"1364",9
"1365",3
"1366",2
"1367",15
"1368",13
"1369",9
"1370",6
"1371",12
"1372",12
"1373",1
"1374",4
"1375",12
"1376",12
"1377",8
"1378",14
"1379",4
"1380",15
"1381",9
"1382",9
"1383",15
"1384",14
"1385",15
"1386",14
"1387",2
"1388",10
"1389",11
"1390",10
"1391",4
"1392",9
"1393",1
"1394",15
"1395",7
"1396",9
"1397",9
"1398",15
"1399",15
"1400",14
"1401",8
"1402",9
"1403",4
"1404",12
"1405",9
"1406",10
"1407",15
"1408",8
"1409",8
"1410",4
"1411",10
"1412",7
"1413",9
"1414",8
"1415",7
"1416",11
"1417",7
"1418",14
"1419",11
"1420",15
"1421",13
"1422",9
"1423",15
"1424",4
"1425",13
"1426",12
"1427",4
"1428",9
"1429",7
"1430",8
"1431",11
"1432",11
"1433",12
"1434",15
"1435",15
"1436",7
"1437",12
"1438",12
"1439",2
"1440",15
"1441",11
"1442",11
"1443",10
"1444",1
"1445",1
"1446",9
"1447",11
"1448",1
"1449",7
"1450",4
"1451",11
"1452",6
"1453",13
"1454",11
"1455",4
"1456",4
"1457",14
"1458",1
"1459",12
"1460",7
"1461",4
"1462",14
"1463",14
"1464",15
"1465",11
"1466",13
"1467",15
"1468",8
"1469",15
"1470",12
"1471",15
"1472",15
"1473",11
"1474",12
"1475",4
"1476",15
"1477",4
"1478",15
"1479",13
"1480",9
"1481",9
"1482",7
"1483",6
"1484",15
"1485",8
"1486",15
"1487",15
"1488",4
"1489",2
"1490",11
"1491",13
"1492",8
"1493",15
"1494",4
"1495",1
"1496",8
"1497",10
"1498",10
"1499",9
"1500",12
"1501",12
"1502",10
"1503",7
"1504",11
"1505",6
"1506",7
"1507",1
"1508",10
"1509",1
"1510",12
"1511",9
"1512",4
"1513",1
"1514",2
"1515",10
"1516",8
"1517",12
"1518",11
"1519",12
"1520",7
"1521",8
"1522",9
"1523",8
"1524",13
"1525",15
"1526",13
"1527",1
"1528",13
"1529",15
"1530",9
"1531",7
"1532",3
"1533",11
"1534",2
"1535",4
"1536",1
"1537",11
"1538",12
"1539",13
"1540",15
"1541",15
"1542",1
"1543",4
"1544",10
"1545",4
"1546",10
"1547",4
"1548",7
"1549",15
"1550",15
"1551",6
"1552",7
"1553",11
"1554",10
"1555",9
"1556",7
"1557",4
"1558",3
"1559",14
"1560",4
"1561",9
"1562",15
"1563",12
"1564",6
"1565",10
"1566",12
"1567",10
"1568",4
"1569",7
"1570",11
"1571",7
"1572",12
"1573",15
"1574",10
"1575",1
"1576",2
"1577",14
"1578",15
"1579",3
"1580",11
"1581",8
"1582",10
"1583",7
"1584",4
"1585",9
"1586",13
"1587",15
"1588",6
"1589",3
"1590",1
"1591",12
"1592",1
"1593",8
"1594",2
"1595",12
"1596",15
"1597",14
"1598",12
"1599",2
"1600",4
"1601",11
"1602",7
"1603",14
"1604",9
"1605",10
"1606",1
"1607",4
"1608",10
"1609",10
"1610",10
"1611",11
"1612",15
"1613",1
"1614",13
"1615",11
"1616",11
"1617",7
"1618",15
"1619",4
"1620",15
"1621",6
"1622",15
"1623",14
"1624",11
"1625",9
"1626",4
"1627",9
"1628",7
"1629",15
"1630",8
"1631",2
"1632",8
"1633",4
"1634",8
"1635",9
"1636",6
"1637",2
"1638",15
"1639",15
"1640",15
"1641",15
"1642",12
"1643",3
"1644",11
"1645",11
"1646",6
"1647",10
"1648",12
"1649",8
"1650",15
"1651",1
"1652",12
"1653",1
"1654",11
"1655",11
"1656",7
"1657",4
"1658",12
"1659",14
"1660",9
"1661",9
"1662",13
"1663",15
"1664",12
"1665",15
"1666",8
"1667",8
"1668",15
"1669",7
"1670",15
"1671",9
"1672",11
"1673",15
"1674",2
"1675",3
"1676",7
"1677",12
"1678",7
"1679",15
"1680",11
"1681",10
"1682",3
"1683",6
"1684",14
"1685",12
"1686",10
"1687",10
"1688",11
"1689",9
"1690",15
"1691",4
"1692",9
"1693",7
"1694",8
"1695",15
"1696",1
"1697",15
"1698",8
"1699",2
"1700",10
"1701",9
"1702",15
"1703",15
"1704",13
"1705",8
"1706",7
"1707",13
"1708",12
"1709",6
"1710",15
"1711",7
"1712",11
"1713",4
"1714",7
"1715",4
"1716",9
"1717",15
"1718",6
"1719",15
"1720",12
"1721",10
"1722",8
"1723",3
"1724",6
"1725",1
"1726",10
"1727",4
"1728",8
"1729",7
"1730",3
"1731",15
"1732",6
"1733",15
"1734",13
"1735",10
"1736",4
"1737",11
"1738",11
"1739",11
"1740",15
"1741",15
"1742",15
"1743",9
"1744",1
"1745",14
"1746",9
"1747",1
"1748",4
"1749",15
"1750",13
"1751",10
"1752",4
"1753",1
"1754",6
"1755",15
"1756",7
"1757",15
"1758",12
"1759",9
"1760",8
"1761",8
"1762",6
"1763",15
"1764",4
"1765",15
"1766",14
"1767",6
"1768",15
"1769",4
"1770",15
"1771",9
"1772",2
"1773",1
"1774",11
"1775",1
"1776",7
"1777",15
"1778",12
"1779",4
"1780",15
"1781",13
"1782",6
"1783",8
"1784",15
"1785",1
"1786",8
"1787",15
"1788",4
"1789",15
"1790",14
"1791",10
"1792",9
"1793",15
"1794",12
"1795",7
"1796",6
"1797",15
"1798",7
"1799",1
"1800",8
"1801",7
"1802",2
"1803",9
"1804",7
"1805",9
"1806",9
"1807",14
"1808",7
"1809",14
"1810",9
"1811",7
"1812",1
"1813",4
"1814",10
"1815",15
"1816",15
"1817",15
"1818",12
"1819",4
"1820",3
"1821",9
"1822",7
"1823",14
"1824",1
"1825",13
"1826",12
"1827",8
"1828",8
"1829",13
"1830",12
"1831",8
"1832",14
"1833",9
"1834",9
"1835",9
"1836",10
"1837",15
"1838",4
"1839",6
"1840",9
"1841",1
"1842",8
"1843",9
"1844",12
"1845",14
"1846",14
"1847",15
"1848",8
"1849",2
"1850",4
"1851",12
"1852",4
"1853",3
"1854",8
"1855",2
"1856",7
"1857",8
"1858",4
"1859",7
"1860",13
"1861",4
"1862",11
"1863",4
"1864",12
"1865",1
"1866",1
"1867",9
"1868",12
"1869",3
"1870",4
"1871",7
"1872",15
"1873",3
"1874",11
"1875",11
"1876",6
"1877",8
"1878",9
"1879",10
"1880",12
"1881",10
"1882",3
"1883",10
"1884",13
"1885",9
"1886",1
"1887",3
"1888",9
"1889",15
"1890",14
"1891",9
"1892",6
"1893",9
"1894",1
"1895",11
"1896",15
"1897",6
"1898",12
"1899",10
"1900",7
"1901",10
"1902",12
"1903",4
"1904",10
"1905",12
"1906",4
"1907",13
"1908",15
"1909",4
"1910",15
"1911",9
"1912",14
"1913",13
"1914",6
"1915",8
"1916",10
"1917",11
"1918",15
"1919",12
"1920",3
"1921",15
"1922",4
"1923",9
"1924",14
"1925",4
"1926",13
"1927",13
"1928",8
"1929",14
"1930",15
"1931",6
"1932",11
"1933",13
"1934",1
"1935",8
"1936",3
"1937",9
"1938",4
"1939",4
"1940",7
"1941",15
"1942",12
"1943",4
"1944",11
"1945",9
"1946",11
"1947",7
"1948",9
"1949",1
"1950",3
"1951",1
"1952",8
"1953",9
"1954",7
"1955",14
"1956",1
"1957",7
"1958",4
"1959",11
"1960",10
"1961",7
"1962",3
"1963",8
"1964",9
"1965",13
"1966",7
"1967",7
"1968",11
"1969",14
"1970",9
"1971",4
"1972",11
"1973",15
"1974",6
"1975",15
"1976",15
"1977",6
"1978",4
"1979",15
"1980",7
"1981",7
"1982",9
"1983",8
"1984",12
"1985",15
"1986",4
"1987",7
"1988",9
"1989",1
"1990",13
"1991",13
"1992",9
"1993",10
"1994",11
"1995",9
"1996",4
"1997",4
"1998",12
"1999",11
"2000",6
"2001",1
"2002",11
"2003",15
"2004",4
"2005",15
"2006",15
"2007",7
"2008",9
"2009",15
"2010",9
"2011",7
"2012",13
"2013",4
"2014",14
"2015",1
"2016",2
"2017",14
"2018",8
"2019",14
"2020",3
"2021",9
"2022",9
"2023",12
"2024",1
"2025",1
"2026",4
"2027",12
"2028",13
"2029",15
"2030",1
"2031",15
"2032",9
"2033",9
"2034",10
"2035",10
"2036",12
"2037",2
"2038",14
"2039",15
"2040",6
"2041",7
"2042",7
"2043",14
"2044",12
"2045",4
"2046",3
"2047",15
"2048",9
"2049",14
"2050",2
"2051",6
"2052",9
"2053",15
"2054",13
"2055",7
"2056",1
"2057",4
"2058",12
"2059",2
"2060",14
"2061",12
"2062",12
"2063",8
"2064",14
"2065",6
"2066",6
"2067",12
"2068",13
"2069",12
"2070",1
"2071",12
"2072",1
"2073",1
"2074",6
"2075",1
"2076",9
"2077",15
"2078",11
"2079",15
"2080",9
"2081",7
"2082",1
"2083",13
"2084",4
"2085",8
"2086",14
"2087",6
"2088",8
"2089",1
"2090",14
"2091",12
"2092",15
"2093",8
"2094",12
"2095",10
"2096",6
"2097",11
"2098",11
"2099",11
"2100",1
"2101",1
"2102",4
"2103",15
"2104",15
"2105",9
"2106",6
"2107",2
"2108",9
"2109",12
"2110",15
"2111",15
"2112",13
"2113",6
"2114",15
"2115",12
"2116",13
"2117",8
"2118",11
"2119",7
"2120",9
"2121",6
"2122",7
"2123",9
"2124",4
"2125",8
"2126",12
"2127",9
"2128",2
"2129",8
"2130",7
"2131",1
"2132",9
"2133",4
"2134",12
"2135",1
"2136",15
"2137",7
"2138",8
"2139",4
"2140",2
"2141",15
"2142",7
"2143",6
"2144",9
"2145",12
"2146",10
"2147",4
"2148",11
"2149",4
"2150",14
"2151",15
"2152",11
"2153",12
"2154",4
"2155",11
"2156",2
"2157",15
"2158",11
"2159",8
"2160",7
"2161",12
"2162",11
"2163",10
"2164",8
"2165",14
"2166",15
"2167",15
"2168",7
"2169",11
"2170",15
"2171",13
"2172",11
"2173",4
"2174",3
"2175",14
"2176",12
"2177",13
"2178",8
"2179",12
"2180",9
"2181",11
"2182",11
"2183",7
"2184",15
"2185",9
"2186",9
"2187",1
"2188",6
"2189",15
"2190",10
"2191",7
"2192",2
"2193",8
"2194",13
"2195",1
"2196",6
"2197",7
"2198",12
"2199",9
"2200",4
"2201",12
"2202",15
"2203",15
"2204",4
"2205",10
"2206",6
"2207",4
"2208",2
"2209",4
"2210",13
"2211",15
"2212",12
"2213",15
"2214",15
"2215",15
"2216",12
"2217",12
"2218",2
"2219",10
"2220",10
"2221",15
"2222",4
"2223",6
"2224",11
"2225",4
"2226",7
"2227",9
"2228",15
"2229",15
"2230",7
"2231",11
"2232",10
"2233",10
"2234",4
"2235",1
"2236",9
"2237",7
"2238",15
"2239",3
"2240",11
"2241",15
"2242",8
"2243",1
"2244",6
"2245",3
"2246",12
"2247",15
"2248",11
"2249",4
"2250",9
"2251",4
"2252",4
"2253",12
"2254",9
"2255",15
"2256",8
"2257",1
"2258",13
"2259",8
"2260",3
"2261",7
"2262",14
"2263",2
"2264",11
"2265",10
"2266",4
"2267",15
"2268",7
"2269",15
"2270",9
"2271",9
"2272",15
"2273",11
"2274",7
"2275",7
"2276",7
"2277",13
"2278",13
"2279",15
"2280",12
"2281",8
"2282",3
"2283",4
"2284",12
"2285",15
"2286",8
"2287",8
"2288",11
"2289",1
"2290",3
"2291",4
"2292",13
"2293",7
"2294",3
"2295",9
"2296",10
"2297",11
"2298",15
"2299",15
"2300",8
"2301",1
"2302",10
"2303",1
"2304",4
"2305",4
"2306",11
"2307",8
"2308",12
"2309",9
"2310",3
"2311",6
"2312",14
"2313",15
"2314",11
"2315",8
"2316",15
"2317",7
"2318",7
"2319",12
"2320",13
"2321",13
"2322",12
"2323",11
"2324",11
"2325",7
"2326",1
"2327",11
"2328",15
"2329",9
"2330",8
"2331",3
"2332",4
"2333",4
"2334",12
"2335",13
"2336",12
"2337",15
"2338",15
"2339",4
"2340",10
"2341",4
"2342",13
"2343",11
"2344",7
"2345",1
"2346",9
"2347",10
"2348",13
"2349",4
"2350",1
"2351",1
"2352",11
"2353",12
"2354",10
"2355",12
"2356",15
"2357",2
"2358",13
"2359",11
"2360",2
"2361",1
"2362",1
"2363",13
"2364",4
"2365",4
"2366",3
"2367",15
"2368",9
"2369",13
"2370",8
"2371",7
"2372",4
"2373",7
"2374",13
"2375",7
"2376",11
"2377",2
"2378",15
"2379",15
"2380",1
"2381",7
"2382",15
"2383",14
"2384",11
"2385",15
"2386",1
"2387",13
"2388",14
"2389",4
"2390",4
"2391",12
"2392",6
"2393",4
"2394",7
"2395",2
"2396",15
"2397",1
"2398",7
"2399",8
"2400",14
"2401",12
"2402",15
"2403",15
"2404",6
"2405",9
"2406",4
"2407",12
"2408",7
"2409",9
"2410",4
"2411",3
"2412",13
"2413",15
"2414",15
"2415",11
"2416",4
"2417",8
"2418",4
"2419",10
"2420",11
"2421",1
"2422",4
"2423",2
"2424",15
"2425",15
"2426",8
"2427",12
"2428",14
"2429",12
"2430",11
"2431",7
"2432",7
"2433",4
"2434",7
"2435",6
"2436",15
"2437",7
"2438",10
"2439",13
"2440",7
"2441",7
"2442",12
"2443",15
"2444",12
"2445",4
"2446",1
"2447",6
"2448",4
"2449",10
"2450",10
"2451",4
"2452",14
"2453",12
"2454",7
"2455",12
"2456",10
"2457",11
"2458",8
"2459",15
"2460",12
"2461",4
"2462",11
"2463",12
"2464",10
"2465",11
"2466",6
"2467",2
"2468",4
"2469",4
"2470",4
"2471",12
"2472",4
"2473",3
"2474",6
"2475",8
"2476",3
"2477",9
"2478",11
"2479",12
"2480",2
"2481",15
"2482",9
"2483",3
"2484",1
"2485",14
"2486",6
"2487",9
"2488",15
"2489",15
"2490",13
"2491",8
"2492",7
"2493",13
"2494",8
"2495",4
"2496",11
"2497",4
