"","prob1","prob2","label"
"1",3.02974611981339e-05,0.999969702538802,0
"2",4.70474240835003e-15,0.999999999999995,0
"3",3.66799640901082e-06,0.999996332003591,0
"4",2.62356554221383e-07,0.999999737643446,0
"5",2.60944771167519e-15,0.999999999999997,0
"6",1.89380591913022e-11,0.999999999981062,0
"7",2.23211369583366e-12,0.999999999997768,0
"8",0.999300087597692,0.000699912402308431,1
"9",2.22011595671281e-11,0.999999999977799,0
"10",2.97140616964759e-14,0.99999999999997,0
"11",1.99595439930476e-10,0.999999999800405,0
"12",1.07650602084917e-07,0.999999892349398,0
"13",2.14598706639395e-22,1,0
"14",0.99689316667817,0.00310683332183004,1
"15",4.86780462975698e-12,0.999999999995132,0
"16",0.000176830008058653,0.999823169991941,0
"17",4.02661113327787e-05,0.999959733888667,0
"18",2.96347072381344e-13,0.999999999999704,0
"19",1.46652297370973e-14,0.999999999999985,0
"20",0.999062358218013,0.000937641781987057,1
"21",0.0162941268983164,0.983705873101684,0
"22",5.72288381656657e-17,1,0
"23",0.0892919284474282,0.910708071552572,0
"24",1.48054139838408e-14,0.999999999999985,0
"25",0.999999993139254,6.86074567600149e-09,1
"26",1,5.29596451346542e-32,1
"27",3.27624469891997e-09,0.999999996723755,0
"28",2.68573629462432e-09,0.999999997314264,0
"29",1.1658103211833e-10,0.999999999883419,0
"30",0.999999992433109,7.56689136391564e-09,1
"31",2.91626662254308e-11,0.999999999970837,0
"32",6.30447877576561e-11,0.999999999936955,0
"33",2.98446955564017e-07,0.999999701553044,0
"34",5.28592174754963e-17,1,0
"35",3.41395841611389e-12,0.999999999996586,0
"36",1.45144949077197e-21,1,0
"37",1.20700722890191e-18,1,0
"38",8.4310548464005e-17,1,0
"39",0.999999999999389,6.11330595186985e-13,1
"40",6.83008155996727e-16,0.999999999999999,0
"41",4.02930905353145e-29,1,0
"42",1.3298128634732e-14,0.999999999999987,0
"43",9.2861679676328e-14,0.999999999999907,0
"44",1.12252611936423e-12,0.999999999998877,0
"45",1.09572972320881e-14,0.999999999999989,0
"46",1.21969492181474e-07,0.999999878030508,0
"47",0.000478160652476055,0.999521839347524,0
"48",4.37205464877937e-16,1,0
"49",0.999999999999979,2.05306127750461e-14,1
"50",4.52260307637408e-11,0.999999999954774,0
"51",1.34518709460432e-13,0.999999999999866,0
"52",1.5256030202311e-20,1,0
"53",2.55223891858972e-11,0.999999999974478,0
"54",1.47411550562137e-09,0.999999998525885,0
"55",1,9.26854235238913e-18,1
"56",4.50335292042101e-13,0.99999999999955,0
"57",1.4120841609851e-10,0.999999999858792,0
"58",1.67548525909276e-31,1,0
"59",1,2.09791539262887e-20,1
"60",1,4.71239259695979e-21,1
"61",4.11954796970028e-09,0.999999995880452,0
"62",5.84619998886137e-14,0.999999999999942,0
"63",4.56828031169608e-13,0.999999999999543,0
"64",4.68954127892357e-13,0.999999999999531,0
"65",7.12002297836307e-11,0.9999999999288,0
"66",3.25571227933105e-11,0.999999999967443,0
"67",3.10627289803825e-09,0.999999996893727,0
"68",1.0724214008977e-11,0.999999999989276,0
"69",1.67021361637334e-05,0.999983297863836,0
"70",3.09196463505775e-11,0.99999999996908,0
"71",9.739731844214e-07,0.999999026026816,0
"72",4.09943608842498e-11,0.999999999959006,0
"73",0.00080107627645854,0.999198923723542,0
"74",1.18369226064329e-11,0.999999999988163,0
"75",1.95157753543933e-05,0.999980484224646,0
"76",2.87867035204547e-12,0.999999999997121,0
"77",1,4.01546662841463e-27,1
"78",2.13684682082101e-14,0.999999999999979,0
"79",9.5930414540434e-13,0.999999999999041,0
"80",1,2.85569285587183e-18,1
"81",1.10680408573532e-16,1,0
"82",6.87065437875323e-13,0.999999999999313,0
"83",6.26237491650276e-20,1,0
"84",3.87595682783431e-09,0.999999996124043,0
"85",0.00162502961648022,0.99837497038352,0
"86",0.000184087533260711,0.999815912466739,0
"87",1.30683651260017e-18,1,0
"88",4.45411291555873e-24,1,0
"89",1,2.74872134114305e-23,1
"90",5.18182798793896e-22,1,0
"91",0.195970761695124,0.804029238304876,0
"92",0.999999999999998,2.03195425977851e-15,1
"93",1.03269760471908e-11,0.999999999989673,0
"94",0.999999996574299,3.42570080843377e-09,1
"95",5.85768362639128e-08,0.999999941423164,0
"96",0.995623792340561,0.00437620765943868,1
"97",7.79904360083047e-27,1,0
"98",3.4851571255481e-24,1,0
"99",2.14933749818602e-15,0.999999999999998,0
"100",1.10114074858571e-18,1,0
"101",0.000115663228382781,0.999884336771617,0
"102",5.72589433860021e-10,0.999999999427411,0
"103",6.3972030221355e-13,0.99999999999936,0
"104",2.97388910161256e-23,1,0
"105",1.10023028927163e-07,0.999999889976971,0
"106",1,3.83374165498825e-18,1
"107",6.41495555695411e-20,1,0
"108",1.52031374955369e-29,1,0
"109",4.87329484534648e-23,1,0
"110",2.17438987170825e-23,1,0
"111",7.49153379498983e-12,0.999999999992508,0
"112",3.76666375309357e-18,1,0
"113",2.47895053686474e-08,0.999999975210495,0
"114",3.4438698638841e-10,0.999999999655613,0
"115",4.68315105370825e-14,0.999999999999953,0
"116",3.78511347914458e-15,0.999999999999996,0
"117",3.26676784402271e-08,0.999999967332322,0
"118",1.03728176320862e-19,1,0
"119",1,1.96426797758895e-21,1
"120",3.24265277712702e-12,0.999999999996757,0
"121",2.6976897425211e-11,0.999999999973023,0
"122",2.31350442958651e-18,1,0
"123",0.999999999999994,5.57499909074719e-15,1
"124",0.999436383777182,0.000563616222818228,1
"125",6.75125813064716e-11,0.999999999932487,0
"126",1.19594518688307e-18,1,0
"127",1,5.80451550432023e-25,1
"128",6.17356933108464e-29,1,0
"129",0.999200781584729,0.000799218415271138,1
"130",3.58579023887213e-09,0.99999999641421,0
"131",4.38685908509592e-09,0.999999995613141,0
"132",2.59719156531919e-09,0.999999997402809,0
"133",5.79320174006696e-13,0.999999999999421,0
"134",0.998666535958193,0.00133346404180681,1
"135",5.07565269032462e-05,0.999949243473097,0
"136",0.000164317678899208,0.999835682321101,0
"137",1.00510892628202e-07,0.999999899489107,0
"138",4.23560429771303e-07,0.99999957643957,0
"139",1.19575168834635e-06,0.999998804248312,0
"140",3.22059974803522e-20,1,0
"141",1.13922391149193e-05,0.999988607760885,0
"142",1,2.99750286768854e-23,1
"143",4.86836923044515e-05,0.999951316307696,0
"144",2.33065614047379e-22,1,0
"145",7.94020795917789e-08,0.99999992059792,0
"146",0.0726999094867778,0.927300090513222,0
"147",0.601458210504437,0.398541789495563,1
"148",8.96411567541966e-15,0.999999999999991,0
"149",1.67541801470734e-27,1,0
"150",5.11015895910644e-09,0.999999994889841,0
"151",8.28141519383246e-24,1,0
"152",1.25249324187427e-19,1,0
"153",6.10056269714826e-15,0.999999999999994,0
"154",0.519069038598788,0.480930961401212,1
"155",0.999618905671005,0.0003810943289952,1
"156",1,3.06245100997194e-20,1
"157",6.5467076313558e-06,0.999993453292369,0
"158",0.40453363944158,0.59546636055842,0
"159",1.34071472666629e-37,1,0
"160",9.02169682361332e-17,1,0
"161",1.06145581321625e-42,1,0
"162",2.60831271074538e-59,1,0
"163",0.99999999999944,5.60064521136208e-13,1
"164",8.00601226975569e-20,1,0
"165",0.000189156653921103,0.999810843346079,0
"166",2.90015595239648e-12,0.9999999999971,0
"167",1.14960653551455e-17,1,0
"168",2.878779790313e-15,0.999999999999997,0
"169",2.797710773106e-21,1,0
"170",4.03541503528169e-38,1,0
"171",5.77801339996805e-93,1,0
"172",7.68471870371529e-20,1,0
"173",2.6131149239118e-21,1,0
"174",1.24286106024103e-09,0.999999998757139,0
"175",0.207689354029936,0.792310645970064,0
"176",0.000548086813609964,0.99945191318639,0
"177",3.79501584163734e-10,0.999999999620498,0
"178",3.85874334543663e-19,1,0
"179",0.999999998474418,1.52558228610122e-09,1
"180",2.14725130228722e-20,1,0
"181",7.22680941031395e-16,0.999999999999999,0
"182",0.000113639017839861,0.99988636098216,0
"183",2.97252842527841e-09,0.999999997027472,0
"184",0.00160156775068644,0.998398432249314,0
"185",1.2829116148058e-28,1,0
"186",1.4904378333379e-19,1,0
"187",2.82380120833452e-15,0.999999999999997,0
"188",7.57511358203915e-30,1,0
"189",7.42088420685238e-18,1,0
"190",0.192163602495325,0.807836397504675,0
"191",0.245739095077541,0.754260904922459,0
"192",7.07922825636606e-16,0.999999999999999,0
"193",0.999999999999998,1.6720460089931e-15,1
"194",6.53770401009753e-11,0.999999999934623,0
"195",0.000154189509792354,0.999845810490208,0
"196",0.113522328997351,0.886477671002649,0
"197",0.993495602602847,0.00650439739715295,1
"198",3.95029877213597e-14,0.99999999999996,0
"199",1,2.15729143173301e-16,1
"200",8.26993067171005e-08,0.999999917300693,0
"201",6.11323537249991e-14,0.999999999999939,0
"202",0.000336451972747471,0.999663548027253,0
"203",3.74024707953674e-07,0.999999625975292,0
"204",1,2.85740991294884e-21,1
"205",8.53641718450445e-11,0.999999999914636,0
"206",5.42302134471556e-12,0.999999999994577,0
"207",0.993609088676078,0.00639091132392173,1
"208",2.3528934661564e-09,0.999999997647106,0
"209",6.15666961227917e-10,0.999999999384333,0
"210",4.19674358919187e-12,0.999999999995803,0
"211",1.55999642495328e-12,0.99999999999844,0
"212",7.58552056501698e-17,1,0
"213",1.52965697468767e-11,0.999999999984703,0
"214",1.3301477151e-20,1,0
"215",1.50808726666722e-24,1,0
"216",0.999999947907537,5.20924632709126e-08,1
"217",3.65904566011251e-15,0.999999999999996,0
"218",3.49085723081724e-22,1,0
"219",4.31186417415836e-25,1,0
"220",3.42249489189741e-27,1,0
"221",4.99883975753582e-10,0.999999999500116,0
"222",1.18485933431449e-13,0.999999999999881,0
"223",0.912850763669713,0.0871492363302871,1
"224",1.22323484174681e-11,0.999999999987768,0
"225",0.8121293567332,0.1878706432668,1
"226",2.30381470236585e-07,0.99999976961853,0
"227",8.9613911015558e-07,0.99999910386089,0
"228",0.0408144733861697,0.95918552661383,0
"229",5.22201764356555e-13,0.999999999999478,0
"230",2.44620021719909e-10,0.99999999975538,0
"231",8.60528331233397e-06,0.999991394716688,0
"232",8.58725346196674e-21,1,0
"233",0.84406111761536,0.15593888238464,1
"234",1,1.606146499401e-21,1
"235",6.82944561428103e-11,0.999999999931706,0
"236",8.11926130144441e-28,1,0
"237",1,2.14320777175617e-24,1
"238",0.967767069384827,0.0322329306151725,1
"239",8.49953688106023e-06,0.999991500463119,0
"240",2.94267597418936e-17,1,0
