"","prob1","prob2","prob3","label"
"3086",1.17987415587444e-06,0.999998467861943,3.52263901244294e-07,2
"3087",8.10100453154437e-20,6.93082941165423e-05,0.999930691705884,3
"3088",5.35436344245235e-12,0.973934051937357,0.0260659480572885,2
"3089",2.10086927725134e-05,0.999978991296577,1.06506075149265e-11,2
"3090",4.6228285235405e-10,0.999976010007346,2.39895303710438e-05,2
"3091",6.50152411264593e-06,0.999993473511037,2.49648507640201e-08,2
"3092",2.72113514846638e-54,1.22306110907575e-18,1,3
"3093",2.70864613637415e-12,0.288507968155917,0.711492031841374,3
"3094",5.76116796324912e-14,0.0102041457319572,0.989795854267985,3
"3095",2.30849958775905e-18,0.000111833001111217,0.999888166998889,3
"3096",1.30916887297187e-10,0.997029613319862,0.0029703865492212,2
"3097",0.962563447672305,0.0374365519609255,3.66769506252686e-10,1
"3098",1.36553323075488e-16,0.000294529461194443,0.999705470538805,3
"3099",0.0571151461521505,0.942884853840719,7.13029975908171e-12,2
"3100",0.000185865168146942,0.999814134827463,4.39009267037841e-12,2
"3101",1.88519147954461e-13,0.657603683712546,0.342396316287265,2
"3102",0.00140105051410723,0.998598949453641,3.22516128463349e-11,2
"3103",1.52133868406963e-11,0.995626912528095,0.00437308745669122,2
"3104",4.00357129584848e-08,0.999997277100921,2.68286336639065e-06,2
"3105",4.0537058031085e-36,3.90893429747462e-08,0.999999960910657,3
"3106",5.17431887892884e-45,6.64502786373158e-11,0.99999999993355,3
"3107",2.04164266423456e-16,0.00654720598671833,0.993452794013282,3
"3108",1.51608197065607e-55,1.08153906526187e-16,1,3
"3109",9.30871900263806e-16,0.00197841871374741,0.998021581286252,3
"3110",3.89839209370807e-19,4.77979720338019e-05,0.999952202027966,3
"3111",1.08669998917596e-32,5.3604832556372e-10,0.999999999463952,3
"3112",4.59815880684192e-11,0.991085441563599,0.00891455839041969,2
"3113",0.999806782165514,0.000193217834485965,3.46036272732467e-19,1
"3114",7.61635511454554e-27,2.27730120613119e-07,0.999999772269879,3
"3115",2.73520093498767e-24,5.20903883778968e-08,0.999999947909612,3
"3116",0.734404556419583,0.265595443580417,2.65541839237264e-18,1
