"","x"
"640",15
"641",15
"642",6
"643",14
"644",6
"645",6
"646",2
"647",11
"648",6
"649",5
"650",10
"651",7
"652",4
"653",8
"654",13
"655",11
"656",4
"657",11
"658",13
"659",6
"660",11
"661",5
"662",10
"663",6
"664",6
"665",2
"666",14
"667",6
"668",6
"669",10
"670",10
"671",10
"672",10
"673",4
"674",6
"675",10
"676",6
"677",11
"678",4
"679",14
"680",6
"681",6
"682",10
"683",10
"684",9
"685",12
"686",6
"687",6
"688",2
"689",15
"690",10
"691",6
"692",4
"693",5
"694",2
"695",15
"696",4
"697",10
"698",5
"699",5
"700",3
"701",15
"702",15
"703",8
"704",6
"705",2
"706",2
"707",12
"708",8
"709",4
"710",9
"711",15
"712",8
"713",12
"714",13
"715",6
"716",6
"717",2
"718",13
"719",7
"720",8
"721",14
"722",11
"723",8
"724",9
"725",1
"726",12
"727",15
"728",6
"729",15
"730",6
"731",9
"732",4
"733",5
"734",6
"735",14
"736",10
"737",11
"738",15
"739",3
"740",3
"741",12
"742",5
"743",2
"744",15
"745",2
"746",6
"747",6
"748",15
"749",15
"750",6
"751",8
"752",15
"753",13
"754",12
"755",6
"756",6
"757",6
"758",7
"759",6
"760",15
"761",15
"762",6
"763",6
"764",11
"765",11
"766",8
"767",13
"768",5
"769",12
"770",8
"771",12
"772",2
"773",10
"774",15
"775",8
"776",13
"777",10
"778",10
"779",2
"780",6
"781",11
"782",14
"783",2
"784",4
"785",3
"786",14
"787",6
"788",15
"789",11
"790",6
"791",11
"792",10
"793",2
"794",9
"795",8
"796",6
"797",6
"798",5
"799",4
"800",6
"801",15
"802",15
"803",8
"804",3
"805",5
"806",14
"807",9
"808",6
"809",10
"810",6
"811",2
"812",6
"813",2
"814",2
"815",6
"816",6
"817",8
"818",8
"819",11
"820",12
"821",12
"822",6
"823",15
"824",6
"825",6
"826",5
"827",1
"828",2
"829",6
"830",13
"831",14
"832",5
"833",14
"834",9
"835",11
"836",6
"837",13
"838",12
"839",4
"840",6
"841",2
"842",13
"843",4
"844",4
"845",6
"846",5
"847",2
"848",11
"849",6
"850",9
"851",14
"852",2
"853",6
"854",9
"855",5
"856",11
"857",6
"858",6
"859",7
"860",10
"861",10
"862",2
"863",15
"864",15
"865",3
"866",4
"867",7
"868",6
"869",15
"870",15
"871",14
"872",12
"873",13
"874",6
"875",8
"876",13
"877",2
"878",4
"879",3
"880",1
"881",6
"882",12
"883",12
"884",6
"885",3
"886",11
"887",4
"888",13
"889",8
"890",14
"891",6
"892",8
"893",2
"894",12
"895",10
"896",15
"897",11
"898",2
"899",1
"900",15
"901",9
"902",3
"903",10
"904",13
"905",14
"906",15
"907",11
"908",15
"909",12
"910",15
"911",14
"912",6
"913",10
"914",10
"915",6
"916",1
"917",12
"918",2
"919",6
"920",11
"921",8
"922",6
"923",15
"924",11
"925",12
"926",4
"927",12
"928",5
"929",5
"930",2
"931",10
"932",12
"933",2
"934",15
"935",5
"936",15
"937",2
"938",15
"939",15
"940",12
"941",13
"942",11
"943",11
"944",12
"945",15
"946",6
"947",4
"948",4
"949",10
"950",9
"951",4
"952",12
"953",10
"954",4
"955",3
"956",15
"957",8
"958",6
"959",4
"960",6
"961",6
"962",9
"963",14
"964",10
"965",10
"966",14
"967",8
"968",6
"969",6
"970",4
"971",4
"972",2
"973",5
"974",12
"975",6
"976",7
"977",14
"978",6
"979",6
"980",5
"981",5
"982",3
"983",6
"984",14
"985",10
"986",8
"987",6
"988",15
"989",4
"990",6
"991",11
"992",15
"993",14
"994",12
"995",5
"996",3
"997",9
"998",5
"999",3
"1000",10
"1001",6
"1002",6
"1003",12
"1004",6
"1005",15
"1006",11
"1007",8
"1008",11
"1009",6
"1010",6
"1011",11
"1012",14
"1013",6
"1014",7
"1015",11
"1016",13
"1017",11
"1018",5
"1019",10
"1020",15
"1021",4
"1022",14
"1023",8
"1024",15
"1025",15
"1026",12
"1027",7
"1028",10
"1029",7
"1030",1
"1031",8
"1032",8
"1033",6
"1034",12
"1035",10
"1036",13
"1037",6
"1038",3
"1039",11
"1040",4
"1041",6
"1042",8
"1043",3
"1044",7
"1045",1
"1046",11
"1047",6
"1048",11
"1049",4
"1050",14
"1051",5
"1052",12
"1053",14
"1054",6
"1055",14
"1056",8
"1057",3
"1058",7
"1059",7
"1060",4
"1061",2
"1062",12
"1063",7
"1064",2
"1065",7
"1066",15
"1067",6
"1068",6
"1069",7
"1070",4
"1071",7
"1072",10
"1073",11
"1074",6
"1075",6
"1076",6
"1077",8
"1078",13
"1079",7
"1080",14
"1081",11
"1082",9
"1083",14
"1084",2
"1085",8
"1086",10
"1087",7
"1088",3
"1089",13
"1090",6
"1091",5
"1092",4
"1093",8
"1094",10
"1095",15
"1096",6
"1097",6
"1098",15
"1099",6
"1100",15
"1101",1
"1102",3
"1103",8
"1104",11
"1105",14
"1106",14
"1107",6
"1108",1
"1109",9
"1110",6
"1111",8
"1112",6
"1113",6
"1114",8
"1115",6
"1116",9
"1117",6
"1118",2
"1119",2
"1120",13
"1121",12
"1122",15
"1123",5
"1124",1
"1125",12
"1126",10
"1127",10
"1128",10
"1129",13
"1130",7
"1131",8
"1132",12
"1133",15
"1134",7
"1135",14
"1136",4
"1137",13
"1138",13
"1139",14
"1140",15
"1141",10
"1142",13
"1143",6
"1144",9
"1145",6
"1146",8
"1147",15
"1148",11
"1149",14
"1150",14
"1151",8
"1152",15
"1153",6
"1154",13
"1155",8
"1156",8
"1157",7
"1158",10
"1159",13
"1160",14
"1161",6
"1162",7
"1163",5
"1164",1
"1165",15
"1166",12
"1167",13
"1168",12
"1169",6
"1170",3
"1171",12
"1172",15
"1173",6
"1174",15
"1175",2
"1176",7
"1177",3
"1178",13
"1179",2
"1180",12
"1181",2
"1182",6
"1183",12
"1184",2
"1185",15
"1186",14
"1187",5
"1188",6
"1189",10
"1190",12
"1191",9
"1192",10
"1193",7
"1194",6
"1195",6
"1196",15
"1197",6
"1198",5
"1199",15
"1200",15
"1201",13
"1202",6
"1203",9
"1204",15
"1205",2
"1206",9
"1207",12
"1208",3
"1209",9
"1210",6
"1211",1
"1212",13
"1213",11
"1214",12
"1215",6
"1216",15
"1217",6
"1218",4
"1219",1
"1220",11
"1221",6
"1222",6
"1223",2
"1224",14
"1225",10
"1226",15
"1227",10
"1228",4
"1229",7
"1230",6
"1231",4
"1232",10
"1233",6
"1234",10
"1235",6
"1236",10
"1237",15
"1238",15
"1239",15
"1240",6
"1241",8
"1242",5
"1243",11
"1244",15
"1245",11
"1246",13
"1247",6
"1248",7
"1249",6
"1250",2
"1251",14
"1252",7
"1253",6
"1254",8
"1255",13
"1256",6
"1257",6
"1258",6
"1259",4
"1260",2
"1261",2
"1262",6
"1263",6
"1264",5
"1265",8
"1266",8
"1267",10
"1268",6
"1269",3
"1270",6
"1271",14
"1272",11
"1273",2
"1274",12
"1275",13
"1276",5
"1277",4
"1278",4
"1279",2
"1280",12
"1281",7
"1282",10
"1283",4
"1284",12
"1285",11
"1286",15
"1287",6
"1288",15
"1289",5
"1290",11
"1291",6
"1292",6
"1293",5
"1294",8
"1295",1
"1296",2
"1297",15
"1298",5
"1299",7
"1300",9
"1301",15
"1302",6
"1303",2
"1304",3
"1305",8
"1306",2
"1307",15
"1308",5
"1309",6
"1310",10
"1311",11
"1312",10
"1313",11
"1314",9
"1315",11
"1316",4
"1317",6
"1318",2
"1319",14
"1320",4
"1321",6
"1322",10
"1323",3
"1324",6
"1325",8
"1326",5
"1327",15
"1328",11
"1329",4
"1330",9
"1331",13
"1332",6
"1333",12
"1334",10
"1335",5
"1336",5
"1337",5
"1338",5
"1339",2
"1340",8
"1341",15
"1342",6
"1343",14
"1344",14
"1345",4
"1346",12
"1347",5
"1348",2
"1349",15
"1350",6
"1351",10
"1352",6
"1353",15
"1354",7
"1355",15
"1356",8
"1357",6
"1358",10
"1359",12
"1360",12
"1361",14
"1362",11
"1363",15
"1364",6
"1365",9
"1366",1
"1367",10
"1368",11
"1369",6
"1370",15
"1371",12
"1372",12
"1373",7
"1374",12
"1375",13
"1376",2
"1377",5
"1378",11
"1379",6
"1380",8
"1381",6
"1382",6
"1383",6
"1384",14
"1385",15
"1386",14
"1387",1
"1388",13
"1389",4
"1390",13
"1391",12
"1392",6
"1393",15
"1394",6
"1395",14
"1396",6
"1397",14
"1398",6
"1399",6
"1400",11
"1401",5
"1402",6
"1403",6
"1404",15
"1405",6
"1406",1
"1407",15
"1408",11
"1409",5
"1410",12
"1411",1
"1412",14
"1413",8
"1414",5
"1415",14
"1416",4
"1417",6
"1418",14
"1419",4
"1420",6
"1421",11
"1422",8
"1423",6
"1424",2
"1425",14
"1426",2
"1427",15
"1428",6
"1429",8
"1430",5
"1431",4
"1432",4
"1433",13
"1434",15
"1435",2
"1436",6
"1437",2
"1438",12
"1439",1
"1440",15
"1441",4
"1442",4
"1443",2
"1444",7
"1445",6
"1446",15
"1447",4
"1448",15
"1449",6
"1450",15
"1451",4
"1452",15
"1453",14
"1454",4
"1455",15
"1456",12
"1457",14
"1458",15
"1459",2
"1460",6
"1461",12
"1462",11
"1463",11
"1464",6
"1465",4
"1466",11
"1467",15
"1468",5
"1469",12
"1470",13
"1471",6
"1472",7
"1473",4
"1474",2
"1475",12
"1476",6
"1477",15
"1478",10
"1479",11
"1480",8
"1481",6
"1482",6
"1483",12
"1484",15
"1485",5
"1486",15
"1487",15
"1488",15
"1489",13
"1490",4
"1491",11
"1492",5
"1493",10
"1494",12
"1495",10
"1496",5
"1497",13
"1498",12
"1499",8
"1500",2
"1501",2
"1502",1
"1503",8
"1504",4
"1505",12
"1506",8
"1507",6
"1508",13
"1509",7
"1510",2
"1511",10
"1512",12
"1513",7
"1514",13
"1515",13
"1516",5
"1517",12
"1518",4
"1519",12
"1520",8
"1521",5
"1522",8
"1523",5
"1524",11
"1525",15
"1526",5
"1527",10
"1528",14
"1529",3
"1530",8
"1531",14
"1532",9
"1533",4
"1534",1
"1535",12
"1536",10
"1537",9
"1538",2
"1539",11
"1540",10
"1541",7
"1542",15
"1543",15
"1544",13
"1545",12
"1546",13
"1547",12
"1548",14
"1549",6
"1550",10
"1551",15
"1552",6
"1553",9
"1554",13
"1555",6
"1556",14
"1557",13
"1558",4
"1559",11
"1560",2
"1561",8
"1562",6
"1563",2
"1564",15
"1565",13
"1566",2
"1567",15
"1568",15
"1569",6
"1570",4
"1571",14
"1572",2
"1573",15
"1574",13
"1575",6
"1576",4
"1577",14
"1578",7
"1579",9
"1580",4
"1581",5
"1582",13
"1583",6
"1584",6
"1585",15
"1586",11
"1587",8
"1588",7
"1589",9
"1590",10
"1591",2
"1592",15
"1593",5
"1594",2
"1595",2
"1596",10
"1597",11
"1598",2
"1599",9
"1600",2
"1601",4
"1602",14
"1603",6
"1604",10
"1605",15
"1606",7
"1607",12
"1608",2
"1609",13
"1610",2
"1611",4
"1612",10
"1613",7
"1614",11
"1615",4
"1616",4
"1617",8
"1618",6
"1619",15
"1620",8
"1621",6
"1622",10
"1623",14
"1624",4
"1625",15
"1626",12
"1627",15
"1628",14
"1629",6
"1630",5
"1631",1
"1632",5
"1633",15
"1634",5
"1635",6
"1636",15
"1637",9
"1638",7
"1639",15
"1640",7
"1641",6
"1642",13
"1643",9
"1644",4
"1645",4
"1646",15
"1647",9
"1648",13
"1649",5
"1650",6
"1651",15
"1652",2
"1653",15
"1654",4
"1655",4
"1656",6
"1657",15
"1658",2
"1659",14
"1660",8
"1661",6
"1662",11
"1663",7
"1664",2
"1665",7
"1666",5
"1667",5
"1668",7
"1669",3
"1670",10
"1671",6
"1672",4
"1673",6
"1674",9
"1675",9
"1676",14
"1677",13
"1678",6
"1679",10
"1680",4
"1681",13
"1682",1
"1683",10
"1684",14
"1685",2
"1686",13
"1687",13
"1688",1
"1689",10
"1690",6
"1691",12
"1692",6
"1693",15
"1694",5
"1695",15
"1696",12
"1697",15
"1698",5
"1699",1
"1700",13
"1701",14
"1702",8
"1703",15
"1704",14
"1705",5
"1706",8
"1707",11
"1708",2
"1709",15
"1710",6
"1711",14
"1712",4
"1713",7
"1714",14
"1715",2
"1716",14
"1717",6
"1718",15
"1719",12
"1720",2
"1721",13
"1722",5
"1723",9
"1724",15
"1725",10
"1726",13
"1727",15
"1728",5
"1729",8
"1730",9
"1731",6
"1732",2
"1733",6
"1734",14
"1735",2
"1736",6
"1737",4
"1738",4
"1739",4
"1740",15
"1741",7
"1742",12
"1743",6
"1744",15
"1745",14
"1746",3
"1747",7
"1748",12
"1749",15
"1750",11
"1751",12
"1752",15
"1753",10
"1754",15
"1755",6
"1756",6
"1757",6
"1758",2
"1759",15
"1760",5
"1761",11
"1762",15
"1763",6
"1764",6
"1765",6
"1766",14
"1767",10
"1768",6
"1769",15
"1770",14
"1771",6
"1772",1
"1773",15
"1774",4
"1775",15
"1776",14
"1777",8
"1778",12
"1779",15
"1780",7
"1781",11
"1782",15
"1783",5
"1784",7
"1785",2
"1786",5
"1787",6
"1788",2
"1789",15
"1790",14
"1791",13
"1792",3
"1793",6
"1794",2
"1795",14
"1796",15
"1797",6
"1798",3
"1799",7
"1800",5
"1801",8
"1802",1
"1803",8
"1804",8
"1805",6
"1806",6
"1807",11
"1808",8
"1809",14
"1810",8
"1811",8
"1812",6
"1813",12
"1814",2
"1815",6
"1816",6
"1817",6
"1818",1
"1819",12
"1820",9
"1821",8
"1822",6
"1823",14
"1824",15
"1825",11
"1826",2
"1827",5
"1828",5
"1829",14
"1830",2
"1831",5
"1832",14
"1833",8
"1834",6
"1835",3
"1836",13
"1837",15
"1838",12
"1839",15
"1840",6
"1841",6
"1842",11
"1843",6
"1844",12
"1845",11
"1846",14
"1847",15
"1848",5
"1849",13
"1850",15
"1851",2
"1852",15
"1853",9
"1854",5
"1855",9
"1856",6
"1857",5
"1858",15
"1859",8
"1860",11
"1861",12
"1862",4
"1863",12
"1864",13
"1865",15
"1866",10
"1867",6
"1868",13
"1869",4
"1870",12
"1871",14
"1872",12
"1873",9
"1874",4
"1875",4
"1876",15
"1877",5
"1878",6
"1879",13
"1880",2
"1881",2
"1882",9
"1883",2
"1884",11
"1885",6
"1886",6
"1887",9
"1888",14
"1889",6
"1890",8
"1891",6
"1892",15
"1893",8
"1894",6
"1895",4
"1896",15
"1897",15
"1898",2
"1899",2
"1900",8
"1901",2
"1902",2
"1903",2
"1904",13
"1905",2
"1906",12
"1907",11
"1908",6
"1909",15
"1910",7
"1911",6
"1912",14
"1913",11
"1914",12
"1915",5
"1916",13
"1917",4
"1918",6
"1919",2
"1920",1
"1921",15
"1922",15
"1923",14
"1924",14
"1925",15
"1926",11
"1927",11
"1928",5
"1929",14
"1930",6
"1931",12
"1932",4
"1933",5
"1934",10
"1935",5
"1936",9
"1937",14
"1938",7
"1939",15
"1940",14
"1941",7
"1942",2
"1943",12
"1944",4
"1945",6
"1946",4
"1947",6
"1948",14
"1949",15
"1950",9
"1951",7
"1952",5
"1953",6
"1954",14
"1955",14
"1956",7
"1957",14
"1958",2
"1959",4
"1960",2
"1961",8
"1962",9
"1963",5
"1964",6
"1965",11
"1966",6
"1967",8
"1968",4
"1969",11
"1970",3
"1971",12
"1972",9
"1973",14
"1974",12
"1975",6
"1976",10
"1977",15
"1978",12
"1979",7
"1980",14
"1981",14
"1982",6
"1983",5
"1984",12
"1985",12
"1986",12
"1987",8
"1988",14
"1989",12
"1990",11
"1991",5
"1992",8
"1993",2
"1994",4
"1995",8
"1996",12
"1997",15
"1998",12
"1999",4
"2000",7
"2001",7
"2002",4
"2003",6
"2004",12
"2005",6
"2006",6
"2007",8
"2008",3
"2009",6
"2010",10
"2011",6
"2012",11
"2013",15
"2014",14
"2015",15
"2016",1
"2017",8
"2018",5
"2019",14
"2020",4
"2021",6
"2022",3
"2023",2
"2024",12
"2025",10
"2026",7
"2027",2
"2028",11
"2029",10
"2030",10
"2031",6
"2032",15
"2033",10
"2034",13
"2035",13
"2036",13
"2037",1
"2038",14
"2039",6
"2040",10
"2041",11
"2042",3
"2043",14
"2044",12
"2045",12
"2046",9
"2047",6
"2048",6
"2049",8
"2050",2
"2051",15
"2052",6
"2053",6
"2054",14
"2055",11
"2056",10
"2057",12
"2058",2
"2059",1
"2060",14
"2061",2
"2062",6
"2063",5
"2064",11
"2065",15
"2066",15
"2067",2
"2068",11
"2069",2
"2070",6
"2071",2
"2072",10
"2073",15
"2074",15
"2075",15
"2076",6
"2077",6
"2078",4
"2079",10
"2080",3
"2081",14
"2082",6
"2083",5
"2084",12
"2085",5
"2086",8
"2087",15
"2088",11
"2089",7
"2090",6
"2091",12
"2092",6
"2093",5
"2094",2
"2095",13
"2096",15
"2097",4
"2098",4
"2099",4
"2100",7
"2101",6
"2102",12
"2103",10
"2104",8
"2105",6
"2106",7
"2107",9
"2108",6
"2109",12
"2110",3
"2111",8
"2112",11
"2113",15
"2114",6
"2115",12
"2116",11
"2117",5
"2118",4
"2119",8
"2120",15
"2121",10
"2122",6
"2123",6
"2124",15
"2125",11
"2126",15
"2127",14
"2128",1
"2129",5
"2130",6
"2131",15
"2132",6
"2133",12
"2134",15
"2135",15
"2136",10
"2137",6
"2138",5
"2139",12
"2140",1
"2141",14
"2142",3
"2143",15
"2144",6
"2145",2
"2146",13
"2147",13
"2148",4
"2149",12
"2150",11
"2151",10
"2152",4
"2153",2
"2154",2
"2155",4
"2156",1
"2157",6
"2158",9
"2159",5
"2160",8
"2161",12
"2162",4
"2163",13
"2164",5
"2165",11
"2166",10
"2167",6
"2168",3
"2169",4
"2170",10
"2171",11
"2172",4
"2173",12
"2174",4
"2175",8
"2176",2
"2177",11
"2178",5
"2179",2
"2180",6
"2181",4
"2182",4
"2183",6
"2184",7
"2185",10
"2186",6
"2187",10
"2188",15
"2189",10
"2190",13
"2191",6
"2192",9
"2193",5
"2194",11
"2195",15
"2196",15
"2197",8
"2198",13
"2199",6
"2200",15
"2201",2
"2202",10
"2203",7
"2204",6
"2205",13
"2206",15
"2207",12
"2208",1
"2209",15
"2210",11
"2211",14
"2212",2
"2213",12
"2214",10
"2215",10
"2216",15
"2217",12
"2218",13
"2219",13
"2220",2
"2221",6
"2222",15
"2223",7
"2224",4
"2225",12
"2226",11
"2227",3
"2228",12
"2229",15
"2230",8
"2231",4
"2232",13
"2233",13
"2234",12
"2235",15
"2236",6
"2237",6
"2238",6
"2239",1
"2240",4
"2241",10
"2242",5
"2243",6
"2244",15
"2245",9
"2246",2
"2247",14
"2248",4
"2249",12
"2250",6
"2251",10
"2252",15
"2253",2
"2254",6
"2255",6
"2256",5
"2257",15
"2258",11
"2259",5
"2260",9
"2261",14
"2262",14
"2263",13
"2264",4
"2265",13
"2266",12
"2267",6
"2268",6
"2269",6
"2270",8
"2271",8
"2272",15
"2273",4
"2274",14
"2275",8
"2276",6
"2277",11
"2278",6
"2279",15
"2280",12
"2281",5
"2282",9
"2283",6
"2284",13
"2285",10
"2286",11
"2287",5
"2288",4
"2289",15
"2290",4
"2291",12
"2292",11
"2293",14
"2294",1
"2295",6
"2296",13
"2297",4
"2298",6
"2299",15
"2300",5
"2301",10
"2302",13
"2303",15
"2304",6
"2305",15
"2306",4
"2307",5
"2308",15
"2309",3
"2310",9
"2311",10
"2312",11
"2313",6
"2314",4
"2315",5
"2316",6
"2317",8
"2318",6
"2319",2
"2320",11
"2321",11
"2322",2
"2323",4
"2324",4
"2325",3
"2326",7
"2327",4
"2328",6
"2329",6
"2330",5
"2331",9
"2332",10
"2333",2
"2334",15
"2335",14
"2336",2
"2337",6
"2338",6
"2339",15
"2340",13
"2341",12
"2342",14
"2343",4
"2344",8
"2345",15
"2346",14
"2347",13
"2348",14
"2349",12
"2350",10
"2351",15
"2352",4
"2353",2
"2354",13
"2355",2
"2356",6
"2357",9
"2358",5
"2359",9
"2360",1
"2361",15
"2362",15
"2363",11
"2364",15
"2365",13
"2366",1
"2367",6
"2368",10
"2369",11
"2370",5
"2371",6
"2372",2
"2373",8
"2374",11
"2375",14
"2376",4
"2377",1
"2378",6
"2379",7
"2380",15
"2381",8
"2382",6
"2383",14
"2384",4
"2385",15
"2386",15
"2387",11
"2388",14
"2389",6
"2390",15
"2391",13
"2392",6
"2393",12
"2394",14
"2395",2
"2396",6
"2397",6
"2398",15
"2399",5
"2400",14
"2401",2
"2402",10
"2403",7
"2404",15
"2405",8
"2406",12
"2407",13
"2408",14
"2409",6
"2410",2
"2411",9
"2412",11
"2413",6
"2414",6
"2415",9
"2416",2
"2417",5
"2418",10
"2419",9
"2420",4
"2421",7
"2422",15
"2423",9
"2424",6
"2425",6
"2426",5
"2427",2
"2428",11
"2429",2
"2430",9
"2431",3
"2432",14
"2433",15
"2434",14
"2435",15
"2436",10
"2437",6
"2438",2
"2439",14
"2440",14
"2441",6
"2442",13
"2443",14
"2444",2
"2445",12
"2446",10
"2447",12
"2448",15
"2449",2
"2450",13
"2451",15
"2452",8
"2453",2
"2454",14
"2455",13
"2456",13
"2457",4
"2458",11
"2459",6
"2460",12
"2461",12
"2462",4
"2463",6
"2464",13
"2465",4
"2466",15
"2467",1
"2468",12
"2469",12
"2470",12
"2471",2
"2472",2
"2473",9
"2474",7
"2475",5
"2476",9
"2477",6
"2478",9
"2479",12
"2480",1
"2481",6
"2482",6
"2483",1
"2484",8
"2485",14
"2486",15
"2487",6
"2488",6
"2489",6
"2490",11
"2491",5
"2492",8
"2493",11
"2494",5
"2495",12
"2496",4
"2497",15
