"","x"
"812",8
"813",11
"814",6
"815",9
"816",9
"817",4
"818",1
"819",13
"820",6
"821",10
"822",1
"823",6
"824",1
"825",8
"826",12
"827",3
"828",5
"829",8
"830",3
"831",4
"832",12
"833",1
"834",7
"835",2
"836",8
"837",5
"838",10
"839",7
"840",9
"841",10
"842",3
"843",7
"844",7
"845",8
"846",15
"847",6
"848",13
"849",8
"850",7
"851",1
"852",10
"853",9
"854",3
"855",15
"856",13
"857",8
"858",8
"859",8
"860",8
"861",8
"862",8
"863",11
"864",6
"865",8
"866",7
"867",8
"868",8
"869",8
"870",6
"871",13
"872",6
"873",7
"874",1
"875",1
"876",3
"877",10
"878",3
"879",1
"880",3
"881",9
"882",11
"883",11
"884",4
"885",1
"886",13
"887",7
"888",5
"889",4
"890",13
"891",1
"892",1
"893",10
"894",10
"895",11
"896",6
"897",13
"898",11
"899",3
"900",6
"901",7
"902",1
"903",6
"904",5
"905",13
"906",1
"907",13
"908",11
"909",11
"910",8
"911",4
"912",1
"913",8
"914",8
"915",1
"916",3
"917",6
"918",10
"919",8
"920",13
"921",1
"922",9
"923",8
"924",13
"925",11
"926",7
"927",11
"928",2
"929",15
"930",11
"931",8
"932",11
"933",10
"934",6
"935",15
"936",6
"937",11
"938",11
"939",1
"940",11
"941",3
"942",2
"943",13
"944",8
"945",8
"946",8
"947",7
"948",7
"949",8
"950",3
"951",7
"952",8
"953",8
"954",7
"955",1
"956",13
"957",1
"958",1
"959",7
"960",8
"961",13
"962",3
"963",4
"964",8
"965",9
"966",1
"967",4
"968",9
"969",8
"970",7
"971",7
"972",10
"973",15
"974",8
"975",8
"976",8
"977",13
"978",8
"979",8
"980",12
"981",15
"982",1
"983",1
"984",13
"985",8
"986",1
"987",9
"988",8
"989",7
"990",8
"991",13
"992",6
"993",4
"994",11
"995",15
"996",1
"997",7
"998",15
"999",1
"1000",8
"1001",8
"1002",8
"1003",8
"1004",1
"1005",6
"1006",2
"1007",1
"1008",2
"1009",9
"1010",1
"1011",13
"1012",4
"1013",9
"1014",6
"1015",13
"1016",10
"1017",1
"1018",15
"1019",8
"1020",11
"1021",7
"1022",1
"1023",1
"1024",6
"1025",6
"1026",8
"1027",8
"1028",6
"1029",8
"1030",3
"1031",1
"1032",1
"1033",9
"1034",10
"1035",8
"1036",5
"1037",8
"1038",1
"1039",13
"1040",7
"1041",8
"1042",8
"1043",1
"1044",8
"1045",3
"1046",2
"1047",9
"1048",2
"1049",7
"1050",4
"1051",15
"1052",6
"1053",4
"1054",8
"1055",4
"1056",1
"1057",8
"1058",8
"1059",8
"1060",7
"1061",10
"1062",11
"1063",9
"1064",5
"1065",8
"1066",6
"1067",1
"1068",8
"1069",8
"1070",7
"1071",6
"1072",8
"1073",12
"1074",9
"1075",8
"1076",1
"1077",4
"1078",10
"1079",8
"1080",8
"1081",2
"1082",7
"1083",1
"1084",10
"1085",9
"1086",8
"1087",8
"1088",9
"1089",10
"1090",8
"1091",15
"1092",7
"1093",1
"1094",1
"1095",6
"1096",9
"1097",8
"1098",6
"1099",1
"1100",8
"1101",7
"1102",1
"1103",1
"1104",13
"1105",4
"1106",8
"1107",1
"1108",3
"1109",7
"1110",8
"1111",1
"1112",8
"1113",8
"1114",1
"1115",4
"1116",3
"1117",8
"1118",8
"1119",8
"1120",7
"1121",6
"1122",8
"1123",15
"1124",7
"1125",10
"1126",11
"1127",9
"1128",8
"1129",3
"1130",8
"1131",1
"1132",10
"1133",10
"1134",8
"1135",13
"1136",7
"1137",5
"1138",5
"1139",4
"1140",6
"1141",1
"1142",10
"1143",8
"1144",3
"1145",8
"1146",9
"1147",1
"1148",13
"1149",4
"1150",1
"1151",1
"1152",8
"1153",9
"1154",10
"1155",8
"1156",1
"1157",6
"1158",8
"1159",11
"1160",4
"1161",9
"1162",8
"1163",12
"1164",5
"1165",6
"1166",11
"1167",5
"1168",11
"1169",1
"1170",9
"1171",11
"1172",9
"1173",1
"1174",11
"1175",10
"1176",8
"1177",1
"1178",5
"1179",10
"1180",11
"1181",10
"1182",9
"1183",10
"1184",10
"1185",6
"1186",4
"1187",15
"1188",9
"1189",8
"1190",11
"1191",7
"1192",8
"1193",8
"1194",8
"1195",11
"1196",8
"1197",1
"1198",15
"1199",6
"1200",6
"1201",5
"1202",9
"1203",7
"1204",6
"1205",11
"1206",3
"1207",11
"1208",9
"1209",3
"1210",8
"1211",3
"1212",3
"1213",13
"1214",10
"1215",1
"1216",11
"1217",9
"1218",7
"1219",3
"1220",13
"1221",8
"1222",1
"1223",10
"1224",1
"1225",8
"1226",11
"1227",8
"1228",7
"1229",6
"1230",1
"1231",7
"1232",8
"1233",1
"1234",8
"1235",8
"1236",8
"1237",8
"1238",11
"1239",6
"1240",1
"1241",1
"1242",12
"1243",2
"1244",8
"1245",2
"1246",5
"1247",8
"1248",9
"1249",9
"1250",11
"1251",4
"1252",6
"1253",9
"1254",1
"1255",5
"1256",8
"1257",13
"1258",11
"1259",7
"1260",10
"1261",10
"1262",1
"1263",9
"1264",12
"1265",8
"1266",1
"1267",8
"1268",8
"1269",1
"1270",6
"1271",4
"1272",2
"1273",10
"1274",11
"1275",10
"1276",15
"1277",7
"1278",7
"1279",10
"1280",6
"1281",6
"1282",8
"1283",7
"1284",10
"1285",13
"1286",6
"1287",9
"1288",6
"1289",12
"1290",2
"1291",8
"1292",1
"1293",15
"1294",9
"1295",3
"1296",10
"1297",8
"1298",15
"1299",8
"1300",3
"1301",8
"1302",8
"1303",5
"1304",1
"1305",1
"1306",10
"1307",8
"1308",15
"1309",9
"1310",8
"1311",13
"1312",8
"1313",13
"1314",7
"1315",13
"1316",7
"1317",8
"1318",10
"1319",1
"1320",7
"1321",8
"1322",1
"1323",1
"1324",9
"1325",1
"1326",15
"1327",11
"1328",2
"1329",7
"1330",3
"1331",10
"1332",9
"1333",11
"1334",9
"1335",12
"1336",15
"1337",15
"1338",15
"1339",10
"1340",1
"1341",8
"1342",9
"1343",13
"1344",13
"1345",7
"1346",10
"1347",15
"1348",11
"1349",6
"1350",8
"1351",8
"1352",9
"1353",6
"1354",8
"1355",6
"1356",9
"1357",9
"1358",8
"1359",6
"1360",11
"1361",4
"1362",13
"1363",11
"1364",9
"1365",3
"1366",3
"1367",8
"1368",2
"1369",9
"1370",8
"1371",10
"1372",11
"1373",6
"1374",6
"1375",5
"1376",10
"1377",15
"1378",13
"1379",11
"1380",1
"1381",4
"1382",8
"1383",6
"1384",2
"1385",9
"1386",4
"1387",3
"1388",5
"1389",7
"1390",5
"1391",6
"1392",8
"1393",11
"1394",1
"1395",4
"1396",1
"1397",8
"1398",9
"1399",8
"1400",13
"1401",15
"1402",8
"1403",8
"1404",10
"1405",1
"1406",3
"1407",1
"1408",2
"1409",15
"1410",8
"1411",10
"1412",4
"1413",1
"1414",2
"1415",4
"1416",7
"1417",8
"1418",4
"1419",7
"1420",8
"1421",13
"1422",1
"1423",8
"1424",11
"1425",13
"1426",10
"1427",11
"1428",9
"1429",1
"1430",15
"1431",7
"1432",7
"1433",11
"1434",8
"1435",8
"1436",1
"1437",6
"1438",11
"1439",5
"1440",8
"1441",7
"1442",7
"1443",5
"1444",8
"1445",8
"1446",8
"1447",7
"1448",8
"1449",1
"1450",11
"1451",7
"1452",6
"1453",1
"1454",7
"1455",10
"1456",5
"1457",4
"1458",10
"1459",11
"1460",9
"1461",6
"1462",13
"1463",13
"1464",8
"1465",7
"1466",4
"1467",8
"1468",15
"1469",8
"1470",10
"1471",9
"1472",8
"1473",3
"1474",10
"1475",11
"1476",6
"1477",8
"1478",8
"1479",4
"1480",1
"1481",6
"1482",8
"1483",11
"1484",8
"1485",2
"1486",8
"1487",8
"1488",11
"1489",5
"1490",7
"1491",4
"1492",15
"1493",8
"1494",11
"1495",8
"1496",12
"1497",10
"1498",10
"1499",1
"1500",5
"1501",5
"1502",10
"1503",1
"1504",7
"1505",8
"1506",1
"1507",8
"1508",5
"1509",8
"1510",11
"1511",8
"1512",11
"1513",8
"1514",10
"1515",5
"1516",15
"1517",11
"1518",7
"1519",11
"1520",1
"1521",15
"1522",9
"1523",12
"1524",4
"1525",8
"1526",12
"1527",8
"1528",1
"1529",4
"1530",1
"1531",4
"1532",7
"1533",7
"1534",3
"1535",11
"1536",8
"1537",3
"1538",5
"1539",2
"1540",6
"1541",8
"1542",6
"1543",8
"1544",10
"1545",11
"1546",5
"1547",11
"1548",1
"1549",8
"1550",8
"1551",6
"1552",1
"1553",7
"1554",5
"1555",13
"1556",4
"1557",10
"1558",7
"1559",2
"1560",6
"1561",9
"1562",9
"1563",10
"1564",6
"1565",5
"1566",10
"1567",6
"1568",6
"1569",1
"1570",7
"1571",8
"1572",11
"1573",8
"1574",5
"1575",8
"1576",3
"1577",4
"1578",8
"1579",7
"1580",7
"1581",15
"1582",5
"1583",8
"1584",8
"1585",8
"1586",13
"1587",9
"1588",9
"1589",7
"1590",8
"1591",5
"1592",6
"1593",12
"1594",5
"1595",10
"1596",8
"1597",13
"1598",10
"1599",5
"1600",6
"1601",7
"1602",1
"1603",1
"1604",8
"1605",6
"1606",8
"1607",11
"1608",5
"1609",5
"1610",10
"1611",7
"1612",9
"1613",1
"1614",2
"1615",7
"1616",7
"1617",1
"1618",8
"1619",10
"1620",8
"1621",8
"1622",8
"1623",4
"1624",7
"1625",8
"1626",11
"1627",1
"1628",1
"1629",8
"1630",15
"1631",3
"1632",15
"1633",11
"1634",15
"1635",1
"1636",6
"1637",7
"1638",8
"1639",6
"1640",8
"1641",11
"1642",11
"1643",3
"1644",7
"1645",7
"1646",6
"1647",3
"1648",5
"1649",15
"1650",8
"1651",6
"1652",10
"1653",8
"1654",7
"1655",7
"1656",1
"1657",6
"1658",5
"1659",1
"1660",1
"1661",8
"1662",13
"1663",8
"1664",10
"1665",8
"1666",15
"1667",15
"1668",8
"1669",1
"1670",8
"1671",1
"1672",7
"1673",9
"1674",3
"1675",3
"1676",4
"1677",10
"1678",1
"1679",8
"1680",7
"1681",5
"1682",3
"1683",6
"1684",4
"1685",10
"1686",5
"1687",5
"1688",3
"1689",8
"1690",1
"1691",6
"1692",4
"1693",1
"1694",15
"1695",8
"1696",11
"1697",8
"1698",12
"1699",3
"1700",5
"1701",1
"1702",8
"1703",11
"1704",13
"1705",12
"1706",13
"1707",13
"1708",10
"1709",8
"1710",1
"1711",1
"1712",7
"1713",8
"1714",8
"1715",10
"1716",1
"1717",1
"1718",6
"1719",6
"1720",10
"1721",5
"1722",15
"1723",3
"1724",6
"1725",8
"1726",10
"1727",8
"1728",15
"1729",1
"1730",7
"1731",1
"1732",6
"1733",8
"1734",13
"1735",5
"1736",10
"1737",7
"1738",7
"1739",7
"1740",8
"1741",8
"1742",6
"1743",1
"1744",6
"1745",4
"1746",1
"1747",8
