"","Embryos0002","Embryos0204","Embryos0406","Embryos0608","Embryos0810","Embryos1012","Embryos1214","Embryos1416","Embryos1618","Embryos1820","Embryos2022","Embryos2224"
"FBgn0052016",5697,4213,7827,5246,5678,4658,13262,2814,3499,2404,1952,5634
"FBgn0052017",7,8,50,18,34,165,724,225,993,695,626,2528
"FBgn0052021",121,77,290,225,165,265,374,263,380,600,240,519
"FBgn0052022",1507,1463,3112,1410,1370,1327,1736,846,707,540,280,669
"FBgn0052023",0,0,0,0,0,0,2,0,1,0,2,0
"FBgn0052024",0,1,5,0,0,0,0,0,3,3,4,6
"FBgn0052026",2,11,64,84,56,12,49,32,28,42,7,29
"FBgn0052027",1307,839,447,191,303,229,274,258,199,100,157,388
"FBgn0052029",61,30,153,66,165,279,559,11136,32915,7714,105,302
"FBgn0052036",5,14,54,18,33,42,73,548,2537,1051,36,86
"FBgn0052037",22,216,974,548,873,726,643,756,3027,2179,78,177
"FBgn0052038",2059,2220,2796,1525,1770,1868,2691,1290,1366,1453,1072,2521
"FBgn0052039",686,337,412,223,399,592,542,197,303,410,216,597
"FBgn0052040",0,6,11,6,10,86,198,127,251,213,51,211
"FBgn0052043",8264,12210,14835,7912,7550,6558,8946,6380,6012,3858,3428,6873
"FBgn0052050",2,0,7,11,21,42,209,507,873,1229,480,1114
"FBgn0052053",57,448,5666,2522,1480,1777,1805,1025,807,849,1055,2103
"FBgn0052054",6,38,371,132,129,193,524,399,585,578,1009,2108
"FBgn0052055",3,28,53,29,23,44,110,47,52,60,38,136
"FBgn0052056",3389,1065,3279,2280,2520,4214,5719,3479,2936,3227,1425,3235
"FBgn0052057",6,8,12,14,60,190,783,1282,2190,2330,944,2480
"FBgn0052058",0,0,2,0,0,0,0,0,0,2,1,9
"FBgn0052060",0,0,0,0,1,3,1,2,4,4,0,1
"FBgn0052061",0,0,0,0,2,0,0,0,0,0,0,0
"FBgn0052062",1838,2362,4986,6676,7005,5760,10336,7701,6712,7451,2967,6123
"FBgn0052064",0,0,4,4,23,2,3,3,7,11,1,3
"FBgn0052065",0,0,0,0,0,1,0,0,0,3,0,0
"FBgn0052066",6719,4765,18648,7005,5834,5452,4556,3240,4509,5124,1733,3905
"FBgn0052068",1290,941,1753,600,684,937,1093,520,771,1116,1282,3636
"FBgn0052069",357,292,1010,550,526,810,789,324,376,264,137,275
"FBgn0052071",0,1,3,3,4,8,3,4,2,7,2,1
"FBgn0052072",1,3,2,2,1,0,4,3,17,57,73,150
"FBgn0052073",17,9,19,68,436,836,932,4063,2055,1848,391,1499
"FBgn0052074",0,1,1,3,2,1,3,25,210,253,97,161
"FBgn0052075",1784,2150,4412,2322,2443,2404,3472,1028,1056,629,996,2082
"FBgn0052076",2662,92,284,510,906,1413,1333,927,758,503,151,286
"FBgn0052079",0,0,2,2,1,2,1,0,0,0,0,1
"FBgn0052081",1,0,1,4,4,0,0,0,1,0,0,0
"FBgn0052082",39,21,58,151,303,1058,6257,14094,5002,5927,1946,3968
"FBgn0052085",17,14,31,168,322,2042,3277,3968,3735,4789,2315,4275
"FBgn0052086",1,1,1,1,1,0,6,0,1,1,1,1
"FBgn0052087",0,0,0,3,2,10,19,9,14,10,1,5
"FBgn0052088",3,8,12,22,24,24,57,23,31,23,9,38
"FBgn0052091",9,10,26,109,227,767,1756,1870,2894,3075,3340,8134
"FBgn0052095",3637,2983,5046,2938,2361,2160,2556,1698,1211,859,719,1602
"FBgn0052099",332,370,520,343,358,278,482,292,320,328,199,561
"FBgn0052100",2239,1758,4339,2210,1834,2139,2989,1714,1418,1496,637,1403
"FBgn0052102",0,0,0,0,5,3,2,7,4,6,0,1
"FBgn0052103",5382,1837,4232,2289,2061,2032,4163,4708,4256,5411,2719,6449
"FBgn0052104",2350,1154,4988,2245,1766,1672,1601,516,367,240,100,298
"FBgn0052105",6,31,93,636,1379,2924,2980,2819,1849,1685,719,1496
"FBgn0052106",0,1,2,1,3,2,13,2,1,1,0,2
"FBgn0052107",0,0,0,0,0,3,0,1,9,44,32,99
"FBgn0052109",474,240,113,51,126,518,895,172,286,213,116,383
"FBgn0052110",2,47,189,98,58,38,57,18,19,12,4,17
"FBgn0052111",6,23,143,91,190,617,1199,961,779,547,130,378
"FBgn0052112",1190,334,413,404,478,559,911,620,755,942,645,1471
"FBgn0052113",2116,1351,5442,2935,2722,1486,6310,2023,2131,1685,983,2960
"FBgn0052115",1,1,3,8,4,26,114,43,132,60,91,290
"FBgn0052117",0,0,0,0,1,1,0,0,1,1,0,1
"FBgn0052118",0,0,2,3,1,2,1,0,0,1,0,0
"FBgn0052119",1,0,2,14,22,4,29,30,24,38,5,31
"FBgn0052121",3,1,2,3,3,14,28,374,611,962,760,1599
"FBgn0052132",3,3,10,20,42,33,186,2270,3116,2991,1093,2212
"FBgn0052133",17654,10533,24536,13634,9162,4543,10563,7092,3817,2399,901,2017
"FBgn0052135",1771,223,699,326,330,239,470,167,140,60,41,114
"FBgn0052137",25,208,2294,586,1195,2797,3163,2900,4024,6587,3718,7645
"FBgn0052138",9023,3639,14670,9021,7558,8696,12429,7973,7337,6117,2241,4860
"FBgn0052141",0,10,22,18,8,4,9,0,3,1,0,4
"FBgn0052150",14,115,799,2638,2599,1679,2036,545,812,798,332,884
"FBgn0052152",845,96,82,33,20,25,70,49,38,33,34,78
"FBgn0052154",2,19,9,1,1,12,7,7,7,6,2,9
"FBgn0052155",385,334,335,145,182,236,445,138,197,173,275,684
"FBgn0052159",58,46,152,693,1239,6813,24603,30778,3334,808,138,249
"FBgn0052160",0,0,1,0,0,0,1,2,23,29,10,25
"FBgn0052161",2,2,10,5,9,12,6,12,0,1,3,3
"FBgn0052163",573,613,1285,507,546,541,770,329,306,206,125,291
"FBgn0052170",17,9,22,27,90,400,521,752,1833,4655,2504,4937
"FBgn0052176",3107,2304,4790,2176,1958,1826,3293,913,939,746,365,1015
"FBgn0052177",3237,2008,10898,7690,6513,7676,10528,4855,3898,3666,1647,4091
"FBgn0052179",1447,1112,1927,1462,1797,2322,3261,2197,1577,1535,608,1447
"FBgn0052181",2,10,71,241,486,287,524,52,63,29,9,46
"FBgn0052182",5,57,310,1334,1609,1016,1151,623,360,204,24,82
"FBgn0052183",2,1,4,5,17,34,234,769,1224,1415,593,1554
"FBgn0052185",0,7,21,15,18,36,53,55,13,30,8,16
"FBgn0052186",4,5,34,22,21,38,59,37,36,246,3973,9893
"FBgn0052187",11,14,25,80,175,955,977,749,400,280,117,292
"FBgn0052188",0,0,0,1,0,0,0,0,0,2,23,77
"FBgn0052189",0,1,0,0,1,0,1,1,9,48,177,755
"FBgn0052190",12126,18619,28681,16135,18543,21907,31939,19377,16709,20753,9262,18171
"FBgn0052191",8,5,8,14,31,166,403,829,1707,2265,1151,2473
"FBgn0052192",0,0,0,0,3,1,2,0,0,0,2,3
"FBgn0052193",3,2,3,27,23,15,46,25,9,28,39,79
"FBgn0052195",234,159,619,513,497,684,751,361,641,448,292,876
"FBgn0052196",86,62,37,49,93,181,397,198,255,242,238,596
"FBgn0052198",2,13,69,134,54,24,10,8,4,35,59,239
"FBgn0052199",0,1,4,2,4,2,1,1,4,1,1,4
"FBgn0052201",0,1,5,1,0,0,1,1,1,1,0,0
"FBgn0052202",752,894,1578,990,891,929,1393,319,417,284,185,525
"FBgn0052203",0,0,0,0,4,3,7,1,12,8,4,9
"FBgn0052204",4,4,1,3,14,26,137,524,1425,2095,1021,2435
"FBgn0052206",2,6,9,7,33,35,148,474,1489,2661,1643,3879
"FBgn0052207",789,462,1512,526,630,621,372,174,144,95,77,178
"FBgn0052210",5433,2600,11649,6508,6033,4654,9829,2779,2640,2320,1703,4236
"FBgn0052212",720,136,1291,760,559,639,379,151,71,77,32,67
"FBgn0052213",0,0,0,1,0,1,0,2,60,89,0,1
"FBgn0052214",0,0,0,0,1,0,2,31,233,819,5,13
"FBgn0052219",0,0,0,0,1,0,0,0,0,3,0,3
"FBgn0052220",0,0,1,1,3,16,51,61,139,181,79,319
"FBgn0052221",728,198,220,146,170,294,531,482,510,558,311,719
"FBgn0052225",20,44,188,156,117,313,766,1506,2168,2938,1420,2986
"FBgn0052226",11723,3685,9214,6431,6038,6665,9298,8250,6236,4920,3808,6096
"FBgn0052227",78,903,1058,1764,2688,5124,7776,4032,2937,2412,884,2246
"FBgn0052228",0,0,1,1,0,0,2,4,0,3,1,2
"FBgn0052230",2098,3758,11397,5049,4894,5832,13319,2000,5989,5147,4877,12916
"FBgn0052232",0,0,0,0,2,3,0,3,0,0,0,2
"FBgn0052237",19,5,6,5,7,29,23,81,369,7805,20540,34829
"FBgn0052238",4,17,6,1,6,33,83,19,30,31,17,44
"FBgn0052240",1,0,1,3,6,7,2,1,0,6,1,1
"FBgn0052241",2,0,4,2,3,36,92,27,34,472,1672,2979
"FBgn0052243",2279,1365,1078,322,565,625,1190,292,397,184,167,590
"FBgn0052246",1,4,11,17,21,11,45,14,18,13,2,1
"FBgn0052248",2,1,13,1,1,1,4,0,7,389,1686,2255
"FBgn0052249",0,0,2,0,5,0,0,0,3,6,3,11
"FBgn0052250",5133,1181,3013,2771,2597,5555,4979,3202,1247,725,673,1241
"FBgn0052251",9040,3513,16150,4914,2954,1243,2353,1094,1079,550,447,874
"FBgn0052252",0,0,10,8,10,5,20,12,23,20,4,22
"FBgn0052255",7,4,97,11,9,1,3,1,0,2,1,3
"FBgn0052259",24,13,56,23,30,39,57,12,19,11,6,26
"FBgn0052260",0,5,6,14,14,28,38,123,131,84,13,34
"FBgn0052262",1402,849,1014,576,840,1715,1593,1314,1091,1209,987,1917
"FBgn0052263",1,17,32,4,3,3,2,0,4,2,0,1
"FBgn0052264",5354,4664,11900,8409,6886,7048,7691,9858,7973,9322,6092,10008
"FBgn0052266",39,33,22,26,85,114,81,641,5804,53710,12799,30482
"FBgn0052267",894,865,1601,555,855,1008,2032,292,1088,471,601,1999
"FBgn0052268",0,0,2,0,3,0,0,1,1,1,10,2
"FBgn0052271",2,8,30,26,17,10,12,23,10,42,13,20
"FBgn0052274",0,0,0,0,0,4,0,0,0,0,0,0
"FBgn0052277",0,16,68,53,32,15,13,12,7,17,4,4
"FBgn0052278",1305,957,3040,2774,2882,4479,6443,2233,2423,1906,1048,2498
"FBgn0052279",0,5,10,3,12,0,12,3,1,4,3,2
"FBgn0052280",83,884,4596,2571,2279,3375,5522,5477,6754,11106,6363,14567
"FBgn0052281",371,382,1280,1146,923,1109,1558,604,489,361,370,748
"FBgn0052282",0,0,7,2,1,5,12,46,46,33,11,25
"FBgn0052283",0,0,1,0,1,2,0,0,0,1,0,0
"FBgn0052284",0,2,7,9,24,15,23,4,5,12,37,133
"FBgn0052296",8717,5535,4998,3487,4352,4850,10352,11951,9304,8546,3074,6423
"FBgn0052301",3,5,3,5,3,4,9,2,2,4,4,10
"FBgn0052302",17,3,36,53,77,234,290,1238,2747,7053,18318,38582
"FBgn0052304",0,1,0,0,1,2,5,2,14,18,6,11
"FBgn0052305",1,0,1,0,1,3,2,1,1,3,0,1
"FBgn0052311",94,91,245,563,990,3521,17839,32938,40919,38655,22337,45676
"FBgn0052313",3,18,67,31,32,21,30,10,12,19,6,14
"FBgn0052318",267,146,561,314,259,228,97,67,43,22,15,30
"FBgn0052319",2,1,4,0,1,0,0,1,2,1,0,1
"FBgn0052320",0,2,20,19,4,1,24,12,9,5,3,10
"FBgn0052333",0,11,13,2,8,19,50,154,373,655,293,606
"FBgn0052334",0,0,3,3,1,1,2,1,0,0,0,0
"FBgn0052343",3032,862,4601,4028,3325,3593,3553,1863,1332,1077,446,926
"FBgn0052344",6229,5948,19365,12296,9653,7660,9280,3650,3007,2834,3685,6823
"FBgn0052350",2939,2851,2755,1582,2232,2339,4370,725,1737,636,1013,3203
"FBgn0052351",1,10,30,18,30,7,13,12,12,8,2,2
"FBgn0052352",21,75,109,113,170,376,1698,2917,6631,24568,11547,24082
"FBgn0052353",6,42,37,45,35,24,90,81,286,1052,693,1241
"FBgn0052354",44,112,494,518,713,3043,8061,18934,6350,3738,690,1439
"FBgn0052355",20,45,48,44,76,65,337,1149,5241,21019,8838,20300
"FBgn0052364",2553,513,264,59,144,154,189,94,86,66,43,115
"FBgn0052365",7058,3307,2602,1729,2765,2701,5836,4844,3214,2780,3045,5578
"FBgn0052368",1,11,30,33,73,90,133,18,44,35,26,63
"FBgn0052369",35,86,434,1050,2049,3197,3964,7522,11582,5839,2436,5129
"FBgn0052371",0,0,0,1,1,0,0,0,0,0,0,0
"FBgn0052372",208,3863,14967,7657,7887,6259,7433,3752,3213,3381,1906,5839
"FBgn0052373",2307,1885,1349,302,557,454,1070,618,636,318,532,1526
"FBgn0052374",0,0,0,0,0,0,2,0,0,1,0,0
"FBgn0052377",1,4,12,34,81,70,897,553,606,817,536,1451
"FBgn0052379",0,0,0,1,3,0,1,0,6,9,5,3
"FBgn0052380",4504,675,2385,1029,1035,1235,1561,816,896,1763,524,1149
"FBgn0052382",0,0,1,0,2,0,1,0,4,5,2,3
"FBgn0052383",1,0,0,0,2,1,4,1,3,1,1,4
"FBgn0052391",0,0,0,0,1,0,2,3,13,11,6,19
"FBgn0052392",1,12,25,41,22,74,81,211,192,226,139,224
"FBgn0052393",1370,1476,3121,1656,1562,933,1850,1589,1073,773,602,1109
"FBgn0052394",10763,11103,26288,14292,11875,5981,15583,13115,9821,7892,4897,9765
"FBgn0052396",0,7,16,11,11,7,20,9,11,14,1,6
"FBgn0052397",51,27,65,139,233,1069,3570,3513,2698,2385,689,1544
"FBgn0052398",0,0,0,0,1,0,0,0,0,0,0,0
"FBgn0052404",0,1,4,4,3,0,0,1,11,18,5,13
"FBgn0052405",15,15,26,13,53,67,70,883,9912,21691,2743,5890
"FBgn0052406",2,6,51,30,51,173,848,1053,1859,2434,1116,2633
"FBgn0052407",11,41,281,1079,1273,2682,3806,710,420,320,100,300
"FBgn0052409",5739,7613,18049,11814,11622,15101,10442,5446,3517,2536,3736,5883
"FBgn0052412",6758,237,425,153,147,175,361,996,4559,8503,2338,5696
"FBgn0052413",0,1,0,0,0,0,0,0,0,0,0,0
"FBgn0052418",1483,1666,4161,3112,2889,2471,2641,1128,1061,715,1409,2255
"FBgn0052423",7128,1720,3299,2633,2567,3759,9270,5536,5753,5384,2552,6114
"FBgn0052428",4925,1455,6192,5332,3935,3808,4152,2985,5763,3561,668,1639
"FBgn0052432",5,9,17,8,25,103,476,1035,1758,2386,1428,3306
"FBgn0052436",14,111,590,175,241,385,507,162,121,110,39,90
"FBgn0052437",2,1,3,1,4,0,0,0,1,10,0,3
"FBgn0052438",4866,1777,9536,4629,3063,1698,2800,466,465,469,350,835
"FBgn0052440",0,0,0,0,1,2,0,1,1,3,0,0
"FBgn0052441",3876,3140,8501,5708,5210,7488,6521,3971,3016,2559,1178,2370
"FBgn0052442",703,725,1533,669,617,790,1208,334,403,260,187,546
"FBgn0052445",1,14,79,47,23,9,11,2,0,0,2,0
"FBgn0052446",3844,2431,3967,2191,2233,3012,3511,2367,1821,1022,780,1750
"FBgn0052447",41,263,1399,1613,2341,4085,5419,5978,3512,2782,677,1414
"FBgn0052448",297,271,687,490,439,811,805,279,338,398,235,407
"FBgn0052450",0,14,40,63,44,17,78,30,37,32,6,30
"FBgn0052451",16482,11098,14251,8328,9982,13093,17657,12624,9486,5527,6623,12166
"FBgn0052452",4311,2123,4597,2761,1934,1456,1847,633,486,445,194,479
"FBgn0052453",8,3,6,9,32,36,12,188,1920,3688,2091,3544
"FBgn0052457",0,0,6,0,4,0,1,0,2,4,3,8
"FBgn0052458",50,224,1845,1286,981,450,1228,265,397,439,317,974
"FBgn0052459",1,7,8,11,8,10,12,2,4,1,0,3
"FBgn0052461",0,0,8,4,6,4,7,2,0,1,0,4
"FBgn0052462",3,4,60,35,6,8,8,4,3,3,4,4
"FBgn0052463",0,4,7,4,0,0,2,0,1,0,0,2
"FBgn0052468",0,0,0,0,0,1,0,0,0,0,0,1
"FBgn0052473",14391,7450,3682,1680,2678,5193,14444,10815,11190,14121,14639,31959
"FBgn0052475",93,1101,4659,1997,1255,1099,2297,1058,1925,1353,494,1484
"FBgn0052476",6,44,262,172,128,101,392,333,1064,1319,722,2432
"FBgn0052479",31016,30337,29251,16916,16526,8863,21011,19633,13071,6731,8765,14991
"FBgn0052483",4,24,58,36,47,58,43,73,325,964,2525,4628
"FBgn0052484",10395,4651,5369,3965,4761,7301,5995,4964,2932,1654,871,1866
"FBgn0052485",1393,427,279,169,269,650,1014,1202,1396,1446,801,1644
"FBgn0052486",1176,3928,29330,26001,24076,32530,41582,13147,9812,10692,3168,8230
"FBgn0052487",0,0,0,0,0,0,0,0,1,1,0,0
"FBgn0052488",0,0,0,0,2,0,1,0,0,2,0,0
"FBgn0052494",0,0,1,0,1,0,9,5,6,13,9,23
"FBgn0052499",120,57,163,510,1249,5299,9578,21715,46662,23971,4372,8528
"FBgn0052506",8,93,385,423,585,549,551,721,928,1723,989,1810
"FBgn0052511",0,0,0,0,0,0,0,1,0,0,0,0
"FBgn0052512",6668,4170,3613,1563,2160,1857,2656,2671,1981,1581,1625,3274
"FBgn0052521",1642,1434,1779,427,552,970,1302,2447,2195,3951,3206,5266
"FBgn0052523",1,0,0,0,0,3,4,4,6,14,1,9
"FBgn0052528",7961,4001,6211,5655,7487,14665,13206,14354,16842,18958,8107,15657
"FBgn0052529",4879,1537,6370,9655,7592,7685,14326,15819,10928,12672,5728,11854
"FBgn0052532",8,29,79,141,227,609,1021,1410,1024,921,269,536
"FBgn0052533",1388,2136,7403,4523,3311,4635,3302,2694,1645,1706,837,1415
"FBgn0052536",753,186,526,481,433,738,629,483,287,250,77,152
"FBgn0052537",4132,1168,3766,2821,2469,4227,2899,2820,1594,1077,460,764
"FBgn0052544",1,1,3,6,10,152,197,346,393,678,327,554
"FBgn0052547",50,43,26,64,102,230,462,1218,1598,1481,696,1342
"FBgn0052548",37,13,27,51,179,522,578,8223,13803,4021,44,95
"FBgn0052549",4980,2426,2890,7364,7325,8194,11937,9635,7955,9602,4444,11070
"FBgn0052551",0,0,2,0,0,6,7,51,50,3,1,1
"FBgn0052554",128,143,347,460,470,684,610,275,177,154,94,178
"FBgn0052556",1258,718,1070,1347,2464,7964,8268,8424,15067,20554,5486,10353
"FBgn0052557",3,52,52,52,39,73,54,204,1034,2990,1571,3332
"FBgn0052563",0,0,1,2,1,4,5,2,1,3,10,28
"FBgn0052564",76,30,46,107,275,645,719,3438,22481,53858,29187,47260
"FBgn0052568",2,24,58,28,15,8,31,15,27,33,11,25
"FBgn0052569",5,16,56,21,11,7,12,38,273,291,9,30
"FBgn0052570",131,96,148,86,358,322,448,9445,84518,124342,1454,4674
"FBgn0052571",51,31,72,74,182,377,868,8629,22879,24368,3108,5218
"FBgn0052572",0,0,3,2,5,4,5,16,11,25,15,36
"FBgn0052574",5,31,113,84,75,64,62,70,305,1758,2232,4150
"FBgn0052576",259,277,581,474,549,842,1331,414,486,308,178,420
"FBgn0052579",2996,916,2747,2036,2144,2136,1941,657,372,452,281,643
"FBgn0052580",13,8,16,4,4,3,15,4,15,2,4,18
"FBgn0052581",528,519,699,453,533,672,1327,270,448,503,286,858
"FBgn0052582",7,3,4,6,14,47,40,10,19,15,5,12
"FBgn0052588",0,0,0,0,0,0,0,0,0,1,0,0
"FBgn0052590",563,562,647,480,735,850,1279,359,402,296,220,523
"FBgn0052591",0,1,3,8,11,14,23,22,15,36,32,71
"FBgn0052594",2733,3820,21333,10994,12142,16575,24371,13753,8362,6023,2470,5783
"FBgn0052595",114,139,284,54,57,86,67,8,17,6,13,25
"FBgn0052600",3,9,17,9,22,94,321,665,1216,1660,895,2570
"FBgn0052601",0,0,0,0,0,0,1,0,0,0,0,0
"FBgn0052602",0,0,1,1,1,6,14,7,4,5,3,12
"FBgn0052603",6,2,3,7,3,5,13,23,101,1804,4366,8855
"FBgn0052606",0,0,0,0,0,0,1,1,2,2,0,0
"FBgn0052613",1,1,0,0,0,3,0,1,6,3,0,2
"FBgn0052614",0,0,0,0,2,2,1,0,4,8,0,1
"FBgn0052625",2349,2935,8856,1684,1021,768,1129,654,742,363,1025,1633
"FBgn0052626",7687,682,626,725,957,1113,2124,4263,4439,7124,3722,8981
"FBgn0052627",56,31,143,47,80,41,97,234,505,463,219,509
"FBgn0052628",6,18,54,74,79,45,67,199,288,423,205,384
"FBgn0052631",0,0,0,0,0,0,0,0,1,5,0,2
"FBgn0052633",23,10,23,39,55,247,759,5872,9465,9845,6109,10842
"FBgn0052635",1,4,6,2,9,17,128,410,797,896,202,406
"FBgn0052638",3584,2759,4899,4705,6465,7007,6294,2636,2639,1739,1319,3060
"FBgn0052639",0,2,35,18,12,11,15,8,16,17,7,8
"FBgn0052641",12,9,17,9,7,10,15,3,3,3,0,4
"FBgn0052642",0,0,0,0,1,15,12,15,11,15,1,1
"FBgn0052643",0,0,0,1,4,0,0,0,1,4,0,1
"FBgn0052644",0,0,3,0,1,4,2,1,5,4,0,3
"FBgn0052645",63,50,126,101,221,448,2161,22398,24549,6104,467,1046
"FBgn0052647",3,1,3,11,12,44,100,265,561,828,289,624
"FBgn0052649",3324,1354,1088,679,966,2224,2628,3125,4732,6408,2848,5402
"FBgn0052650",70,40,74,84,67,83,104,77,49,67,18,58
"FBgn0052651",0,0,0,0,1,1,0,0,1,0,0,0
"FBgn0052652",0,0,0,0,9,2,10,6,10,7,1,8
"FBgn0052654",22459,9102,11931,10795,12638,16247,27288,24245,15726,11774,5375,9990
"FBgn0052655",1,4,11,8,3,4,10,4,3,3,1,8
"FBgn0052656",137,71,76,41,38,17,40,37,116,1120,2984,6503
"FBgn0052662",1537,1582,5831,4016,2979,3776,8775,6764,7454,9324,3478,8120
"FBgn0052663",18768,10579,22890,14441,12344,16333,20659,26905,22680,22757,8358,14956
"FBgn0052666",11497,5801,20038,10149,9343,13449,18019,10067,11900,12749,5828,11904
"FBgn0052667",12,21,14,29,36,73,168,702,2441,5092,1946,3866
"FBgn0052668",7,15,82,66,63,221,471,554,408,404,112,209
"FBgn0052669",7,38,161,82,56,42,90,385,986,1139,1291,2584
"FBgn0052670",0,0,2,22,23,8,35,13,5,3,1,5
"FBgn0052672",4874,8333,33524,15197,15347,16713,29507,15070,15096,13206,8078,22539
"FBgn0052673",0,0,1,0,0,0,0,0,0,0,0,0
"FBgn0052675",4585,2437,6570,3612,3095,5344,7312,4742,3680,4197,2616,5200
"FBgn0052676",34552,6618,30996,30033,25807,25422,30940,38022,30913,20416,8458,15362
"FBgn0052677",66,77,194,1360,2914,6007,15112,15684,9448,9346,3707,6694
"FBgn0052679",8,87,321,131,120,117,47,31,12,7,3,8
"FBgn0052681",1,29,144,104,83,29,108,163,263,340,74,213
"FBgn0052683",4,4,3,2,6,6,50,236,668,1240,820,2111
"FBgn0052685",8914,10273,29115,18750,17103,18769,19037,10374,8479,6939,4996,8706
"FBgn0052686",0,36,109,94,58,39,82,154,226,339,70,197
"FBgn0052687",15,28,51,50,43,198,474,789,1539,3427,5534,11559
"FBgn0052690",0,1,5,11,36,15,4,5,5,3,0,2
"FBgn0052691",0,1,0,0,0,0,0,2,2,1,0,0
"FBgn0052693",0,0,3,0,2,1,1,8,10,2,0,5
"FBgn0052694",6,7,15,4,29,26,89,1091,6555,12635,976,2704
"FBgn0052695",0,2,3,5,14,65,73,60,111,207,397,956
"FBgn0052698",32,12,17,27,28,23,81,170,223,297,120,285
"FBgn0052699",7869,2060,6999,2687,2741,4042,6087,3267,2282,1802,992,2236
"FBgn0052700",81,66,215,252,339,572,1117,332,697,770,509,1132
"FBgn0052702",328,596,2426,1882,3323,4997,9856,8837,8040,6042,1785,3909
"FBgn0052703",6,69,143,37,89,227,392,226,191,148,26,58
"FBgn0052704",2,6,39,8,4,5,2,4,2,1,2,3
"FBgn0052706",1,0,4,5,2,6,8,0,2,2,1,2
"FBgn0052707",4889,2320,4859,2500,1831,1571,1506,870,506,320,142,342
"FBgn0052708",1068,1270,2460,1578,1855,2566,1829,680,540,407,444,810
"FBgn0052710",2,0,0,0,0,1,1,1,1,3,0,2
"FBgn0052711",687,488,1563,955,927,939,1288,518,645,633,355,938
"FBgn0052712",19,16,30,16,12,16,15,14,19,12,3,11
"FBgn0052713",0,2,0,2,2,0,1,0,0,0,0,0
"FBgn0052718",0,0,0,0,1,1,1,0,1,1,0,3
"FBgn0052719",4,10,8,0,2,6,10,5,15,5,6,19
"FBgn0052720",0,0,1,2,4,2,1,1,2,9,0,2
"FBgn0052726",0,0,0,0,1,1,2,0,11,10,12,27
"FBgn0052727",0,1,0,0,0,0,0,0,0,0,0,0
"FBgn0052732",6024,741,1759,963,978,2791,3773,2837,3179,3508,1078,2246
"FBgn0052743",7957,9419,31401,21381,15563,14320,19604,12623,8306,7179,4458,8579
"FBgn0052750",1,3,1,4,7,153,272,177,155,161,97,231
"FBgn0052751",0,0,0,0,1,0,2,1,2,16,59,219
"FBgn0052755",3,21,152,42,27,14,12,21,27,45,22,48
"FBgn0052756",438,283,909,530,540,379,665,93,148,66,95,300
"FBgn0052758",7172,2613,6727,3767,3619,4380,6428,4969,3783,3219,1626,3547
"FBgn0052762",0,3,2,0,2,2,6,2,7,9,4,3
"FBgn0052767",17264,10818,14572,9442,10339,7093,12644,11859,8175,5240,3924,7572
"FBgn0052772",8103,1110,3385,3189,3053,5231,7505,4925,3427,2861,1344,2729
"FBgn0052773",104,84,76,37,52,43,54,27,16,10,5,25
"FBgn0052774",0,0,1,2,2,17,28,33,29,130,26,72
"FBgn0052778",73,34,43,53,45,340,791,1485,1586,1839,616,1186
"FBgn0052779",0,0,0,0,0,0,0,0,0,0,0,1
"FBgn0052783",0,3,5,2,0,0,0,0,0,0,1,0
"FBgn0052790",15,3,6,10,8,86,244,437,459,495,185,349
"FBgn0052791",135,158,1004,598,544,224,314,260,287,332,155,415
"FBgn0052792",37,31,103,42,35,27,56,10,11,19,7,32
"FBgn0052793",16,13,38,26,33,90,366,479,44,45,46,62
"FBgn0052797",0,1,2,1,0,0,0,1,1,1,0,0
"FBgn0052801",7,63,391,384,187,86,94,34,17,30,18,48
"FBgn0052803",1578,1335,1709,1147,1201,1134,1435,656,451,254,143,373
"FBgn0052806",0,0,0,0,1,0,0,0,0,0,0,0
"FBgn0052808",11,151,791,566,425,503,347,290,187,175,112,187
"FBgn0052813",647,251,589,3787,8735,16582,20798,15680,9066,7405,2011,4106
"FBgn0052815",22,351,1114,277,212,461,760,1156,1109,1523,619,1378
"FBgn0052816",296,191,199,103,165,247,1002,1359,1851,1095,320,951
"FBgn0052817",3,0,1,1,1,1,0,1,1,0,0,0
"FBgn0052829",20,256,580,239,137,89,113,51,31,20,10,22
"FBgn0052830",2,7,67,150,144,80,173,138,40,32,13,29
"FBgn0052832",0,0,0,1,1,2,0,1,0,0,2,3
"FBgn0052834",0,0,0,0,0,0,0,0,0,1,0,0
"FBgn0052835",0,0,0,0,1,0,0,0,0,0,0,2
"FBgn0052843",7,4,26,15,25,160,420,796,1160,1764,1822,3942
"FBgn0052845",5,57,596,503,391,338,558,192,148,83,50,132
"FBgn0052846",0,1,14,9,12,12,73,134,107,169,89,246
"FBgn0052847",1,8,42,24,14,11,14,12,14,17,2,7
"FBgn0052850",410,285,1374,972,1171,1771,2669,658,1055,794,580,1833
"FBgn0052855",20,20,71,201,528,553,2146,15605,3338,514,57,150
"FBgn0052856",508,363,1770,873,822,1274,1026,419,394,250,106,281
"FBgn0052937",1,11,72,41,25,8,54,30,54,51,55,161
"FBgn0052944",8,20,70,104,120,196,467,503,687,737,386,1003
"FBgn0052945",0,0,5,0,1,0,0,0,0,0,0,1
"FBgn0052971",99,42,157,55,70,72,125,31,47,22,29,108
"FBgn0052982",275,4201,20818,3879,3356,3691,5041,3887,4874,8251,1986,4356
