V1,V2,V3,V4
10.0,253.0,14.0,156.0
13.0,0.06114624421157444,6.0,0.47444105861395913
12.0,10.0,8.0,7.0
146.0,127.0,130.0,86.0
111.0,99.0,108.0,63.0
59.0,96.0,37.0,80.0
213.0,308.0,150.0,245.0
2.0,15.0,2.0,10.0
41.0,105.0,32.0,89.0
141.0,0.13558998834629155,84.0,0.6487273993587298
39.0,49.0,33.0,45.0
71.0,65.0,45.0,35.0
54.0,81.0,42.0,64.0
222.0,93.0,166.0,55.0
64.0,69.0,63.0,59.0
161.0,111.0,150.0,63.0
86.0,53.0,61.0,46.0
162.0,200.0,124.0,165.0
84.0,102.0,70.0,83.0
21.0,49.0,20.0,34.0
159.0,279.0,149.0,197.0
33.0,117.0,24.0,82.0
146.0,103.0,110.0,101.0
15.0,4.0,14.0,5.0
20.0,33.0,13.0,25.0
370.0,269.0,281.0,198.0
155.0,213.0,117.0,173.0
66.0,55.0,49.0,45.0
10.0,387.0,18.0,314.0
446.0,51.0,351.0,44.0
19.0,3.0,10.0,4.0
16.0,17.0,6.0,7.0
20.0,2.0,15.0,2.0
6.0,28.0,9.0,12.0
7.0,102.0,2.0,83.0
9.0,10.0,2.0,13.0
45.0,0.17781892709112224,36.0,0.4719151479045558
9.0,90.0,14.0,77.0
33.0,42.0,30.0,23.0
172.0,45.0,155.0,33.0
75.0,30.0,36.0,23.0
54.0,0.3163223265140579,32.0,0.16467815186565105
34.0,47.0,35.0,43.0
164.0,52.0,93.0,45.0
108.0,17.0,83.0,4.0
30.0,1.0,30.0,0.20349296091628533
176.0,0.6599370839480433,127.0,0.5588116526897648
33.0,40.0,28.0,32.0
0.4964698271248825,57.0,0.5846253280185555,36.0
22.0,14.0,18.0,16.0
2.0,9.0,2.0,10.0
24.0,25.0,20.0,22.0
18.0,1.0,21.0,0.2894888662180848
3.0,8.0,4.0,7.0
33.0,12.0,22.0,10.0
176.0,201.0,137.0,163.0
299.0,6.0,269.0,10.0
1.0,548.0,1.0,452.0
3.0,9.0,1.0,9.0
54.0,47.0,39.0,59.0
36.0,31.0,26.0,25.0
47.0,56.0,44.0,35.0
371.0,372.0,311.0,245.0
81.0,71.0,53.0,60.0
64.0,61.0,53.0,37.0
80.0,40.0,60.0,36.0
164.0,118.0,102.0,73.0
58.0,66.0,58.0,54.0
29.0,0.9136498835647623,29.0,0.13682225098420842
33.0,28.0,19.0,19.0
129.0,132.0,106.0,103.0
46.0,46.0,32.0,27.0
120.0,83.0,111.0,78.0
8.0,31.0,2.0,22.0
32.0,31.0,33.0,15.0
31.0,0.018208117846345462,19.0,0.5092158913152738
23.0,42.0,18.0,35.0
39.0,79.0,45.0,60.0
37.0,0.9148352999514686,15.0,4.0
54.0,28.0,60.0,27.0
57.0,1.0,49.0,2.0
121.0,200.0,87.0,148.0
105.0,16.0,78.0,8.0
82.0,105.0,58.0,69.0
67.0,48.0,69.0,37.0
56.0,40.0,50.0,26.0
10.0,26.0,13.0,27.0
87.0,154.0,75.0,95.0
26.0,76.0,21.0,65.0
101.0,0.04667014449716134,57.0,0.8517493210696105
75.0,16.0,55.0,10.0
15.0,44.0,13.0,25.0
8.0,21.0,1.0,10.0
40.0,64.0,32.0,47.0
11.0,24.0,11.0,17.0
26.0,10.0,19.0,12.0
105.0,45.0,97.0,46.0
199.0,118.0,143.0,87.0
43.0,27.0,37.0,27.0
66.0,280.0,57.0,211.0
45.0,21.0,39.0,22.0
86.0,14.0,78.0,7.0
261.0,214.0,242.0,172.0
23.0,0.5028023964103611,21.0,0.048227691520651095
58.0,95.0,55.0,67.0
39.0,25.0,22.0,22.0
339.0,106.0,286.0,83.0
7.0,25.0,4.0,30.0
17.0,31.0,15.0,15.0
743.0,3053.0,642.0,2267.0
48.0,21.0,38.0,23.0
78.0,49.0,60.0,37.0
41.0,37.0,34.0,29.0
67.0,190.0,63.0,128.0
58.0,93.0,43.0,49.0
76.0,84.0,65.0,64.0
198.0,202.0,196.0,169.0
34.0,42.0,16.0,24.0
26.0,5.0,20.0,1.0
22.0,16.0,20.0,14.0
90.0,39.0,77.0,23.0
26.0,32.0,17.0,18.0
267.0,913.0,198.0,718.0
37.0,41.0,22.0,41.0
68.0,90.0,70.0,78.0
249.0,259.0,221.0,209.0
30.0,125.0,29.0,94.0
218.0,108.0,181.0,102.0
56.0,0.822759947356925,44.0,0.9013221390209004
268.0,152.0,200.0,137.0
6.0,119.0,10.0,77.0
0.1438224033066977,48.0,0.7173160344938967,44.0
47.0,31.0,44.0,19.0
1332.0,1292.0,1058.0,1046.0
206.0,111.0,170.0,110.0
79.0,38.0,72.0,19.0
111.0,81.0,101.0,61.0
0.10363349749053863,348.0,0.5597095931653804,265.0
161.0,119.0,104.0,78.0
105.0,58.0,89.0,42.0
133.0,73.0,94.0,59.0
21.0,35.0,19.0,22.0
156.0,81.0,119.0,67.0
19.0,4.0,26.0,3.0
3.0,22.0,2.0,23.0
209.0,725.0,175.0,586.0
28.0,19.0,20.0,23.0
24.0,23.0,18.0,16.0
23.0,20.0,22.0,18.0
32.0,1.0,20.0,0.5435884442612173
44.0,1.0,36.0,1.0
142.0,151.0,125.0,101.0
53.0,1.0,48.0,2.0
23.0,0.5654081977924811,18.0,0.44577659016098525
39.0,37.0,34.0,26.0
203.0,199.0,138.0,143.0
43.0,0.06527131473028025,40.0,0.5448835237907286
114.0,168.0,82.0,130.0
1.0,9.0,3.0,13.0
155.0,249.0,128.0,193.0
85.0,131.0,75.0,112.0
22.0,0.3216899590303155,24.0,0.518481374795803
45.0,43.0,32.0,30.0
0.2914011472288951,7.0,2.0,5.0
130.0,5.0,104.0,2.0
22.0,39.0,13.0,34.0
138.0,128.0,120.0,93.0
96.0,115.0,71.0,93.0
20.0,23.0,14.0,25.0
14.0,37.0,10.0,22.0
58.0,76.0,43.0,42.0
10.0,5.0,8.0,9.0
82.0,0.6048049682075596,50.0,0.4940820416589268
86.0,0.10447761899357977,86.0,0.0008722937784787499
21.0,9.0,16.0,9.0
0.7133523514306735,96.0,0.3667664192723833,84.0
31.0,37.0,35.0,21.0
46.0,43.0,42.0,43.0
36.0,40.0,25.0,21.0
9.0,26.0,6.0,19.0
44.0,52.0,42.0,43.0
17.0,18.0,17.0,14.0
1.0,18.0,1.0,12.0
0.05457978546639208,457.0,1.0,365.0
175.0,270.0,120.0,202.0
29.0,44.0,18.0,33.0
40.0,134.0,41.0,100.0
544.0,557.0,427.0,387.0
258.0,438.0,232.0,359.0
137.0,179.0,113.0,136.0
36.0,42.0,31.0,37.0
31.0,0.6512966815513838,26.0,0.8004218137115139
84.0,103.0,68.0,62.0
93.0,324.0,65.0,243.0
71.0,47.0,36.0,32.0
64.0,119.0,52.0,106.0
244.0,155.0,174.0,114.0
0.7953086105036177,219.0,0.7754820838032707,190.0
357.0,544.0,257.0,416.0
54.0,1.0,55.0,2.0
0.5659338136285368,67.0,0.08088088119417314,46.0
430.0,756.0,357.0,600.0
98.0,79.0,58.0,63.0
52.0,51.0,36.0,41.0
70.0,77.0,52.0,61.0
78.0,69.0,56.0,49.0
47.0,47.0,34.0,63.0
116.0,92.0,99.0,67.0
146.0,1143.0,108.0,874.0
125.0,228.0,124.0,190.0
16.0,133.0,13.0,93.0
195.0,198.0,125.0,163.0
127.0,180.0,77.0,107.0
7.0,30.0,5.0,28.0
83.0,177.0,57.0,140.0
52.0,67.0,40.0,49.0
96.0,79.0,90.0,68.0
227.0,787.0,172.0,640.0
60.0,15.0,53.0,28.0
11.0,35.0,20.0,8.0
0.6448848648198422,94.0,0.7720632549191424,75.0
138.0,116.0,108.0,95.0
38.0,17.0,38.0,26.0
117.0,1.0,85.0,0.9739560058120199
37.0,64.0,25.0,40.0
48.0,76.0,49.0,68.0
247.0,195.0,218.0,164.0
60.0,57.0,53.0,33.0
30.0,25.0,10.0,13.0
236.0,210.0,192.0,161.0
186.0,157.0,148.0,115.0
882.0,879.0,698.0,703.0
109.0,7.0,89.0,10.0
200.0,309.0,145.0,258.0
140.0,219.0,96.0,176.0
89.0,112.0,64.0,80.0
64.0,30.0,66.0,21.0
81.0,82.0,71.0,67.0
51.0,13.0,50.0,9.0
74.0,66.0,49.0,46.0
369.0,676.0,313.0,520.0
49.0,218.0,42.0,162.0
73.0,0.015886224969616447,64.0,0.6023036109531128
53.0,40.0,30.0,49.0
31.0,36.0,28.0,27.0
54.0,108.0,46.0,62.0
145.0,123.0,103.0,104.0
58.0,9.0,42.0,2.0
66.0,483.0,48.0,365.0
166.0,200.0,121.0,175.0
64.0,521.0,52.0,367.0
100.0,0.184197340139448,75.0,0.017048787717100278
322.0,680.0,251.0,564.0
7.0,2379.0,6.0,1889.0
130.0,90.0,99.0,69.0
17.0,38.0,16.0,38.0
55.0,49.0,38.0,48.0
72.0,156.0,58.0,115.0
244.0,387.0,191.0,284.0
256.0,272.0,205.0,222.0
294.0,288.0,246.0,215.0
202.0,206.0,176.0,153.0
372.0,2.0,307.0,1.0
292.0,121.0,230.0,95.0
630.0,379.0,479.0,302.0
132.0,163.0,90.0,124.0
22.0,3.0,9.0,2.0
371.0,345.0,294.0,243.0
32.0,24.0,20.0,13.0
8.0,15.0,3.0,3.0
24.0,23.0,6.0,12.0
28.0,37.0,30.0,22.0
66.0,0.3333445032205661,66.0,0.3834393177706269
143.0,111.0,107.0,84.0
81.0,87.0,60.0,71.0
1.0,7.0,0.1781798262161457,11.0
239.0,281.0,199.0,207.0
83.0,78.0,64.0,43.0
56.0,80.0,36.0,67.0
58.0,122.0,48.0,84.0
37.0,13.0,36.0,10.0
42.0,36.0,21.0,25.0
13.0,15.0,13.0,18.0
4.0,60.0,7.0,50.0
270.0,6.0,229.0,1.0
25.0,45.0,20.0,42.0
56.0,18.0,39.0,20.0
57.0,67.0,43.0,65.0
460.0,456.0,337.0,364.0
187.0,169.0,140.0,106.0
197.0,243.0,152.0,194.0
130.0,57.0,113.0,49.0
17.0,12.0,19.0,16.0
0.7615819998238034,11.0,0.45463581536867903,11.0
21.0,0.029392723034829205,19.0,0.15505617325958998
190.0,296.0,168.0,239.0
99.0,155.0,84.0,99.0
395.0,284.0,308.0,225.0
335.0,436.0,273.0,333.0
105.0,79.0,66.0,73.0
115.0,111.0,135.0,72.0
100.0,161.0,68.0,118.0
19.0,12.0,12.0,16.0
33.0,0.6647958363674743,22.0,0.3427175552027437
88.0,127.0,70.0,113.0
15.0,21.0,16.0,21.0
3.0,15.0,4.0,19.0
161.0,368.0,113.0,250.0
9.0,11.0,7.0,5.0
14.0,23.0,11.0,17.0
31.0,1.0,18.0,1.0
20.0,0.5676019566086338,18.0,0.04272325042299929
14.0,13.0,12.0,11.0
24.0,25.0,3.0,18.0
20.0,17.0,16.0,15.0
10.0,15.0,12.0,13.0
30.0,49.0,27.0,49.0
19.0,42.0,17.0,33.0
20.0,0.23279695579560755,5.0,3.0
13.0,19.0,14.0,8.0
9.0,8.0,5.0,3.0
17.0,17.0,10.0,16.0
13.0,0.19924851568682966,9.0,0.29872388275672945
103.0,64.0,73.0,51.0
16.0,15.0,15.0,15.0
0.754165866878713,20.0,0.3017400025790177,10.0
48.0,0.59430806001048,39.0,1.0
24.0,7.0,19.0,10.0
103.0,61.0,77.0,51.0
35.0,52.0,34.0,37.0
151.0,151.0,128.0,111.0
30.0,4.0,29.0,4.0
261.0,210.0,194.0,174.0
18.0,28.0,13.0,17.0
44.0,21.0,40.0,17.0
10.0,4.0,11.0,6.0
30.0,33.0,35.0,33.0
25.0,96.0,21.0,74.0
242.0,0.5854457311273636,213.0,0.2400439552534983
80.0,21.0,51.0,14.0
9.0,3.0,14.0,2.0
22.0,56.0,19.0,52.0
247.0,216.0,217.0,161.0
12.0,22.0,18.0,17.0
35.0,13.0,21.0,6.0
27.0,28.0,17.0,15.0
140.0,3.0,92.0,5.0
12.0,9.0,9.0,9.0
55.0,65.0,45.0,50.0
16.0,21.0,11.0,16.0
12.0,67.0,13.0,50.0
462.0,1050.0,343.0,790.0
35.0,49.0,36.0,51.0
165.0,269.0,158.0,206.0
29.0,30.0,25.0,19.0
282.0,350.0,217.0,249.0
18.0,9.0,12.0,6.0
30.0,35.0,22.0,25.0
60.0,85.0,37.0,65.0
78.0,72.0,72.0,51.0
43.0,37.0,31.0,32.0
26.0,11.0,19.0,16.0
223.0,526.0,173.0,389.0
91.0,111.0,53.0,54.0
114.0,117.0,104.0,93.0
4.0,141.0,12.0,92.0
20.0,3.0,10.0,4.0
331.0,234.0,260.0,169.0
147.0,64.0,90.0,68.0
156.0,40.0,97.0,28.0
2017.0,1188.0,1608.0,888.0
12.0,20.0,12.0,22.0
80.0,97.0,59.0,76.0
66.0,37.0,62.0,34.0
43.0,55.0,33.0,41.0
11.0,17.0,12.0,24.0
66.0,38.0,55.0,26.0
205.0,101.0,168.0,75.0
219.0,216.0,185.0,190.0
373.0,562.0,253.0,452.0
380.0,104.0,262.0,71.0
258.0,108.0,223.0,77.0
209.0,136.0,185.0,85.0
357.0,118.0,280.0,114.0
142.0,181.0,97.0,147.0
218.0,99.0,211.0,80.0
359.0,162.0,264.0,115.0
249.0,193.0,195.0,146.0
241.0,513.0,170.0,403.0
0.7391390792631897,50.0,0.23262949286915213,53.0
45.0,63.0,37.0,41.0
1105.0,1220.0,964.0,852.0
47.0,18.0,24.0,24.0
32.0,0.8205364506914676,30.0,0.16258303957774645
346.0,387.0,282.0,267.0
223.0,208.0,145.0,146.0
61.0,60.0,44.0,54.0
25.0,14.0,16.0,8.0
19.0,19.0,18.0,16.0
28.0,48.0,19.0,28.0
1.0,120.0,1.0,82.0
161.0,128.0,125.0,94.0
29.0,24.0,29.0,17.0
175.0,49.0,144.0,31.0
384.0,495.0,258.0,345.0
40.0,1.0,36.0,1.0
222.0,145.0,153.0,127.0
91.0,49.0,75.0,34.0
306.0,8.0,235.0,8.0
865.0,479.0,706.0,386.0
168.0,172.0,126.0,159.0
43.0,0.2023381380559287,21.0,2.0
33.0,35.0,21.0,29.0
184.0,26.0,154.0,16.0
90.0,14.0,69.0,7.0
87.0,282.0,61.0,234.0
157.0,60.0,126.0,54.0
8.0,17.0,16.0,16.0
122.0,89.0,109.0,60.0
94.0,121.0,75.0,98.0
34.0,0.13548029205555945,22.0,0.5407070241746003
24.0,1.0,17.0,2.0
2.0,6.0,2.0,11.0
208.0,214.0,198.0,144.0
23.0,41.0,24.0,36.0
31.0,7.0,19.0,12.0
15.0,27.0,10.0,16.0
20.0,15.0,8.0,10.0
24.0,16.0,28.0,14.0
20.0,14.0,12.0,24.0
7.0,0.11287063313408596,4.0,0.7038351995907575
59.0,59.0,60.0,34.0
13.0,35.0,24.0,23.0
22.0,0.8621050238906844,8.0,0.8300327559087837
28.0,23.0,23.0,19.0
24.0,41.0,26.0,38.0
43.0,43.0,33.0,30.0
33.0,33.0,29.0,39.0
152.0,133.0,132.0,106.0
245.0,208.0,192.0,179.0
193.0,92.0,132.0,77.0
318.0,255.0,293.0,208.0
43.0,75.0,33.0,43.0
49.0,83.0,41.0,60.0
8.0,409.0,18.0,305.0
3.0,29.0,4.0,13.0
182.0,172.0,135.0,128.0
13.0,130.0,17.0,92.0
56.0,15.0,55.0,15.0
73.0,63.0,62.0,55.0
53.0,70.0,46.0,46.0
80.0,96.0,47.0,57.0
28.0,16.0,15.0,10.0
24.0,61.0,24.0,39.0
167.0,136.0,112.0,92.0
439.0,563.0,324.0,442.0
110.0,213.0,95.0,148.0
21.0,8.0,16.0,2.0
5.0,8.0,7.0,6.0
7.0,16.0,1.0,13.0
44.0,26.0,30.0,14.0
73.0,0.2884322178716472,48.0,0.8382755017266433
81.0,34.0,65.0,22.0
67.0,26.0,55.0,26.0
15.0,19.0,11.0,16.0
1418.0,1836.0,1196.0,1363.0
10.0,114.0,2.0,64.0
44.0,41.0,33.0,46.0
65.0,103.0,49.0,62.0
144.0,164.0,127.0,109.0
59.0,64.0,71.0,64.0
115.0,155.0,84.0,122.0
9.0,7.0,10.0,6.0
43.0,78.0,32.0,90.0
40.0,201.0,15.0,184.0
46.0,9.0,21.0,13.0
40.0,23.0,33.0,19.0
93.0,47.0,73.0,35.0
0.2192205172053019,36.0,0.6477270986871465,35.0
18.0,0.4830232353959705,14.0,0.1111612342351388
21.0,0.3424142258947651,19.0,0.3859871669554078
132.0,65.0,107.0,35.0
78.0,60.0,65.0,51.0
146.0,117.0,98.0,77.0
60.0,63.0,45.0,47.0
13.0,0.8955103239331045,12.0,0.9087756154463053
37.0,22.0,34.0,13.0
91.0,313.0,57.0,219.0
36.0,25.0,39.0,30.0
233.0,302.0,175.0,227.0
201.0,115.0,138.0,114.0
11.0,240.0,11.0,182.0
21.0,190.0,15.0,131.0
60.0,66.0,41.0,47.0
32.0,69.0,33.0,49.0
6.0,1945.0,4.0,1508.0
74.0,86.0,59.0,76.0
30.0,5.0,40.0,6.0
232.0,74.0,173.0,82.0
26.0,24.0,10.0,17.0
0.19552841395370024,41.0,0.7618199285582291,41.0
330.0,319.0,265.0,276.0
177.0,9.0,137.0,5.0
21.0,22.0,27.0,27.0
86.0,105.0,68.0,54.0
82.0,22.0,61.0,15.0
406.0,632.0,317.0,498.0
41.0,78.0,29.0,50.0
98.0,52.0,82.0,33.0
63.0,60.0,52.0,40.0
0.488441097267436,18.0,0.9316429067744187,13.0
1549.0,2036.0,1204.0,1433.0
89.0,90.0,80.0,79.0
157.0,610.0,126.0,505.0
58.0,67.0,52.0,53.0
9.0,36.0,5.0,24.0
20.0,0.07178759704946702,11.0,0.22917469560035164
3.0,12.0,3.0,9.0
35.0,0.3895510011550264,31.0,0.6925835119399161
315.0,326.0,236.0,265.0
118.0,42.0,99.0,39.0
16.0,21.0,15.0,25.0
11.0,0.698063983028873,5.0,0.3281607326742305
13.0,10.0,5.0,4.0
27.0,47.0,26.0,24.0
482.0,801.0,369.0,602.0
35.0,47.0,30.0,30.0
59.0,105.0,51.0,72.0
0.918350704065674,16.0,0.8840580156347744,14.0
35.0,17.0,26.0,17.0
30.0,283.0,34.0,241.0
19.0,0.29041578128698464,12.0,0.06069211733739832
137.0,7.0,102.0,4.0
43.0,15.0,44.0,13.0
237.0,301.0,172.0,203.0
113.0,75.0,101.0,52.0
75.0,91.0,51.0,70.0
5.0,60.0,1.0,59.0
0.8341842728108947,19.0,0.3420094154105032,18.0
1.0,211.0,0.5797152112297134,132.0
8.0,1947.0,3.0,1452.0
93.0,36.0,74.0,26.0
48.0,64.0,39.0,56.0
55.0,57.0,49.0,37.0
338.0,451.0,271.0,337.0
35.0,148.0,26.0,102.0
18.0,62.0,14.0,51.0
24.0,0.919650341787152,23.0,0.26431309750743504
26.0,12.0,20.0,5.0
0.6170599160020006,33.0,0.007123424210763618,19.0
182.0,101.0,177.0,97.0
485.0,379.0,392.0,270.0
35.0,32.0,28.0,25.0
197.0,177.0,155.0,142.0
110.0,139.0,93.0,112.0
656.0,457.0,531.0,388.0
153.0,135.0,130.0,106.0
68.0,46.0,39.0,25.0
112.0,144.0,96.0,114.0
296.0,403.0,265.0,283.0
1053.0,1033.0,861.0,772.0
36.0,24.0,28.0,24.0
208.0,95.0,140.0,89.0
8.0,17.0,8.0,21.0
38.0,148.0,14.0,118.0
81.0,41.0,44.0,36.0
262.0,335.0,204.0,277.0
40.0,1.0,35.0,2.0
261.0,26.0,199.0,24.0
190.0,168.0,143.0,142.0
8.0,43.0,5.0,34.0
58.0,88.0,67.0,77.0
50.0,54.0,63.0,46.0
68.0,31.0,51.0,18.0
87.0,48.0,70.0,37.0
97.0,85.0,85.0,60.0
104.0,83.0,75.0,35.0
28.0,12.0,28.0,4.0
132.0,64.0,115.0,53.0
0.48220071452869673,236.0,0.8442816346673283,146.0
28.0,119.0,27.0,87.0
18.0,10.0,20.0,10.0
12.0,26.0,12.0,18.0
56.0,102.0,37.0,79.0
95.0,73.0,52.0,58.0
12.0,8.0,6.0,4.0
6.0,36.0,4.0,25.0
33.0,53.0,33.0,29.0
115.0,294.0,104.0,210.0
494.0,72.0,413.0,36.0
55.0,12.0,52.0,12.0
8.0,0.4273972203508709,18.0,0.9427165989290849
101.0,32.0,97.0,22.0
30.0,28.0,33.0,17.0
10.0,15.0,20.0,21.0
93.0,53.0,53.0,35.0
4.0,11.0,6.0,6.0
59.0,174.0,71.0,124.0
59.0,83.0,42.0,79.0
25.0,22.0,11.0,22.0
78.0,81.0,58.0,74.0
36.0,34.0,27.0,24.0
16.0,40.0,9.0,38.0
0.8461358013229375,52.0,0.16069023236008362,53.0
20.0,26.0,12.0,10.0
20.0,8.0,9.0,14.0
13.0,4.0,12.0,6.0
36.0,61.0,22.0,45.0
17.0,1.0,9.0,0.9638376189825142
20.0,29.0,16.0,22.0
15.0,85.0,14.0,80.0
0.07678940740664031,26.0,0.030474441581966216,15.0
16.0,15.0,15.0,17.0
18.0,5.0,23.0,8.0
11.0,28.0,7.0,13.0
19.0,35.0,14.0,24.0
5.0,42.0,1.0,30.0
49.0,123.0,31.0,69.0
104.0,0.9411780020308397,79.0,0.5616749252334984
60.0,77.0,56.0,51.0
28.0,62.0,26.0,55.0
33.0,0.512509310298315,37.0,0.41911225667155283
15.0,9.0,10.0,18.0
49.0,188.0,46.0,136.0
70.0,123.0,53.0,80.0
46.0,69.0,54.0,38.0
70.0,47.0,64.0,21.0
12.0,39.0,16.0,43.0
11.0,6.0,16.0,3.0
50.0,27.0,39.0,18.0
167.0,197.0,128.0,141.0
169.0,281.0,138.0,200.0
1.0,51.0,0.16126846432138708,47.0
54.0,0.5942254504575715,42.0,0.10986489197226856
53.0,0.6346043497927664,50.0,0.12948028489996755
19.0,8.0,15.0,11.0
25.0,20.0,14.0,15.0
10.0,8.0,5.0,6.0
10.0,11.0,8.0,22.0
14.0,9.0,15.0,9.0
28.0,16.0,13.0,8.0
29.0,4.0,28.0,5.0
22.0,22.0,15.0,16.0
277.0,0.43397573696620606,194.0,0.6931268022848824
20.0,0.7744181434205273,18.0,0.01878433178607042
48.0,12.0,15.0,5.0
113.0,108.0,97.0,75.0
33.0,33.0,32.0,28.0
22.0,16.0,10.0,15.0
43.0,0.9939832647205922,34.0,0.876080694644399
37.0,41.0,31.0,28.0
48.0,56.0,22.0,41.0
25.0,15.0,21.0,10.0
92.0,0.22328513793388183,81.0,0.577522733968502
84.0,59.0,65.0,50.0
15.0,34.0,14.0,13.0
10.0,0.8032932199950025,9.0,0.8274358973705256
24.0,12.0,14.0,5.0
28.0,7.0,18.0,6.0
25.0,57.0,17.0,32.0
46.0,20.0,41.0,14.0
39.0,22.0,15.0,9.0
44.0,56.0,32.0,33.0
29.0,26.0,37.0,18.0
24.0,70.0,16.0,63.0
34.0,151.0,35.0,117.0
23.0,19.0,5.0,13.0
24.0,0.943744615841645,19.0,0.743867415423319
18.0,46.0,17.0,54.0
9.0,14.0,13.0,11.0
0.7189688710173111,19.0,0.7004427003473681,14.0
45.0,46.0,38.0,38.0
23.0,11.0,19.0,3.0
172.0,235.0,146.0,174.0
182.0,191.0,174.0,155.0
18.0,1.0,9.0,0.571171168094092
20.0,5.0,12.0,5.0
137.0,73.0,99.0,64.0
16.0,14.0,12.0,5.0
21.0,25.0,19.0,20.0
29.0,46.0,33.0,27.0
5.0,28.0,13.0,13.0
120.0,179.0,89.0,148.0
37.0,30.0,34.0,19.0
7.0,12.0,10.0,9.0
51.0,30.0,54.0,24.0
16.0,20.0,23.0,11.0
3.0,25.0,1.0,17.0
34.0,37.0,39.0,35.0
40.0,46.0,43.0,45.0
80.0,47.0,55.0,35.0
19.0,3.0,15.0,3.0
241.0,0.16450701468921192,204.0,0.8575086826626439
21.0,82.0,29.0,48.0
0.2037518487903599,107.0,0.8847529521277673,107.0
70.0,62.0,46.0,50.0
16.0,8.0,10.0,6.0
76.0,72.0,68.0,60.0
1.0,32.0,1.0,30.0
43.0,19.0,52.0,16.0
27.0,15.0,29.0,11.0
15.0,32.0,18.0,22.0
42.0,12.0,29.0,8.0
62.0,14.0,49.0,12.0
15.0,6.0,13.0,2.0
90.0,138.0,71.0,95.0
11.0,0.1552260317196107,6.0,0.28694882316815373
30.0,36.0,24.0,20.0
72.0,93.0,61.0,92.0
25.0,28.0,22.0,28.0
309.0,78.0,231.0,58.0
227.0,195.0,170.0,174.0
45.0,36.0,49.0,24.0
26.0,27.0,31.0,22.0
899.0,522.0,649.0,366.0
122.0,106.0,104.0,104.0
23.0,8.0,17.0,5.0
32.0,9.0,29.0,3.0
2.0,1566.0,5.0,1170.0
23.0,16.0,19.0,7.0
47.0,0.5621998364755891,30.0,0.956129493364873
31.0,19.0,17.0,8.0
15.0,28.0,10.0,19.0
0.5654771202167963,36.0,1.0,25.0
61.0,77.0,55.0,60.0
4.0,52.0,2.0,28.0
4.0,12.0,2.0,5.0
32.0,31.0,24.0,23.0
6.0,145.0,4.0,116.0
70.0,62.0,56.0,57.0
10.0,15.0,7.0,17.0
44.0,101.0,29.0,68.0
210.0,341.0,163.0,241.0
29.0,90.0,37.0,61.0
79.0,1.0,50.0,2.0
76.0,0.6071886234036241,49.0,0.6207590218818991
73.0,6.0,60.0,7.0
68.0,36.0,58.0,36.0
28.0,26.0,22.0,18.0
29.0,1.0,10.0,1.0
17.0,2.0,8.0,3.0
4.0,42.0,7.0,27.0
30.0,20.0,20.0,17.0
67.0,71.0,66.0,71.0
17.0,19.0,16.0,3.0
13.0,12.0,10.0,6.0
19.0,4.0,13.0,7.0
62.0,28.0,40.0,29.0
64.0,21.0,48.0,15.0
47.0,35.0,47.0,14.0
12.0,36.0,17.0,21.0
34.0,38.0,25.0,18.0
359.0,379.0,295.0,281.0
315.0,243.0,253.0,183.0
12.0,20.0,7.0,11.0
42.0,1.0,22.0,0.10028141856428874
128.0,38.0,90.0,33.0
4.0,12.0,2.0,8.0
53.0,113.0,42.0,82.0
10.0,5.0,11.0,1.0
21.0,1.0,10.0,0.35549371025864074
4.0,40.0,5.0,31.0
86.0,62.0,60.0,41.0
92.0,144.0,99.0,106.0
360.0,442.0,232.0,316.0
49.0,22.0,41.0,12.0
204.0,127.0,157.0,126.0
78.0,19.0,58.0,17.0
41.0,19.0,38.0,17.0
45.0,30.0,38.0,27.0
55.0,35.0,43.0,33.0
21.0,37.0,26.0,29.0
15.0,0.11742972039984378,9.0,0.2837413918934921
10.0,18.0,12.0,9.0
18.0,12.0,21.0,11.0
14.0,10.0,10.0,13.0
42.0,6.0,26.0,8.0
23.0,30.0,13.0,14.0
9.0,1.0,12.0,2.0
217.0,465.0,185.0,351.0
151.0,169.0,135.0,114.0
56.0,3.0,57.0,0.7383463047874328
23.0,0.4592261896263572,19.0,0.03464316942274104
0.6929568507985724,41.0,0.6990822930806668,34.0
23.0,4.0,11.0,3.0
21.0,13.0,9.0,21.0
17.0,13.0,16.0,20.0
15.0,16.0,20.0,21.0
4.0,12.0,0.19256869102848284,7.0
34.0,46.0,24.0,27.0
61.0,83.0,47.0,46.0
23.0,0.1547960777952142,25.0,1.0
35.0,42.0,40.0,36.0
21.0,8.0,24.0,5.0
45.0,25.0,37.0,31.0
1.0,123.0,5.0,94.0
13.0,4.0,10.0,2.0
64.0,21.0,58.0,28.0
235.0,239.0,177.0,169.0
90.0,296.0,74.0,230.0
178.0,63.0,130.0,51.0
13.0,3.0,7.0,1.0
15.0,9.0,11.0,7.0
11.0,0.37186801330675545,7.0,0.20524754062219996
9.0,14.0,7.0,13.0
5.0,17.0,8.0,8.0
33.0,26.0,18.0,18.0
8.0,5.0,10.0,7.0
2273.0,2177.0,1731.0,1694.0
341.0,179.0,300.0,145.0
42.0,11.0,33.0,12.0
162.0,35.0,123.0,31.0
75.0,37.0,60.0,25.0
43.0,0.7305580457483737,37.0,0.4624724517176536
49.0,61.0,37.0,43.0
49.0,58.0,31.0,54.0
31.0,178.0,23.0,158.0
