V1,V2,V3,V4
61.0,0.33311977539993765,58.0,0.47183129241077315
41.0,0.21424541029672128,26.0,0.4562518138332382
15.0,23.0,11.0,16.0
13.0,17.0,10.0,8.0
10.0,3.0,11.0,3.0
16.0,14.0,14.0,14.0
66.0,73.0,48.0,50.0
48.0,59.0,55.0,46.0
58.0,132.0,50.0,97.0
23.0,0.49591143478964184,23.0,0.2031334397459924
16.0,15.0,10.0,10.0
711.0,446.0,575.0,324.0
12.0,27.0,16.0,16.0
21.0,28.0,9.0,21.0
23.0,16.0,14.0,13.0
2.0,976.0,3.0,724.0
26.0,2.0,31.0,3.0
0.6562854345258011,37.0,0.262358395097426,43.0
22.0,19.0,22.0,5.0
0.1425469231708919,17.0,0.5727749072908289,9.0
10.0,13.0,7.0,14.0
160.0,119.0,108.0,72.0
29.0,0.6687283113289546,14.0,0.3951739000472724
32.0,28.0,28.0,35.0
74.0,53.0,49.0,32.0
30.0,29.0,24.0,19.0
22.0,16.0,17.0,7.0
47.0,30.0,38.0,13.0
169.0,6.0,169.0,4.0
17.0,0.2175486326271051,11.0,0.4519573286080192
8.0,0.8516702270559917,11.0,0.42582129967535765
151.0,102.0,120.0,94.0
43.0,10.0,29.0,0.622690114739912
26.0,4.0,27.0,8.0
1.0,139.0,0.22425190195527922,95.0
65.0,71.0,56.0,57.0
664.0,551.0,529.0,359.0
284.0,103.0,227.0,110.0
51.0,49.0,39.0,26.0
17.0,0.3133973481549558,13.0,0.5090732200421668
15.0,1.0,19.0,0.9209090259635974
4.0,9.0,1.0,2.0
48.0,25.0,28.0,30.0
30.0,9.0,24.0,4.0
71.0,135.0,60.0,106.0
516.0,871.0,472.0,693.0
417.0,469.0,352.0,370.0
22.0,57.0,10.0,50.0
34.0,27.0,26.0,38.0
145.0,65.0,144.0,43.0
63.0,68.0,57.0,52.0
0.4818092082697687,76.0,0.5839470435581371,57.0
0.34663647746842796,212.0,1.0,168.0
80.0,80.0,68.0,62.0
86.0,151.0,75.0,99.0
36.0,38.0,34.0,26.0
26.0,35.0,11.0,38.0
54.0,0.6238126722455507,63.0,0.03895857283672588
154.0,201.0,130.0,175.0
11.0,0.4362371601488009,16.0,1.0
44.0,1.0,27.0,2.0
29.0,67.0,29.0,50.0
15.0,7.0,17.0,4.0
126.0,178.0,80.0,138.0
20.0,23.0,20.0,21.0
34.0,0.6884921265774359,36.0,0.4085444246788765
99.0,23.0,70.0,20.0
29.0,4.0,26.0,1.0
72.0,42.0,44.0,42.0
63.0,140.0,55.0,100.0
97.0,40.0,76.0,21.0
200.0,68.0,156.0,36.0
32.0,6.0,32.0,7.0
14.0,1.0,12.0,1.0
35.0,38.0,24.0,25.0
50.0,58.0,29.0,59.0
37.0,29.0,42.0,25.0
30.0,63.0,21.0,45.0
16.0,16.0,13.0,23.0
0.7370197556042102,39.0,0.6323663473228964,12.0
38.0,38.0,40.0,36.0
22.0,17.0,18.0,4.0
29.0,28.0,19.0,26.0
2.0,49.0,1.0,41.0
118.0,16.0,87.0,5.0
44.0,13.0,44.0,5.0
21.0,36.0,21.0,25.0
28.0,25.0,17.0,20.0
20.0,7.0,8.0,8.0
10.0,30.0,8.0,30.0
1.0,23.0,0.3771901355895334,16.0
9.0,34.0,10.0,28.0
3.0,10.0,1.0,9.0
13.0,7.0,17.0,3.0
104.0,106.0,94.0,79.0
71.0,99.0,57.0,93.0
13.0,21.0,6.0,14.0
31.0,0.8141481811016047,31.0,0.7592365532835541
46.0,39.0,35.0,33.0
10.0,8.0,7.0,12.0
18.0,6.0,15.0,5.0
35.0,63.0,25.0,37.0
5.0,14.0,8.0,7.0
114.0,85.0,83.0,66.0
132.0,96.0,103.0,68.0
207.0,83.0,158.0,76.0
401.0,108.0,345.0,79.0
0.8169529639015222,46.0,0.6123708709622647,49.0
168.0,7.0,116.0,7.0
700.0,499.0,569.0,398.0
848.0,852.0,659.0,635.0
105.0,31.0,79.0,33.0
47.0,44.0,44.0,36.0
0.6747502943815211,30.0,0.008343333134808617,23.0
59.0,76.0,34.0,59.0
125.0,2.0,104.0,3.0
16.0,20.0,9.0,18.0
38.0,22.0,31.0,22.0
44.0,44.0,39.0,28.0
18.0,70.0,11.0,56.0
141.0,38.0,123.0,26.0
18.0,6.0,10.0,3.0
31.0,0.2693301874009343,26.0,0.6438365012074516
15.0,0.5027240990310814,10.0,0.5653032814982312
24.0,0.7021825148353483,19.0,0.9315716050125431
14.0,13.0,7.0,11.0
100.0,94.0,69.0,73.0
328.0,230.0,231.0,187.0
21.0,30.0,17.0,28.0
97.0,81.0,85.0,62.0
63.0,164.0,51.0,127.0
104.0,139.0,61.0,99.0
109.0,102.0,91.0,74.0
144.0,84.0,133.0,69.0
6.0,16.0,10.0,3.0
67.0,558.0,54.0,424.0
48.0,22.0,45.0,15.0
35.0,18.0,32.0,17.0
121.0,112.0,91.0,72.0
336.0,255.0,225.0,191.0
49.0,55.0,39.0,35.0
156.0,244.0,140.0,182.0
91.0,94.0,69.0,74.0
79.0,42.0,68.0,26.0
41.0,46.0,27.0,35.0
0.684140667232258,57.0,2.0,45.0
0.4662891073645953,40.0,0.8101838429795737,25.0
152.0,100.0,109.0,66.0
102.0,152.0,76.0,88.0
19.0,17.0,13.0,8.0
74.0,83.0,39.0,50.0
46.0,75.0,38.0,80.0
482.0,460.0,411.0,361.0
217.0,221.0,152.0,183.0
71.0,46.0,64.0,38.0
12.0,14.0,9.0,11.0
253.0,275.0,210.0,240.0
55.0,3.0,40.0,1.0
14.0,15.0,13.0,7.0
17.0,0.3702924611454794,13.0,0.9028500255988262
28.0,27.0,21.0,23.0
9.0,20.0,3.0,21.0
15.0,17.0,8.0,10.0
21.0,14.0,37.0,7.0
33.0,28.0,20.0,18.0
239.0,251.0,202.0,202.0
12.0,38.0,14.0,42.0
114.0,78.0,87.0,57.0
0.32886972643778156,38.0,0.5130683660791046,31.0
331.0,305.0,250.0,238.0
23.0,11.0,21.0,3.0
11.0,167.0,5.0,104.0
17.0,15.0,11.0,14.0
76.0,45.0,38.0,38.0
15.0,31.0,18.0,18.0
72.0,152.0,55.0,114.0
170.0,53.0,135.0,39.0
200.0,302.0,151.0,240.0
164.0,215.0,128.0,156.0
58.0,25.0,53.0,18.0
2.0,9.0,1.0,7.0
606.0,444.0,453.0,351.0
37.0,52.0,44.0,36.0
166.0,263.0,114.0,213.0
202.0,213.0,169.0,142.0
0.7578640984175531,9.0,0.6570231350859229,9.0
52.0,76.0,30.0,58.0
39.0,5.0,21.0,2.0
22.0,27.0,15.0,16.0
12.0,29.0,12.0,14.0
84.0,115.0,60.0,99.0
31.0,68.0,25.0,50.0
32.0,172.0,35.0,150.0
184.0,310.0,160.0,219.0
11.0,32.0,5.0,29.0
290.0,452.0,207.0,304.0
147.0,227.0,105.0,203.0
97.0,80.0,71.0,61.0
1272.0,722.0,986.0,504.0
21.0,8.0,20.0,6.0
194.0,213.0,129.0,175.0
39.0,64.0,33.0,49.0
20.0,15.0,14.0,10.0
18.0,7.0,29.0,5.0
429.0,241.0,334.0,202.0
92.0,3.0,95.0,3.0
79.0,139.0,72.0,102.0
8.0,15.0,5.0,10.0
32.0,77.0,35.0,49.0
53.0,56.0,40.0,51.0
53.0,192.0,45.0,155.0
76.0,37.0,67.0,28.0
1.0,38.0,0.13839671113211383,32.0
2.0,85.0,5.0,69.0
22.0,63.0,20.0,43.0
88.0,43.0,56.0,25.0
0.4207238890013111,174.0,0.3336660458438304,135.0
37.0,69.0,20.0,43.0
69.0,113.0,55.0,83.0
71.0,84.0,65.0,69.0
60.0,131.0,66.0,87.0
75.0,23.0,47.0,14.0
85.0,75.0,50.0,57.0
246.0,145.0,177.0,118.0
196.0,162.0,156.0,118.0
73.0,128.0,74.0,84.0
61.0,85.0,46.0,55.0
5.0,32.0,4.0,22.0
112.0,159.0,89.0,124.0
78.0,45.0,51.0,31.0
11.0,55.0,14.0,35.0
1036.0,2340.0,849.0,1841.0
35.0,49.0,35.0,37.0
17.0,176.0,9.0,123.0
27.0,5.0,15.0,7.0
107.0,53.0,84.0,42.0
26.0,11.0,17.0,11.0
129.0,88.0,110.0,61.0
106.0,2.0,71.0,0.1384292553376718
2.0,102.0,5.0,82.0
13.0,0.33814527470920697,9.0,0.11437753318835453
10.0,26.0,12.0,13.0
0.4727683734329122,67.0,0.4578596136127341,66.0
96.0,67.0,73.0,65.0
25.0,32.0,5.0,32.0
4.0,33.0,2.0,21.0
373.0,194.0,280.0,135.0
88.0,1.0,69.0,0.37517317315568444
136.0,59.0,103.0,57.0
21.0,8.0,13.0,1.0
65.0,41.0,49.0,39.0
96.0,109.0,64.0,81.0
42.0,47.0,30.0,35.0
24.0,8.0,18.0,7.0
19.0,0.3365458041555057,11.0,0.1921267790814205
117.0,82.0,79.0,61.0
56.0,113.0,32.0,77.0
18.0,11.0,15.0,14.0
17.0,0.149837686932483,14.0,1.0
17.0,0.17850365939393353,13.0,0.7658563354741983
212.0,0.5204652589848247,171.0,0.1122360652181742
77.0,66.0,48.0,45.0
0.7483291588536597,30.0,0.03351358969987628,30.0
60.0,69.0,49.0,47.0
91.0,16.0,73.0,28.0
199.0,84.0,162.0,68.0
65.0,17.0,48.0,12.0
64.0,4.0,67.0,3.0
23.0,10.0,20.0,6.0
13.0,81.0,8.0,53.0
91.0,123.0,73.0,93.0
34.0,34.0,27.0,45.0
58.0,0.26881262465564926,45.0,1.0
19.0,33.0,15.0,23.0
85.0,91.0,66.0,70.0
23.0,44.0,18.0,38.0
16.0,13.0,14.0,18.0
342.0,288.0,288.0,240.0
23.0,38.0,12.0,51.0
112.0,129.0,93.0,92.0
21.0,0.5676941976154336,17.0,0.7408373058834884
10.0,12.0,16.0,11.0
321.0,233.0,261.0,172.0
41.0,19.0,32.0,18.0
48.0,22.0,43.0,19.0
78.0,136.0,57.0,105.0
34.0,21.0,47.0,16.0
70.0,32.0,67.0,27.0
43.0,23.0,32.0,10.0
233.0,72.0,184.0,43.0
258.0,113.0,243.0,90.0
31.0,8.0,13.0,9.0
28.0,101.0,21.0,69.0
8.0,20.0,5.0,5.0
44.0,21.0,19.0,20.0
57.0,50.0,42.0,39.0
1368.0,1674.0,1113.0,1311.0
39.0,88.0,27.0,63.0
7.0,38.0,9.0,31.0
85.0,47.0,75.0,48.0
0.3689106118212002,25.0,0.734384099979667,8.0
127.0,32.0,123.0,33.0
34.0,0.6972176111395775,21.0,0.577716320144217
12.0,29.0,10.0,19.0
126.0,57.0,107.0,44.0
27.0,1.0,29.0,0.12447260778608615
58.0,41.0,36.0,20.0
38.0,38.0,38.0,27.0
14.0,27.0,6.0,14.0
7.0,17.0,7.0,9.0
67.0,60.0,66.0,41.0
58.0,191.0,51.0,142.0
48.0,189.0,46.0,162.0
21.0,366.0,16.0,319.0
30.0,157.0,41.0,100.0
47.0,54.0,36.0,53.0
283.0,156.0,210.0,128.0
23.0,0.8479118100022788,29.0,0.5150596848601321
5.0,66.0,1.0,46.0
69.0,65.0,46.0,46.0
3.0,62.0,1.0,35.0
102.0,3.0,86.0,4.0
13.0,7.0,3.0,13.0
113.0,94.0,100.0,79.0
54.0,48.0,47.0,30.0
98.0,250.0,100.0,175.0
167.0,155.0,137.0,108.0
1677.0,680.0,1462.0,580.0
29.0,23.0,23.0,20.0
151.0,0.3501264254131238,113.0,0.34605660732252175
36.0,59.0,18.0,35.0
147.0,0.301619759819893,102.0,0.7985594801920455
17.0,17.0,11.0,24.0
78.0,195.0,80.0,143.0
75.0,45.0,57.0,25.0
26.0,0.07985857550536268,19.0,0.4627681002374906
200.0,167.0,140.0,129.0
0.3759436212820625,148.0,0.9510063929088323,114.0
81.0,124.0,83.0,66.0
51.0,102.0,27.0,70.0
89.0,212.0,67.0,136.0
172.0,203.0,160.0,169.0
79.0,140.0,58.0,102.0
46.0,24.0,27.0,20.0
138.0,0.8572634041749121,89.0,0.3799594840757885
19.0,7.0,24.0,2.0
116.0,182.0,108.0,153.0
77.0,0.46991958637791353,56.0,0.9882737185763175
15.0,254.0,6.0,162.0
215.0,245.0,167.0,187.0
1.0,23.0,2.0,16.0
21.0,44.0,20.0,26.0
17.0,25.0,18.0,24.0
5.0,0.3211703241320808,9.0,0.944129934284899
4.0,31.0,4.0,14.0
292.0,555.0,253.0,431.0
440.0,253.0,348.0,234.0
22.0,0.0596179037531499,15.0,0.35270491118680947
7.0,16.0,5.0,9.0
197.0,111.0,160.0,82.0
103.0,86.0,78.0,80.0
84.0,90.0,60.0,70.0
2108.0,1562.0,1592.0,1196.0
113.0,81.0,75.0,48.0
90.0,83.0,88.0,57.0
22.0,54.0,11.0,39.0
71.0,151.0,54.0,145.0
13.0,15.0,12.0,9.0
0.5002942141921832,124.0,1.0,97.0
84.0,38.0,82.0,27.0
13.0,15.0,7.0,8.0
614.0,350.0,501.0,276.0
46.0,58.0,37.0,65.0
12.0,26.0,7.0,14.0
195.0,150.0,176.0,119.0
1.0,14.0,5.0,11.0
0.2506577409035996,15.0,0.5633567665049227,6.0
1080.0,1613.0,826.0,1270.0
63.0,24.0,46.0,19.0
244.0,1.0,186.0,0.4368055188405561
25.0,48.0,13.0,35.0
72.0,35.0,58.0,39.0
11.0,4.0,6.0,9.0
31.0,5.0,22.0,4.0
18.0,0.5888124105334599,19.0,0.3452348654444517
92.0,83.0,77.0,60.0
64.0,46.0,60.0,38.0
11.0,0.6856788179473378,14.0,0.30607980756094755
4.0,11.0,4.0,6.0
36.0,16.0,25.0,15.0
251.0,271.0,170.0,205.0
81.0,106.0,67.0,78.0
115.0,212.0,97.0,142.0
96.0,173.0,92.0,139.0
41.0,62.0,39.0,47.0
39.0,54.0,40.0,36.0
19.0,16.0,21.0,20.0
7.0,55.0,4.0,48.0
21.0,9.0,12.0,12.0
79.0,180.0,71.0,159.0
14.0,13.0,8.0,11.0
78.0,12.0,69.0,7.0
20.0,50.0,31.0,30.0
1.0,127.0,0.7383316083177165,97.0
30.0,79.0,38.0,62.0
22.0,0.7535186716431143,13.0,0.6577450326305433
113.0,124.0,79.0,133.0
563.0,966.0,459.0,739.0
223.0,105.0,179.0,79.0
43.0,23.0,26.0,21.0
1247.0,1140.0,941.0,919.0
152.0,111.0,124.0,87.0
259.0,127.0,202.0,91.0
9.0,15.0,4.0,10.0
108.0,98.0,72.0,81.0
352.0,328.0,264.0,278.0
832.0,1079.0,728.0,818.0
22.0,24.0,19.0,13.0
17.0,14.0,12.0,11.0
93.0,21.0,57.0,18.0
101.0,22.0,91.0,25.0
14.0,4.0,19.0,3.0
359.0,45.0,291.0,25.0
19.0,29.0,18.0,24.0
9.0,19.0,8.0,9.0
64.0,59.0,58.0,34.0
17.0,53.0,6.0,29.0
51.0,60.0,36.0,57.0
21.0,50.0,17.0,53.0
48.0,22.0,21.0,20.0
90.0,51.0,72.0,39.0
21.0,2.0,21.0,1.0
157.0,200.0,149.0,152.0
72.0,78.0,61.0,50.0
8.0,33.0,13.0,21.0
60.0,11.0,47.0,14.0
140.0,129.0,122.0,111.0
54.0,60.0,51.0,57.0
13.0,27.0,12.0,18.0
6.0,23.0,3.0,15.0
28.0,112.0,23.0,91.0
495.0,463.0,378.0,346.0
227.0,136.0,174.0,109.0
597.0,254.0,479.0,187.0
74.0,12.0,78.0,5.0
159.0,357.0,118.0,282.0
9.0,6.0,10.0,6.0
6.0,6.0,10.0,11.0
1.0,722.0,1.0,492.0
56.0,230.0,55.0,159.0
75.0,58.0,58.0,44.0
225.0,131.0,162.0,104.0
176.0,77.0,148.0,69.0
7.0,53.0,0.8137151490085788,42.0
52.0,29.0,54.0,21.0
117.0,97.0,76.0,50.0
163.0,63.0,100.0,54.0
105.0,129.0,86.0,107.0
40.0,24.0,35.0,14.0
97.0,70.0,77.0,52.0
31.0,36.0,31.0,34.0
149.0,162.0,94.0,125.0
246.0,295.0,162.0,235.0
81.0,0.9095179812376969,59.0,0.46886760147195605
24.0,34.0,19.0,19.0
303.0,438.0,205.0,335.0
14.0,56.0,15.0,23.0
48.0,46.0,30.0,42.0
9.0,240.0,12.0,192.0
103.0,58.0,83.0,51.0
0.6840215103375614,103.0,0.26030234072205993,81.0
8.0,18.0,11.0,19.0
27.0,13.0,18.0,22.0
45.0,397.0,32.0,250.0
50.0,46.0,43.0,28.0
19.0,30.0,13.0,19.0
19.0,12.0,21.0,8.0
49.0,66.0,39.0,39.0
0.6605539201493584,26.0,0.01767186646343233,14.0
66.0,24.0,55.0,20.0
79.0,23.0,53.0,14.0
92.0,83.0,75.0,56.0
3057.0,2.0,2503.0,3.0
14.0,0.905855946315404,9.0,0.5862689597485845
46.0,0.18587713994938349,37.0,0.9733814898637008
71.0,85.0,74.0,47.0
25.0,20.0,10.0,15.0
550.0,309.0,442.0,227.0
72.0,73.0,46.0,67.0
71.0,104.0,56.0,74.0
200.0,221.0,139.0,189.0
119.0,95.0,86.0,61.0
56.0,4.0,64.0,9.0
47.0,96.0,44.0,71.0
35.0,8.0,20.0,8.0
74.0,119.0,48.0,79.0
26.0,27.0,27.0,20.0
46.0,170.0,37.0,124.0
264.0,194.0,201.0,132.0
5.0,10.0,2.0,11.0
37.0,16.0,32.0,21.0
56.0,463.0,49.0,324.0
7.0,66.0,6.0,67.0
19.0,0.422404484548661,25.0,0.38004001633930695
45.0,78.0,28.0,45.0
26.0,19.0,16.0,19.0
96.0,90.0,85.0,72.0
60.0,89.0,53.0,71.0
102.0,125.0,96.0,101.0
37.0,25.0,32.0,21.0
21.0,126.0,10.0,94.0
20.0,17.0,18.0,12.0
34.0,32.0,20.0,31.0
46.0,8.0,33.0,4.0
30.0,717.0,36.0,504.0
41.0,56.0,51.0,54.0
43.0,23.0,46.0,27.0
38.0,67.0,35.0,52.0
94.0,50.0,87.0,40.0
22.0,13.0,13.0,11.0
25.0,20.0,26.0,16.0
33.0,62.0,30.0,35.0
43.0,79.0,44.0,65.0
0.17100477635736577,37.0,0.6328540300071397,26.0
157.0,113.0,128.0,80.0
288.0,39.0,266.0,25.0
15.0,22.0,8.0,16.0
159.0,273.0,146.0,215.0
62.0,25.0,47.0,24.0
70.0,130.0,78.0,70.0
92.0,39.0,65.0,29.0
38.0,9.0,20.0,5.0
16.0,5.0,16.0,7.0
30.0,1.0,29.0,0.5674037249514522
83.0,38.0,71.0,34.0
77.0,279.0,77.0,213.0
21.0,13.0,13.0,13.0
78.0,0.977697188383373,53.0,1.0
31.0,15.0,39.0,19.0
196.0,86.0,131.0,58.0
97.0,0.9680348981602835,84.0,0.9274571859873242
97.0,9.0,77.0,7.0
242.0,293.0,157.0,225.0
46.0,0.869683348756773,44.0,0.7941195870032485
1.0,365.0,1.0,268.0
73.0,118.0,65.0,74.0
134.0,89.0,114.0,54.0
15.0,0.058219771186331815,14.0,0.6076312159579443
1034.0,265.0,807.0,224.0
3.0,925.0,2.0,622.0
25.0,74.0,14.0,61.0
341.0,281.0,254.0,245.0
13.0,6.0,12.0,11.0
61.0,109.0,44.0,65.0
10.0,0.4627523245200613,13.0,0.943324906899596
138.0,148.0,113.0,117.0
34.0,120.0,14.0,80.0
54.0,0.838778766315637,47.0,0.13309739489897354
186.0,101.0,157.0,95.0
42.0,0.5577760202919929,45.0,0.05544079240778155
8.0,17.0,7.0,11.0
33.0,22.0,21.0,13.0
4.0,41.0,4.0,36.0
5.0,2129.0,3.0,1622.0
106.0,39.0,81.0,38.0
14.0,41.0,28.0,26.0
17.0,0.47556126473599847,16.0,0.022591248441179212
16.0,0.735088797837268,13.0,0.8394641699255952
109.0,173.0,72.0,125.0
53.0,38.0,44.0,36.0
83.0,105.0,63.0,85.0
376.0,496.0,313.0,358.0
358.0,345.0,310.0,288.0
117.0,89.0,89.0,69.0
20.0,17.0,15.0,23.0
185.0,58.0,159.0,25.0
68.0,79.0,61.0,66.0
13.0,5.0,10.0,0.343405699848518
0.47549250560759726,66.0,0.6978300936025345,32.0
31.0,220.0,30.0,171.0
78.0,65.0,78.0,41.0
375.0,284.0,310.0,230.0
45.0,51.0,30.0,46.0
23.0,18.0,18.0,13.0
84.0,133.0,51.0,85.0
39.0,39.0,35.0,26.0
306.0,161.0,229.0,127.0
319.0,339.0,285.0,245.0
39.0,44.0,38.0,26.0
12.0,10.0,10.0,8.0
57.0,12.0,41.0,17.0
447.0,389.0,373.0,234.0
178.0,135.0,172.0,80.0
51.0,5.0,39.0,4.0
27.0,23.0,23.0,14.0
11.0,32.0,6.0,38.0
22.0,19.0,24.0,19.0
14.0,5.0,15.0,8.0
11.0,10.0,16.0,13.0
41.0,36.0,43.0,30.0
11.0,14.0,10.0,13.0
10.0,12.0,7.0,3.0
31.0,28.0,32.0,20.0
21.0,2.0,14.0,0.9977516209215272
18.0,5.0,11.0,5.0
12.0,11.0,12.0,4.0
6.0,17.0,8.0,12.0
16.0,7.0,15.0,14.0
69.0,68.0,74.0,41.0
19.0,0.8753418132721986,19.0,0.7204821086011095
26.0,17.0,25.0,12.0
12.0,22.0,12.0,26.0
95.0,143.0,69.0,134.0
30.0,19.0,23.0,15.0
19.0,21.0,14.0,14.0
40.0,69.0,46.0,46.0
31.0,0.04529898206858762,14.0,0.362593654081652
377.0,95.0,305.0,77.0
108.0,26.0,99.0,18.0
186.0,107.0,147.0,94.0
68.0,59.0,56.0,58.0
13.0,9.0,6.0,12.0
4.0,7.0,2.0,12.0
16.0,18.0,8.0,10.0
34.0,2.0,33.0,6.0
37.0,0.38306395338688615,23.0,0.9559721872177375
41.0,47.0,28.0,34.0
1.0,10.0,0.5091800967513596,11.0
53.0,57.0,36.0,54.0
29.0,22.0,23.0,15.0
35.0,1.0,28.0,0.6141380711277761
400.0,176.0,322.0,135.0
6.0,7.0,6.0,7.0
63.0,0.6399316506551251,46.0,0.2908841201126837
664.0,403.0,566.0,298.0
468.0,546.0,352.0,451.0
57.0,24.0,29.0,30.0
90.0,67.0,74.0,41.0
157.0,59.0,125.0,41.0
26.0,42.0,20.0,23.0
35.0,51.0,31.0,41.0
58.0,1240.0,50.0,975.0
72.0,63.0,52.0,39.0
20.0,107.0,26.0,68.0
1.0,442.0,3.0,347.0
42.0,1.0,36.0,0.3281666518066835
27.0,88.0,22.0,67.0
22.0,43.0,17.0,30.0
18.0,5.0,21.0,3.0
26.0,0.3749515811485923,19.0,0.0386703148971721
31.0,15.0,27.0,9.0
56.0,38.0,54.0,19.0
55.0,64.0,33.0,63.0
9.0,34.0,11.0,21.0
8.0,11.0,12.0,13.0
27.0,47.0,14.0,21.0
28.0,40.0,26.0,35.0
14.0,13.0,11.0,11.0
6.0,0.568203120085681,15.0,0.43209965537893547
22.0,91.0,23.0,63.0
37.0,55.0,22.0,36.0
19.0,22.0,5.0,25.0
68.0,184.0,32.0,150.0
15.0,14.0,4.0,16.0
12.0,9.0,14.0,14.0
35.0,18.0,21.0,21.0
1.0,220.0,1.0,166.0
164.0,10.0,120.0,4.0
13.0,23.0,9.0,20.0
21.0,8.0,23.0,1.0
98.0,111.0,65.0,57.0
1.0,15.0,0.23288653966563644,17.0
0.886395003325077,109.0,0.5909955818443337,89.0
115.0,0.4535282995987022,122.0,0.7616050239993953
19.0,14.0,13.0,18.0
34.0,0.573931319593423,36.0,0.8788136654117881
63.0,25.0,38.0,29.0
16.0,68.0,5.0,51.0
62.0,131.0,43.0,100.0
26.0,2.0,28.0,1.0
75.0,115.0,68.0,61.0
119.0,37.0,80.0,25.0
18.0,0.12623584403474786,6.0,0.19121682104858906
251.0,285.0,180.0,250.0
17.0,15.0,8.0,8.0
3.0,99.0,2.0,60.0
58.0,67.0,46.0,43.0
194.0,49.0,160.0,53.0
78.0,45.0,50.0,41.0
8.0,8.0,4.0,8.0
28.0,23.0,18.0,14.0
76.0,0.6577763334372776,50.0,0.7466693866082057
2.0,1421.0,0.6146624013970743,1163.0
17.0,9.0,10.0,8.0
69.0,102.0,47.0,68.0
36.0,1.0,24.0,1.0
42.0,34.0,54.0,18.0
28.0,141.0,27.0,90.0
36.0,30.0,22.0,31.0
18.0,0.47329226068659647,20.0,0.6403679636196669
0.2620122948854421,62.0,1.0,49.0
79.0,87.0,54.0,63.0
259.0,349.0,192.0,267.0
11.0,9.0,10.0,15.0
204.0,89.0,167.0,58.0
39.0,168.0,33.0,132.0
16.0,47.0,6.0,46.0
196.0,77.0,140.0,54.0
21.0,0.2895884215071711,11.0,0.4306276199378912
32.0,0.4185540878978805,20.0,0.1647648983930644
106.0,146.0,74.0,113.0
46.0,50.0,36.0,23.0
199.0,0.9511923474598966,147.0,0.24447241884816673
23.0,32.0,19.0,16.0
43.0,39.0,31.0,31.0
6.0,124.0,0.4887915082480585,73.0
34.0,0.9600541650052649,29.0,0.3339784579008527
22.0,16.0,24.0,15.0
17.0,10.0,16.0,8.0
19.0,18.0,20.0,15.0
16.0,26.0,9.0,12.0
14.0,4.0,6.0,4.0
244.0,316.0,201.0,260.0
38.0,52.0,28.0,37.0
23.0,12.0,12.0,10.0
68.0,16.0,77.0,17.0
45.0,46.0,50.0,38.0
5.0,16.0,2.0,14.0
14.0,0.8738236730454875,15.0,1.0
16.0,21.0,5.0,12.0
56.0,34.0,34.0,21.0
13.0,40.0,16.0,41.0
64.0,16.0,46.0,9.0
9.0,34.0,7.0,21.0
141.0,89.0,110.0,61.0
33.0,32.0,35.0,22.0
29.0,22.0,31.0,19.0
20.0,0.9255591401539426,16.0,0.8193245073729114
235.0,96.0,167.0,68.0
22.0,4.0,17.0,6.0
180.0,65.0,141.0,52.0
138.0,150.0,115.0,150.0
28.0,1.0,22.0,1.0
0.0652612999840323,16.0,2.0,16.0
88.0,0.11900745687459913,83.0,0.3176482581793395
29.0,2.0,20.0,2.0
163.0,88.0,85.0,73.0
65.0,38.0,47.0,30.0
4.0,30.0,7.0,26.0
19.0,30.0,29.0,17.0
23.0,7.0,19.0,8.0
26.0,3.0,21.0,0.6252074026358828
46.0,60.0,41.0,32.0
29.0,16.0,18.0,14.0
3.0,49.0,5.0,34.0
1.0,832.0,1.0,621.0
61.0,58.0,56.0,60.0
65.0,19.0,34.0,21.0
79.0,130.0,65.0,101.0
9.0,68.0,22.0,49.0
34.0,52.0,18.0,43.0
20.0,1.0,15.0,0.43894404025226463
59.0,7.0,60.0,7.0
45.0,68.0,51.0,61.0
57.0,83.0,34.0,65.0
11.0,12.0,12.0,11.0
54.0,91.0,44.0,73.0
10.0,16.0,8.0,10.0
35.0,118.0,31.0,105.0
13.0,0.21284739878451864,23.0,0.8438724387910678
104.0,104.0,80.0,68.0
9.0,12.0,10.0,11.0
24.0,81.0,21.0,88.0
43.0,127.0,32.0,112.0
17.0,23.0,12.0,8.0
47.0,25.0,35.0,26.0
36.0,16.0,27.0,14.0
42.0,31.0,35.0,32.0
85.0,57.0,62.0,40.0
14.0,35.0,9.0,18.0
10.0,0.813342174359216,6.0,2.0
49.0,46.0,39.0,36.0
62.0,65.0,55.0,39.0
15.0,30.0,19.0,18.0
0.44391140244763583,205.0,0.28282746307238327,164.0
18.0,63.0,22.0,35.0
30.0,9.0,19.0,6.0
96.0,85.0,75.0,74.0
313.0,303.0,270.0,222.0
309.0,249.0,277.0,159.0
84.0,151.0,75.0,136.0
128.0,71.0,113.0,47.0
19.0,7.0,15.0,4.0
67.0,143.0,47.0,133.0
81.0,109.0,66.0,89.0
93.0,45.0,87.0,38.0
81.0,1.0,66.0,0.5122104260988655
3.0,22.0,3.0,14.0
23.0,34.0,23.0,26.0
8.0,8.0,11.0,6.0
47.0,1.0,45.0,0.6975191798537105
17.0,12.0,12.0,8.0
0.15120093330285456,27.0,0.27743414602301397,16.0
37.0,30.0,24.0,26.0
28.0,2.0,23.0,4.0
16.0,0.4888863630007103,18.0,0.7382598550658901
41.0,60.0,30.0,33.0
69.0,34.0,40.0,25.0
49.0,1.0,41.0,0.2925297812438632
14.0,27.0,15.0,17.0
