"","SRX008333","SRX008334","SRX008331","SRX008332"
"ENSG00000174579",22,12,14,10
"ENSG00000174599",8,2,6,17
"ENSG00000174607",12,8,8,10
"ENSG00000174652",24,33,45,33
"ENSG00000174669",86,103,125,112
"ENSG00000174672",0,0,162,153
"ENSG00000174684",30,28,292,234
"ENSG00000174718",71,74,50,62
"ENSG00000174744",49,40,42,32
"ENSG00000174749",122,157,35,23
"ENSG00000174804",1,0,14,13
"ENSG00000174840",113,125,109,78
"ENSG00000174886",280,258,206,175
"ENSG00000174903",3,4,14,16
"ENSG00000174915",60,48,217,181
"ENSG00000174917",32,28,41,41
"ENSG00000174938",2,0,62,49
"ENSG00000174943",32,34,55,71
"ENSG00000174989",67,79,130,115
"ENSG00000175040",2,1,28,28
"ENSG00000175063",11,0,4,4
"ENSG00000175073",41,43,29,15
"ENSG00000175087",6,16,11,7
"ENSG00000175105",11,26,18,15
"ENSG00000175115",132,124,83,52
"ENSG00000175130",235,225,417,380
"ENSG00000175155",6,0,22,28
"ENSG00000175175",2,2,94,99
"ENSG00000175183",0,0,8,15
"ENSG00000175197",27,17,61,77
"ENSG00000175203",159,121,359,366
"ENSG00000175213",31,32,42,45
"ENSG00000175215",48,48,45,24
"ENSG00000175216",614,656,1075,1017
"ENSG00000175220",45,31,23,32
"ENSG00000175221",160,164,208,166
"ENSG00000175224",61,70,167,163
"ENSG00000175283",42,25,84,75
"ENSG00000175324",12,12,4,9
"ENSG00000175334",57,49,37,43
"ENSG00000175348",28,29,16,23
"ENSG00000175376",58,50,44,40
"ENSG00000175387",162,172,54,67
"ENSG00000175390",29,14,31,27
"ENSG00000175463",73,98,0,1
"ENSG00000175467",117,94,175,162
"ENSG00000175482",148,145,25,18
"ENSG00000175536",12,13,33,16
"ENSG00000175550",109,109,98,97
"ENSG00000175567",795,628,203,160
"ENSG00000175573",63,55,99,99
"ENSG00000175575",16,14,36,46
"ENSG00000175581",15,6,7,11
"ENSG00000175582",23,27,26,32
"ENSG00000175602",118,101,75,44
"ENSG00000175634",16,25,36,21
"ENSG00000175643",119,91,51,75
"ENSG00000175711",22,10,19,17
"ENSG00000175727",27,22,24,17
"ENSG00000175756",13,8,7,5
"ENSG00000175768",92,99,65,83
"ENSG00000175782",49,45,17,16
"ENSG00000175826",16,17,47,36
"ENSG00000175866",2,6,35,46
"ENSG00000175868",0,0,43,38
"ENSG00000175895",46,63,9,17
"ENSG00000175898",247,161,5,4
"ENSG00000175901",2,0,45,30
"ENSG00000175906",0,0,18,15
"ENSG00000175931",173,160,547,483
"ENSG00000175970",149,108,215,238
"ENSG00000176014",1,1,32,34
"ENSG00000176022",137,91,191,141
"ENSG00000176046",0,0,26,22
"ENSG00000176058",33,20,18,18
"ENSG00000176087",7,9,15,20
"ENSG00000176101",26,28,20,22
"ENSG00000176102",16,28,43,50
"ENSG00000176105",0,0,23,24
"ENSG00000176108",16,25,63,56
"ENSG00000176148",26,10,33,27
"ENSG00000176165",1,0,80,81
"ENSG00000176182",83,70,29,27
"ENSG00000176208",53,60,68,75
"ENSG00000176225",19,19,47,45
"ENSG00000176340",278,200,382,362
"ENSG00000176390",41,31,29,24
"ENSG00000176396",31,18,40,43
"ENSG00000176401",2,4,18,7
"ENSG00000176407",10,14,9,8
"ENSG00000176410",24,22,16,10
"ENSG00000176422",16,28,32,32
"ENSG00000176438",6,11,11,3
"ENSG00000176454",52,74,59,57
"ENSG00000176463",86,83,1,1
"ENSG00000176473",9,10,30,24
"ENSG00000176476",33,36,78,84
"ENSG00000176490",1,0,92,75
"ENSG00000176531",13,14,10,15
"ENSG00000176533",8,4,25,15
"ENSG00000176595",0,0,36,39
"ENSG00000176624",294,274,66,52
"ENSG00000176658",46,51,66,46
"ENSG00000176715",158,148,45,39
"ENSG00000176749",2,11,32,21
"ENSG00000176788",55,74,13,15
"ENSG00000176834",0,1,14,20
"ENSG00000176845",11,10,10,7
"ENSG00000176871",9,6,92,78
"ENSG00000176887",10,15,0,1
"ENSG00000176890",157,167,135,116
"ENSG00000176903",47,72,312,259
"ENSG00000176912",8,7,14,14
"ENSG00000176915",120,120,192,221
"ENSG00000176946",11,4,12,7
"ENSG00000176953",111,141,144,152
"ENSG00000176973",36,28,37,38
"ENSG00000176994",24,17,103,108
"ENSG00000177030",45,54,235,200
"ENSG00000177045",27,16,57,51
"ENSG00000177051",92,63,71,48
"ENSG00000177054",27,20,50,59
"ENSG00000177082",7,20,41,36
"ENSG00000177105",97,90,84,67
"ENSG00000177106",47,40,13,8
"ENSG00000177108",1,0,29,28
"ENSG00000177119",25,31,18,23
"ENSG00000177125",16,16,24,28
"ENSG00000177150",27,30,20,22
"ENSG00000177156",382,353,348,325
"ENSG00000177169",15,11,149,163
"ENSG00000177181",17,13,7,10
"ENSG00000177192",90,70,66,58
"ENSG00000177200",70,65,84,70
"ENSG00000177225",29,28,26,16
"ENSG00000177272",100,89,0,0
"ENSG00000177283",1,3,29,39
"ENSG00000177303",6,5,101,81
"ENSG00000177352",40,32,129,97
"ENSG00000177370",26,27,161,153
"ENSG00000177380",49,32,55,48
"ENSG00000177383",115,142,87,105
"ENSG00000177406",11,7,4,3
"ENSG00000177425",81,87,75,66
"ENSG00000177426",8,17,7,4
"ENSG00000177455",176,197,2,1
"ENSG00000177485",63,65,187,177
"ENSG00000177508",0,0,35,20
"ENSG00000177542",19,25,16,23
"ENSG00000177548",89,85,33,17
"ENSG00000177556",31,20,35,23
"ENSG00000177576",17,14,15,9
"ENSG00000177595",81,90,203,184
"ENSG00000177600",395,341,404,498
"ENSG00000177602",78,51,80,94
"ENSG00000177606",2,1,1880,1711
"ENSG00000177613",71,90,149,156
"ENSG00000177614",0,1,79,87
"ENSG00000177666",213,256,290,287
"ENSG00000177697",0,0,32,48
"ENSG00000177700",178,119,100,119
"ENSG00000177721",12,9,2,3
"ENSG00000177728",184,168,443,428
"ENSG00000177732",377,347,304,284
"ENSG00000177733",607,513,637,564
"ENSG00000177764",127,119,124,123
"ENSG00000177830",52,52,96,110
"ENSG00000177885",106,100,50,72
"ENSG00000177888",5,12,7,18
"ENSG00000177889",21,23,28,21
"ENSG00000177917",6,3,13,14
"ENSG00000177932",21,18,60,42
"ENSG00000177946",22,21,70,66
"ENSG00000177963",258,277,278,292
"ENSG00000177971",116,96,146,129
"ENSG00000177981",25,35,58,55
"ENSG00000178057",64,100,225,193
"ENSG00000178093",8,5,14,9
"ENSG00000178096",4,0,30,22
"ENSG00000178105",31,35,59,61
"ENSG00000178188",119,150,130,149
"ENSG00000178202",0,0,103,108
"ENSG00000178209",310,275,319,261
"ENSG00000178295",89,123,57,53
"ENSG00000178307",104,92,100,100
"ENSG00000178397",19,9,16,9
"ENSG00000178409",31,13,13,5
"ENSG00000178449",29,20,20,16
"ENSG00000178498",0,0,60,75
"ENSG00000178502",20,18,30,31
"ENSG00000178531",22,23,80,73
"ENSG00000178538",8,6,56,51
"ENSG00000178567",55,65,0,2
"ENSG00000178573",0,0,43,46
"ENSG00000178585",31,18,27,13
"ENSG00000178605",46,30,123,85
"ENSG00000178607",22,8,17,16
"ENSG00000178685",7,16,0,0
"ENSG00000178695",23,19,186,151
"ENSG00000178718",1,0,69,67
"ENSG00000178719",103,89,336,286
"ENSG00000178741",116,106,98,92
"ENSG00000178761",8,10,22,19
"ENSG00000178764",66,54,25,22
"ENSG00000178773",1,0,13,14
"ENSG00000178802",23,32,186,184
"ENSG00000178896",60,51,66,41
"ENSG00000178913",91,103,358,367
"ENSG00000178919",0,1,16,17
"ENSG00000178921",175,199,418,337
"ENSG00000178927",157,145,44,44
"ENSG00000178951",169,152,70,60
"ENSG00000178952",369,335,305,330
"ENSG00000178966",68,52,29,32
"ENSG00000178971",52,56,126,128
"ENSG00000178974",94,74,123,132
"ENSG00000178982",173,152,139,145
"ENSG00000178988",81,81,152,158
"ENSG00000178996",3,2,21,30
"ENSG00000178999",81,89,155,150
"ENSG00000179010",54,68,127,102
"ENSG00000179041",180,188,198,221
"ENSG00000179085",3,10,33,45
"ENSG00000179091",387,332,260,229
"ENSG00000179094",8,9,38,31
"ENSG00000179115",321,310,423,382
"ENSG00000179119",18,15,32,25
"ENSG00000179134",112,128,207,218
"ENSG00000179151",135,136,212,238
"ENSG00000179163",23,20,58,61
"ENSG00000179195",225,190,419,445
"ENSG00000179218",2544,2367,6979,6167
"ENSG00000179241",0,0,64,65
"ENSG00000179262",743,651,671,652
"ENSG00000179271",160,128,150,135
"ENSG00000179294",145,116,40,43
"ENSG00000179295",14,6,17,14
"ENSG00000179314",0,0,108,98
"ENSG00000179364",73,84,158,144
"ENSG00000179409",53,47,168,140
"ENSG00000179431",0,0,122,105
"ENSG00000179456",40,33,53,72
"ENSG00000179523",6,14,7,18
"ENSG00000179526",42,42,78,63
"ENSG00000179583",34,42,0,0
"ENSG00000179588",31,22,35,15
"ENSG00000179598",0,0,26,22
"ENSG00000179604",0,0,24,26
"ENSG00000179627",14,10,12,18
"ENSG00000179630",13,19,1,3
"ENSG00000179632",314,258,336,291
"ENSG00000179698",6,11,7,7
"ENSG00000179832",68,87,16,14
"ENSG00000179833",28,31,4,3
"ENSG00000179837",358,288,428,379
"ENSG00000179873",8,13,0,1
"ENSG00000179886",31,18,47,25
"ENSG00000179899",4,8,14,17
"ENSG00000179918",170,153,228,233
"ENSG00000179922",18,23,37,23
"ENSG00000179933",22,29,43,46
"ENSG00000179941",12,19,47,58
"ENSG00000179943",56,47,53,34
"ENSG00000179950",231,241,341,327
"ENSG00000179958",290,242,299,298
"ENSG00000179965",16,13,73,37
"ENSG00000179981",51,40,86,73
"ENSG00000180008",78,111,54,57
"ENSG00000180011",16,28,80,83
"ENSG00000180035",79,37,99,98
"ENSG00000180089",12,31,15,12
"ENSG00000180096",251,244,18,13
"ENSG00000180185",7,9,20,31
"ENSG00000180263",63,70,8,6
"ENSG00000180304",80,52,64,91
"ENSG00000180318",0,0,30,24
"ENSG00000180329",54,61,131,135
"ENSG00000180340",5,9,42,33
"ENSG00000180346",6,10,10,14
"ENSG00000180357",18,11,13,6
"ENSG00000180389",34,25,16,24
"ENSG00000180447",0,0,157,130
"ENSG00000180448",527,514,21,14
"ENSG00000180574",50,51,83,68
"ENSG00000180611",2,0,11,17
"ENSG00000180628",37,24,9,12
"ENSG00000180667",52,59,35,41
"ENSG00000180730",0,0,15,22
"ENSG00000180771",73,74,80,56
"ENSG00000180773",7,11,41,36
"ENSG00000180806",0,0,15,16
"ENSG00000180891",1,1,43,50
"ENSG00000180900",314,287,387,313
"ENSG00000180901",93,91,156,169
"ENSG00000180917",17,21,28,42
"ENSG00000180921",8,6,54,39
"ENSG00000180964",9,9,61,67
"ENSG00000180979",22,18,9,14
"ENSG00000180992",74,67,52,55
"ENSG00000180998",1,6,14,13
"ENSG00000181026",101,88,122,120
"ENSG00000181027",38,34,196,145
"ENSG00000181029",111,96,144,100
"ENSG00000181035",17,15,13,6
"ENSG00000181038",43,33,54,52
"ENSG00000181045",0,0,85,65
"ENSG00000181135",24,22,24,32
"ENSG00000181218",0,4,44,31
"ENSG00000181222",680,631,985,847
"ENSG00000181264",0,0,21,12
"ENSG00000181274",66,61,68,60
"ENSG00000181284",24,12,13,16
"ENSG00000181368",0,0,22,13
"ENSG00000181396",32,24,63,80
"ENSG00000181409",0,0,14,11
"ENSG00000181418",19,19,9,9
"ENSG00000181467",110,57,52,50
"ENSG00000181472",127,130,57,80
"ENSG00000181513",8,11,20,34
"ENSG00000181523",8,7,96,96
"ENSG00000181577",28,31,0,0
"ENSG00000181588",26,29,45,30
"ENSG00000181610",51,36,64,45
"ENSG00000181751",18,15,31,30
"ENSG00000181754",0,0,18,12
"ENSG00000181788",36,37,6,9
"ENSG00000181817",44,33,17,12
"ENSG00000181826",29,12,3,2
"ENSG00000181827",180,156,76,82
"ENSG00000181830",44,54,42,32
"ENSG00000181852",159,94,184,175
"ENSG00000181856",0,0,10,16
"ENSG00000181873",20,13,63,61
"ENSG00000181915",144,113,131,123
"ENSG00000181924",122,115,98,96
"ENSG00000181929",65,37,155,180
"ENSG00000181938",45,44,129,106
"ENSG00000181991",53,52,59,66
"ENSG00000182013",16,16,73,56
"ENSG00000182054",77,62,243,189
"ENSG00000182087",416,507,407,386
"ENSG00000182117",53,45,25,35
"ENSG00000182118",15,9,60,62
"ENSG00000182154",74,61,46,53
"ENSG00000182157",0,0,76,62
"ENSG00000182162",12,12,0,0
"ENSG00000182173",34,42,46,60
"ENSG00000182175",0,0,126,131
"ENSG00000182180",20,12,9,15
"ENSG00000182195",0,0,75,53
"ENSG00000182196",101,103,93,96
"ENSG00000182199",940,762,1092,1057
"ENSG00000182208",13,12,31,18
"ENSG00000182224",25,19,94,96
"ENSG00000182247",23,13,14,13
"ENSG00000182272",0,0,55,40
"ENSG00000182307",100,82,193,218
"ENSG00000182318",22,8,14,18
"ENSG00000182319",122,125,10,12
"ENSG00000182325",46,95,78,64
"ENSG00000182379",196,149,40,53
"ENSG00000182400",12,13,27,21
"ENSG00000182446",132,103,140,129
"ENSG00000182459",0,1,14,26
"ENSG00000182481",150,127,145,135
"ENSG00000182489",12,16,0,0
"ENSG00000182500",90,62,59,53
"ENSG00000182512",101,98,64,47
"ENSG00000182544",28,31,40,33
"ENSG00000182551",15,11,56,41
"ENSG00000182557",28,23,0,0
"ENSG00000182612",0,0,18,17
"ENSG00000182628",27,50,45,62
"ENSG00000182674",0,0,13,20
"ENSG00000182685",10,12,6,4
"ENSG00000182700",8,8,10,14
"ENSG00000182704",2,0,46,60
"ENSG00000182742",23,23,13,11
"ENSG00000182768",31,29,137,120
"ENSG00000182810",53,58,75,57
"ENSG00000182827",16,14,58,47
"ENSG00000182831",117,66,50,39
"ENSG00000182836",34,41,0,0
"ENSG00000182858",13,14,55,52
"ENSG00000182890",46,29,38,40
"ENSG00000182909",27,30,7,7
"ENSG00000182919",22,24,13,12
"ENSG00000182934",340,326,394,401
"ENSG00000182963",14,16,59,66
"ENSG00000182985",47,35,71,77
"ENSG00000183010",210,189,270,236
"ENSG00000183011",70,51,137,111
"ENSG00000183020",47,66,85,83
"ENSG00000183044",25,20,26,19
"ENSG00000183048",76,67,123,126
"ENSG00000183049",11,13,1,1
"ENSG00000183072",0,0,44,36
"ENSG00000183093",171,138,162,149
"ENSG00000183098",0,0,21,19
"ENSG00000183153",1,2,14,10
"ENSG00000183155",37,39,58,55
"ENSG00000183161",49,57,0,2
"ENSG00000183172",54,57,35,32
"ENSG00000183207",233,206,234,203
"ENSG00000183260",16,22,24,24
"ENSG00000183283",53,35,41,26
"ENSG00000183291",25,22,56,51
"ENSG00000183307",0,1,23,10
"ENSG00000183309",7,11,31,51
"ENSG00000183340",21,15,25,26
"ENSG00000183354",53,50,42,63
"ENSG00000183355",6,12,6,11
"ENSG00000183421",0,0,34,33
"ENSG00000183475",20,20,28,27
"ENSG00000183495",414,342,455,432
"ENSG00000183496",24,11,37,35
"ENSG00000183508",16,4,8,11
"ENSG00000183527",14,26,37,37
"ENSG00000183617",16,20,35,38
"ENSG00000183624",193,128,25,33
"ENSG00000183648",17,7,17,10
"ENSG00000183655",17,14,29,40
"ENSG00000183688",0,0,100,80
"ENSG00000183723",0,0,71,69
"ENSG00000183735",39,41,46,50
"ENSG00000183741",9,16,16,13
"ENSG00000183751",158,147,200,203
"ENSG00000183779",0,0,92,70
"ENSG00000183798",1,0,64,52
"ENSG00000183828",14,14,72,66
"ENSG00000183853",0,0,44,29
"ENSG00000183856",1,4,18,24
"ENSG00000183864",17,20,15,10
"ENSG00000183978",58,43,146,135
"ENSG00000184009",1063,1047,3388,3450
"ENSG00000184014",57,46,592,579
"ENSG00000184056",20,31,56,48
"ENSG00000184076",65,66,75,121
"ENSG00000184160",0,0,29,23
"ENSG00000184162",22,11,31,17
"ENSG00000184178",19,19,12,11
"ENSG00000184185",1,0,14,11
"ENSG00000184194",8,12,0,0
"ENSG00000184207",193,195,187,139
"ENSG00000184209",48,37,34,37
"ENSG00000184226",143,152,110,87
"ENSG00000184232",0,1,142,113
"ENSG00000184254",14,21,5,5
"ENSG00000184258",0,0,100,94
"ENSG00000184261",77,67,0,0
"ENSG00000184277",10,5,28,32
"ENSG00000184351",0,0,26,30
"ENSG00000184357",24,29,0,0
"ENSG00000184445",55,67,87,97
"ENSG00000184451",13,17,6,1
"ENSG00000184486",0,0,33,23
"ENSG00000184508",23,25,65,60
"ENSG00000184517",24,21,64,65
"ENSG00000184524",149,123,1,1
"ENSG00000184545",0,0,26,21
"ENSG00000184574",22,13,0,0
"ENSG00000184575",86,89,84,87
"ENSG00000184602",21,27,108,68
"ENSG00000184608",120,82,0,0
"ENSG00000184613",0,0,52,57
"ENSG00000184675",18,22,27,26
"ENSG00000184677",8,9,27,13
"ENSG00000184678",3,4,17,21
"ENSG00000184730",11,9,0,0
"ENSG00000184743",19,10,38,42
"ENSG00000184752",78,68,37,46
"ENSG00000184840",12,10,23,11
"ENSG00000184857",8,11,22,13
"ENSG00000184860",16,10,0,0
"ENSG00000184886",4,7,12,17
"ENSG00000184897",183,156,370,290
"ENSG00000184916",12,12,172,141
"ENSG00000184922",360,374,13,15
"ENSG00000184939",3,4,36,42
"ENSG00000184967",203,177,138,125
"ENSG00000184983",49,27,55,43
"ENSG00000184986",0,0,19,10
"ENSG00000184988",10,16,0,0
"ENSG00000184990",30,19,31,37
"ENSG00000184992",370,302,34,39
"ENSG00000185000",67,67,122,102
"ENSG00000185028",41,35,1,0
"ENSG00000185033",38,35,24,25
"ENSG00000185036",26,19,15,9
"ENSG00000185043",42,17,54,48
"ENSG00000185085",138,128,118,110
"ENSG00000185090",16,14,30,41
"ENSG00000185101",14,25,0,0
"ENSG00000185112",34,24,22,19
"ENSG00000185115",84,81,45,55
"ENSG00000185122",313,274,254,242
"ENSG00000185127",29,45,91,74
"ENSG00000185155",35,31,2,0
"ENSG00000185163",138,126,58,63
"ENSG00000185187",16,14,19,21
"ENSG00000185189",14,18,54,65
"ENSG00000185222",0,0,72,106
"ENSG00000185236",114,130,115,102
"ENSG00000185238",63,76,90,101
"ENSG00000185246",19,33,50,85
"ENSG00000185262",247,251,116,117
"ENSG00000185298",38,45,41,45
"ENSG00000185338",95,97,0,1
"ENSG00000185344",126,127,115,107
"ENSG00000185359",233,291,344,296
"ENSG00000185361",19,18,4,0
"ENSG00000185418",21,14,55,71
"ENSG00000185432",30,25,8,7
"ENSG00000185453",18,10,16,28
"ENSG00000185475",66,62,237,198
"ENSG00000185477",44,47,14,14
"ENSG00000185482",38,33,2,0
"ENSG00000185504",52,59,84,72
"ENSG00000185507",21,19,7,7
"ENSG00000185551",0,0,134,160
"ENSG00000185567",0,0,33,38
"ENSG00000185591",195,167,243,245
"ENSG00000185608",66,48,69,69
"ENSG00000185627",164,131,157,166
"ENSG00000185633",23,22,3,1
"ENSG00000185650",110,116,48,34
"ENSG00000185651",193,152,130,150
"ENSG00000185669",9,11,4,2
"ENSG00000185670",13,5,8,9
"ENSG00000185722",24,36,116,102
"ENSG00000185800",101,122,155,124
"ENSG00000185803",101,80,78,62
"ENSG00000185813",132,132,50,56
"ENSG00000185818",5,5,49,39
"ENSG00000185825",15,17,62,40
"ENSG00000185862",206,220,0,0
"ENSG00000185875",1,0,21,24
"ENSG00000185883",146,132,249,203
"ENSG00000185896",8,8,24,30
"ENSG00000185905",13,14,0,0
"ENSG00000185928",178,128,201,194
"ENSG00000185946",13,18,34,31
"ENSG00000185947",10,25,15,10
"ENSG00000185950",9,11,86,69
"ENSG00000185963",589,633,204,200
"ENSG00000185989",0,0,36,38
"ENSG00000186010",48,38,65,65
"ENSG00000186073",24,14,22,40
"ENSG00000186104",11,11,17,8
"ENSG00000186111",56,63,119,94
"ENSG00000186130",18,26,22,28
"ENSG00000186174",15,26,21,31
"ENSG00000186185",140,128,76,75
"ENSG00000186187",2,5,20,19
"ENSG00000186193",117,135,40,27
"ENSG00000186222",19,13,30,31
"ENSG00000186260",10,15,10,10
"ENSG00000186298",459,431,550,593
"ENSG00000186395",13,12,8,6
"ENSG00000186416",6,6,11,16
"ENSG00000186468",127,84,137,108
"ENSG00000186469",39,22,1,1
"ENSG00000186470",7,13,7,5
"ENSG00000186517",11,13,0,0
"ENSG00000186530",14,11,0,1
"ENSG00000186564",18,24,24,16
"ENSG00000186566",219,228,248,235
"ENSG00000186575",10,11,15,19
"ENSG00000186603",10,13,0,0
"ENSG00000186635",10,13,12,13
"ENSG00000186638",6,15,13,13
"ENSG00000186648",4,7,29,23
"ENSG00000186665",5,0,18,16
"ENSG00000186666",10,19,15,15
"ENSG00000186710",16,17,0,0
"ENSG00000186767",66,72,44,30
"ENSG00000186815",129,153,48,49
"ENSG00000186834",46,53,157,148
"ENSG00000186868",0,0,30,20
"ENSG00000186871",58,66,82,96
"ENSG00000186907",2,0,26,28
"ENSG00000186908",6,3,18,23
"ENSG00000187079",1,0,199,183
"ENSG00000187097",12,15,32,21
"ENSG00000187109",91,80,143,141
"ENSG00000187140",0,0,28,14
"ENSG00000187189",41,71,102,131
"ENSG00000187240",0,0,43,56
"ENSG00000187244",2,2,13,19
"ENSG00000187266",38,34,23,17
"ENSG00000187325",8,3,16,15
"ENSG00000187446",61,27,11,18
"ENSG00000187486",12,12,18,12
"ENSG00000187531",48,57,18,29
"ENSG00000187535",6,3,54,53
"ENSG00000187555",247,228,208,175
"ENSG00000187713",85,81,71,67
"ENSG00000187741",70,74,63,59
"ENSG00000187772",0,0,154,169
"ENSG00000187778",165,184,289,287
"ENSG00000187790",34,32,78,82
"ENSG00000187792",5,3,29,23
"ENSG00000187837",12,21,30,19
"ENSG00000187838",1,5,49,35
"ENSG00000187840",79,67,179,198
"ENSG00000187866",46,56,52,57
"ENSG00000187994",26,33,1,4
"ENSG00000188021",142,147,160,201
"ENSG00000188026",0,0,36,32
"ENSG00000188042",1,1,74,86
"ENSG00000188126",1,0,32,25
"ENSG00000188211",167,169,92,107
"ENSG00000188223",20,15,43,45
"ENSG00000188229",245,291,228,239
"ENSG00000188266",0,0,21,26
"ENSG00000188277",14,7,2,5
"ENSG00000188290",0,0,176,110
"ENSG00000188312",11,5,7,12
"ENSG00000188321",4,5,14,20
"ENSG00000188322",0,1,67,56
"ENSG00000188352",138,100,259,269
"ENSG00000188375",26,13,47,52
"ENSG00000188486",206,188,331,262
"ENSG00000188493",7,20,34,43
"ENSG00000188522",15,24,13,22
"ENSG00000188554",73,66,279,263
"ENSG00000188566",92,150,113,97
"ENSG00000188603",14,16,40,35
"ENSG00000188636",0,1,181,168
"ENSG00000188699",13,9,13,5
"ENSG00000188706",1,5,13,19
"ENSG00000188707",20,26,49,38
"ENSG00000188725",10,17,14,7
"ENSG00000188730",29,36,0,0
"ENSG00000188735",24,23,44,34
"ENSG00000188747",1,4,18,16
"ENSG00000188763",1,0,22,9
"ENSG00000188822",49,43,0,0
"ENSG00000188827",25,15,13,8
"ENSG00000188848",19,21,15,8
"ENSG00000188878",19,13,106,102
"ENSG00000188883",0,0,34,29
"ENSG00000188895",138,143,122,116
"ENSG00000188938",14,19,13,12
"ENSG00000188971",1,0,20,15
"ENSG00000188986",268,232,181,152
"ENSG00000188997",7,2,28,33
"ENSG00000189046",79,77,55,55
"ENSG00000189057",154,169,0,0
"ENSG00000189060",2,4,813,789
"ENSG00000189067",50,43,55,54
"ENSG00000189091",157,156,215,202
"ENSG00000189114",3,11,8,2
"ENSG00000189227",29,18,26,25
"ENSG00000189233",33,23,0,0
"ENSG00000189241",158,100,264,231
"ENSG00000189306",43,35,20,21
"ENSG00000189319",159,120,26,22
"ENSG00000196072",16,19,32,38
"ENSG00000196118",68,68,40,43
"ENSG00000196126",17,16,0,0
"ENSG00000196151",9,7,26,28
"ENSG00000196152",14,8,19,16
"ENSG00000196155",7,7,87,81
"ENSG00000196230",52,54,54,44
"ENSG00000196235",56,46,43,58
"ENSG00000196323",50,29,27,31
"ENSG00000196363",102,55,93,72
"ENSG00000196365",506,391,530,497
"ENSG00000196368",0,0,39,42
"ENSG00000196371",0,1,12,16
"ENSG00000196374",17,15,0,0
"ENSG00000196376",0,0,9,16
"ENSG00000196378",6,7,8,17
"ENSG00000196388",9,13,15,11
"ENSG00000196396",101,59,231,193
"ENSG00000196405",257,227,141,152
"ENSG00000196449",26,27,63,54
"ENSG00000196453",44,42,159,153
"ENSG00000196458",5,2,10,15
"ENSG00000196465",12,10,50,52
"ENSG00000196470",33,23,41,59
"ENSG00000196476",12,22,13,18
"ENSG00000196497",261,229,661,591
"ENSG00000196531",45,28,52,60
"ENSG00000196535",222,174,77,55
"ENSG00000196547",17,17,205,215
"ENSG00000196557",0,0,114,91
"ENSG00000196584",24,34,51,60
"ENSG00000196628",142,87,18,16
"ENSG00000196655",26,20,27,15
"ENSG00000196663",5,11,51,38
"ENSG00000196678",6,9,21,19
"ENSG00000196684",141,132,0,0
"ENSG00000196689",1,0,18,20
"ENSG00000196700",0,1,158,171
"ENSG00000196704",37,31,34,43
"ENSG00000196711",0,0,19,15
"ENSG00000196715",88,84,92,81
"ENSG00000196743",14,19,8,4
"ENSG00000196787",12,12,6,4
"ENSG00000196792",51,45,71,70
"ENSG00000196812",12,11,14,14
"ENSG00000196821",32,19,8,10
"ENSG00000196839",189,164,23,17
"ENSG00000196850",152,188,130,118
"ENSG00000196876",4,3,12,18
"ENSG00000196914",81,54,365,367
"ENSG00000196943",89,71,70,58
"ENSG00000196961",198,166,224,156
"ENSG00000196976",28,27,37,37
"ENSG00000196981",4,9,35,30
"ENSG00000197006",234,218,266,284
"ENSG00000197019",12,9,10,3
"ENSG00000197024",10,11,12,10
"ENSG00000197061",51,35,24,11
"ENSG00000197063",56,63,210,177
"ENSG00000197102",1521,1451,1954,1791
"ENSG00000197111",138,93,169,150
"ENSG00000197119",37,24,62,65
"ENSG00000197136",188,189,149,132
"ENSG00000197170",27,34,55,48
"ENSG00000197256",367,316,42,50
"ENSG00000197296",6,7,16,11
"ENSG00000197299",128,109,187,185
"ENSG00000197324",64,42,18,16
"ENSG00000197329",59,46,3,2
"ENSG00000197345",63,65,73,65
"ENSG00000197362",32,22,40,51
"ENSG00000197417",33,25,90,78
"ENSG00000197448",3,9,17,15
"ENSG00000197451",25,28,40,31
"ENSG00000197457",1,1,36,28
"ENSG00000197471",87,66,0,0
"ENSG00000197483",36,33,38,36
"ENSG00000197555",183,169,89,77
"ENSG00000197562",29,37,110,76
"ENSG00000197563",31,29,24,19
"ENSG00000197579",47,59,107,116
"ENSG00000197601",82,62,80,80
"ENSG00000197604",23,20,3,1
"ENSG00000197622",23,32,39,18
"ENSG00000197702",0,0,69,62
"ENSG00000197714",4,3,14,9
"ENSG00000197724",21,8,22,25
"ENSG00000197728",25,32,9,20
"ENSG00000197747",9,10,22,19
"ENSG00000197756",27,12,72,81
"ENSG00000197766",6,8,36,28
"ENSG00000197771",60,67,134,121
"ENSG00000197774",22,34,45,25
"ENSG00000197798",26,26,45,49
"ENSG00000197813",4,17,3,1
"ENSG00000197846",2,11,0,2
"ENSG00000197858",80,79,253,218
"ENSG00000197879",100,107,320,305
"ENSG00000197905",1,0,40,46
"ENSG00000197930",52,36,64,63
"ENSG00000197943",1092,1058,54,48
"ENSG00000197951",22,12,27,25
"ENSG00000197976",59,73,164,148
"ENSG00000197977",0,0,108,106
"ENSG00000198001",36,34,16,19
"ENSG00000198015",20,32,89,115
"ENSG00000198018",2,3,14,6
"ENSG00000198053",0,0,14,12
"ENSG00000198056",26,28,81,97
"ENSG00000198081",39,43,19,22
"ENSG00000198113",69,56,6,5
"ENSG00000198146",22,15,16,18
"ENSG00000198157",13,7,21,21
"ENSG00000198168",15,21,23,21
"ENSG00000198169",17,22,36,42
"ENSG00000198182",10,16,22,26
"ENSG00000198211",269,237,16,10
