"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"2422",9.99999999300029e-11,9.99999999300029e-11,9.99999999300029e-11,9.99999999300029e-11,0.140181698076923,9.99999999300029e-11,4.96608633705596e-05,9.99999999300029e-11,2.55832304644597e-08,9.99999999300029e-11,0.61200446574709,0.222150302395635,0.0254901528935508,0.000123693740200624
"2423",0.0101293764817765,9.9999999910011e-11,0.9896188597603,9.9999999910011e-11,7.04603074741416e-08,9.9999999910011e-11,0.000251692288132918,9.9999999910011e-11,9.9999999910011e-11,9.9999999910011e-11,1.09483529777839e-10,9.9999999910011e-11,9.9999999910011e-11,9.9999999910011e-11
"2424",9.99999999568325e-11,9.99999999568325e-11,9.99999999568325e-11,9.99999999568325e-11,0.000123806246879651,9.99999999568325e-11,2.05796377785144e-08,4.00912123086966e-05,0.23449775754053,0.0220636454380541,0.00578329367447444,0.0642466666113059,0.235885557502056,0.437359160694752
"2425",9.99999999600008e-11,9.99999999600008e-11,6.54717989603883e-10,9.99999999600008e-11,0.119100225535445,9.99999999600008e-11,0.00542241529221157,1.98567546279128e-08,0.00512151042165234,8.42998820798112e-05,0.288891768231033,0.303645872236612,0.220522791640824,0.0572110958486704
"2426",9.99999999700162e-11,0.81626026447366,9.99999999700162e-11,0.151077380784294,1.30154865503033e-10,0.0272959738032881,9.99999999700162e-11,0.00494652690767043,5.87029824429683e-05,0.000352495246857625,4.9125783317999e-09,8.90665444614245e-08,7.40041948988242e-07,7.82135056055449e-06
"2427",9.99999999330599e-11,9.99999999330599e-11,1.33625973593362e-06,9.99999999330599e-11,0.341564663867782,9.99999999330599e-11,0.620727072848358,9.99999999330599e-11,9.99999999330599e-11,9.99999999330599e-11,0.0363972733532292,0.001264359310372,4.51868447860742e-05,1.06815737300125e-07
"2428",9.9999999890002e-11,9.9999999890002e-11,9.9999999890002e-11,4.45654479162263e-08,9.9999999890002e-11,0.999755739957949,9.9999999890002e-11,0.000244214376602939,9.9999999890002e-11,9.9999999890002e-11,9.9999999890002e-11,9.9999999890002e-11,9.9999999890002e-11,9.9999999890002e-11
"2429",9.99999999500005e-11,9.99999999500005e-11,0.000315897584221704,9.99999999500005e-11,0.359484327897816,9.99999999500005e-11,0.510204392092035,9.99999999500005e-11,1.18683378973338e-06,1.4972107050879e-09,0.109037615540688,0.0177638277802859,0.00308157467406345,0.000111175599889697
"2430",0.209909957332283,9.99999999301128e-11,0.78489857510263,9.99999999301128e-11,3.41027436468754e-05,9.99999999301128e-11,0.00515666136847652,9.99999999301128e-11,9.99999999301128e-11,9.99999999301128e-11,6.91645082358876e-07,1.07831526320067e-08,3.24728566834797e-10,9.99999999301128e-11
"2431",9.999999988e-11,9.999999988e-11,9.999999988e-11,9.999999988e-11,9.999999988e-11,9.999999988e-11,9.999999988e-11,9.999999988e-11,0.999999968975378,9.999999988e-11,9.999999988e-11,9.999999988e-11,9.999999988e-11,2.98246214283359e-08
"2432",9.99999999011559e-11,9.99999999011559e-11,9.99999999011559e-11,9.99999999011559e-11,9.99999999011559e-11,9.99999999011559e-11,9.99999999011559e-11,9.99999999011559e-11,0.95321931815943,0.0339606613627259,9.99999999011559e-11,9.99999999011559e-11,4.50475999126883e-07,0.012819569001845
"2433",9.99999999300033e-11,9.99999999300033e-11,9.99999999300033e-11,9.99999999300033e-11,0.181195114556411,9.99999999300033e-11,0.00012319972224105,9.99999999300033e-11,2.29440464821249e-08,9.99999999300033e-11,0.607721480197266,0.190232872073298,0.0206270294334174,0.000100280373320439
"2434",9.99999999610664e-11,9.99999999610664e-11,9.99999999610664e-11,9.99999999610664e-11,1.30947710531448e-06,3.64974709598905e-05,1.01356401137453e-10,0.0375349372384585,0.42550543792739,0.337404080932348,0.000128096122057408,0.00333115424386205,0.0265387889319437,0.169519697154519
"2435",9.9999999920004e-11,9.9999999920004e-11,9.9999999920004e-11,9.9999999920004e-11,0.0224333024296857,9.9999999920004e-11,1.14780357845068e-09,9.9999999920004e-11,9.9999999920004e-11,9.9999999920004e-11,0.776895022043383,0.196598289175625,0.00407313235006796,2.52053435012236e-07
"2436",9.999999995e-11,9.999999995e-11,9.999999995e-11,9.999999995e-11,0.00668745605513112,9.999999995e-11,3.85637130563475e-06,2.97959461234198e-10,0.00855363609630948,4.34884717322484e-05,0.103454974507603,0.33584607030445,0.410608559621486,0.134801957774022
"2437",9.99999999419275e-11,9.99999999419275e-11,9.99999999419275e-11,9.99999999419275e-11,4.31972825292306e-06,9.99999999419275e-11,9.99999999419275e-11,2.36278682033792e-06,0.256228051855658,0.0126105011545748,0.000992242038169281,0.0307274814272853,0.191027248816236,0.508407791593003
"2438",9.99999999400007e-11,9.99999999400007e-11,0.000231731241471549,9.99999999400007e-11,0.193893901155298,9.99999999400007e-11,0.785654016454079,9.99999999400007e-11,1.87735839180742e-10,9.99999999400007e-11,0.019336890136309,0.000840394260372295,4.28524271566342e-05,2.13537577766001e-07
"2439",9.99999999700039e-11,9.99999999700039e-11,9.99999999700039e-11,2.02746081727707e-05,0.000184271238864902,0.00897061810510918,1.17786023116241e-06,0.166124041808408,0.297572090424029,0.294950502439833,0.00233683306654382,0.014855967624978,0.0527522752080576,0.162231947315773
"2440",9.99999999492567e-11,9.99999999492567e-11,9.99999999492567e-11,9.99999999492567e-11,4.35729459235645e-06,9.99999999492567e-11,9.99999999492567e-11,6.57088449674176e-05,0.365555831250995,0.0437440910212056,0.000709310206111962,0.0197503318942135,0.128990476451622,0.441179892436292
"2441",9.999999991e-11,9.999999991e-11,9.999999991e-11,9.999999991e-11,9.999999991e-11,9.999999991e-11,9.999999991e-11,9.999999991e-11,0.758808880533782,0.000523076062146475,9.999999991e-11,1.09099868572352e-08,0.000144348549617754,0.240523683044467
"2442",1.1102203758849e-10,9.99999999600002e-11,0.0381106759482615,9.99999999600002e-11,0.161800197852008,9.99999999600002e-11,0.76738619416887,9.99999999600002e-11,1.69471868764592e-07,2.65339317527602e-10,0.0288601951271364,0.00334078203720792,0.000486233730017426,1.55508882686087e-05
"2443",9.99999999200155e-11,9.99999999200155e-11,9.99999999200155e-11,9.99999999200155e-11,9.99999999200155e-11,9.99999999200155e-11,9.99999999200155e-11,9.99999999200155e-11,0.478779129877931,0.000875098995783825,1.06294232764655e-10,1.12101526025886e-05,0.00574412424958791,0.514590435817801
"2444",9.99999999000004e-11,9.99999999000004e-11,9.99999999000004e-11,9.99999999000004e-11,0.594864253995456,9.99999999000004e-11,0.404851822753786,9.99999999000004e-11,9.99999999000004e-11,9.99999999000004e-11,0.000283920926254809,1.32450303910293e-09,9.99999999000004e-11,9.99999999000004e-11
"2445",9.99999999303771e-11,9.99999999303771e-11,9.99999999303771e-11,9.99999999303771e-11,0.616849161003143,9.99999999303771e-11,0.0500039590674005,9.99999999303771e-11,5.35309854763677e-09,9.99999999303771e-11,0.299248849444248,0.031622556387889,0.00226430941558334,1.11586286371683e-05
"2446",9.99999999416783e-11,9.99999999416783e-11,9.99999999416783e-11,9.99999999416783e-11,0.179320646711348,9.99999999416783e-11,0.00513004722289457,9.99999999416783e-11,0.000368493796622954,9.33229330724432e-07,0.388439786655144,0.282486864150948,0.130094876277627,0.0141583513560846
"2447",9.99999999100073e-11,9.99999999100073e-11,9.99999999100073e-11,9.99999999100073e-11,0.00453876563425575,9.99999999100073e-11,9.99999999100073e-11,9.99999999100073e-11,9.99999999100073e-11,9.99999999100073e-11,0.874124614915484,0.120942438350762,0.000394179924084661,2.75413210933304e-10
